Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-E9-A227-01A-11D-A159-09	0	2	1	0	0	0	1	5	1	0	6	0	2
TCGA-E9-A228-01A-31D-A159-09	7	5	0	20	2	0	0	11	0	0	1	0	7
TCGA-E9-A229-01A-31D-A17G-09	2	4	0	10	2	0	2	3	3	2	1	0	3
TCGA-E9-A22A-01A-11D-A159-09	6	4	0	0	0	12	0	0	0	0	7	8	0
TCGA-E9-A22B-01A-11D-A159-09	6	5	0	14	2	13	4	10	3	0	3	15	0
TCGA-E9-A22D-01A-11D-A159-09	0	2	0	8	2	11	7	2	0	0	0	0	0
TCGA-E9-A22E-01A-11D-A159-09	10	19	18	3	4	18	1	10	0	15	27	13	13
TCGA-E9-A22G-01A-11D-A159-09	1	8	0	2	28	0	1	3	7	11	30	11	16
TCGA-E9-A22H-01A-11D-A159-09	1	0	0	7	1	4	2	2	3	0	6	0	1
TCGA-E9-A243-01A-21D-A167-09	4	9	8	0	12	14	0	7	4	10	14	1	4
TCGA-E9-A244-01A-11D-A167-09	4	4	4	12	8	25	0	0	12	14	25	3	12
TCGA-E9-A245-01A-22D-A16D-09	0	0	0	0	0	3	1	6	3	3	3	13	3
TCGA-E9-A247-01A-11D-A167-09	0	3	7	18	10	0	3	0	4	0	10	0	5
TCGA-E9-A248-01A-11D-A167-09	3	2	0	11	4	0	0	0	2	0	1	0	2
TCGA-E9-A249-01A-11D-A167-09	1	0	1	8	4	0	2	0	1	0	3	0	7
TCGA-E9-A24A-01A-11D-A167-09	0	0	0	4	0	2	3	0	0	5	0	11	0
TCGA-E9-A295-01A-11D-A16D-09	3	2	5	15	0	33	6	2	0	20	0	0	15
TCGA-E9-A2JS-01A-11D-A17W-09	3	0	3	32	0	0	10	3	4	0	0	15	16
TCGA-E9-A2JT-01A-22D-A18P-09	10	4	4	0	0	0	2	0	0	2	1	1	0
TCGA-E9-A3HO-01A-11D-A20S-09	3	6	5	0	6	14	1	4	11	0	15	0	8
TCGA-E9-A3QA-01A-61D-A228-09	11	12	12	1	0	3	1	0	8	0	5	11	14
TCGA-E9-A3X8-01A-31D-A22X-09	1	9	0	6	0	3	0	6	4	0	5	2	5
TCGA-E9-A54Y-01A-11D-A25Q-09	6	0	3	11	4	5	3	8	2	3	0	3	8
TCGA-E9-A5FK-01A-11D-A27P-09	1	2	0	6	1	2	2	2	6	3	1	6	2
TCGA-E9-A5FL-01A-11D-A27P-09	7	13	13	9	9	0	7	0	15	5	18	25	18
TCGA-E9-A5UO-01A-11D-A28B-09	2	0	0	8	1	10	0	0	9	0	1	0	6
TCGA-E9-A6HE-01A-11D-A31U-09	0	0	0	12	1	0	2	3	4	0	0	2	0
TCGA-EW-A1IW-01A-11D-A13L-09	40	23	0	17	0	4	0	0	13	5	8	5	4
TCGA-EW-A1IX-01A-12D-A142-09	11	12	4	0	2	2	0	6	3	3	2	0	5
TCGA-EW-A1IY-01A-11D-A188-09	6	1	5	3	2	0	10	12	0	0	0	0	2
TCGA-EW-A1IZ-01A-11D-A188-09	10	0	9	105	127	80	28	0	64	0	0	0	13
TCGA-EW-A1J1-01A-11D-A188-09	0	0	0	5	1	0	4	1	0	0	4	4	6
TCGA-EW-A1J2-01A-21D-A13L-09	2	0	4	11	0	0	5	8	0	0	2	5	2
TCGA-EW-A1J3-01A-11D-A13L-09	0	0	2	4	3	3	1	10	1	0	1	5	0
TCGA-EW-A1J5-01A-11D-A13L-09	201	145	83	0	0	0	23	73	0	0	0	0	0
TCGA-EW-A1J6-01A-11D-A188-09	4	0	0	4	0	19	0	0	6	0	5	1	8
TCGA-EW-A1OV-01A-11D-A142-09	61	33	4	0	0	17	7	16	3	0	2	0	0
TCGA-EW-A1OX-01A-11D-A142-09	1	7	0	4	5	0	1	1	0	0	5	12	1
TCGA-EW-A1OY-01A-11D-A142-09	4	3	0	15	4	23	4	6	5	4	9	0	1
TCGA-EW-A1OZ-01A-11D-A142-09	6	4	1	25	2	0	2	5	3	4	4	10	9
TCGA-EW-A1P0-01A-11D-A142-09	0	0	3	0	2	8	0	0	5	1	1	4	2
TCGA-EW-A1P1-01A-31D-A14G-09	0	1	1	1	2	2	0	0	3	7	3	6	3
TCGA-EW-A1P3-01A-11D-A142-09	2	0	0	4	1	8	0	7	2	0	0	6	2
TCGA-EW-A1P4-01A-21D-A142-09	1	8	8	2	8	18	5	0	4	0	9	17	1
TCGA-EW-A1P5-01A-11D-A142-09	0	2	0	12	1	0	1	0	2	3	0	2	3
TCGA-EW-A1P6-01A-11D-A142-09	0	0	0	2	2	16	2	4	3	0	0	2	0
TCGA-EW-A1P7-01A-21D-A142-09	0	0	1	2	2	0	0	0	3	0	6	7	2
TCGA-EW-A1P8-01A-11D-A142-09	1	4	5	6	5	0	3	5	3	4	15	0	2
TCGA-EW-A1PA-01A-11D-A142-09	3	3	0	5	1	0	7	11	0	0	11	2	7
TCGA-EW-A1PB-01A-11D-A142-09	20	48	17	1	0	11	2	22	3	14	26	0	9
TCGA-EW-A1PD-01A-11D-A142-09	5	12	5	1	6	3	0	12	6	5	20	9	10
TCGA-EW-A1PE-01A-11D-A142-09	8	0	2	7	4	0	2	0	2	3	6	0	6
TCGA-EW-A1PG-01A-11D-A142-09	0	0	0	2	0	0	4	1	0	0	2	7	1
TCGA-EW-A1PH-01A-11D-A14K-09	1	2	9	14	4	0	6	5	0	0	8	9	2
TCGA-EW-A2FR-01A-11D-A21Q-09	4	8	1	9	0	9	3	12	2	0	5	1	0
TCGA-EW-A2FS-01A-11D-A17D-09	0	3	0	6	4	8	1	6	5	5	0	4	5
TCGA-EW-A2FV-01A-11D-A17D-09	1	0	0	4	4	10	5	2	5	0	0	0	8
TCGA-EW-A2FW-01A-11D-A17D-09	3	0	0	14	0	0	0	0	1	3	1	0	3
TCGA-EW-A423-01A-11D-A243-09	5	11	0	24	3	0	4	12	11	0	4	3	2
TCGA-EW-A6S9-01A-22D-A33E-09	0	1	1	6	1	6	3	3	3	2	2	0	0
TCGA-EW-A6SA-01A-21D-A32I-09	8	8	0	18	11	15	7	3	18	5	0	9	14
TCGA-EW-A6SB-01A-12D-A32I-09	3	4	1	18	6	6	6	7	3	0	5	18	4
TCGA-EW-A6SC-01A-12D-A32I-09	6	0	0	4	6	10	0	2	5	0	0	0	2
TCGA-EW-A6SD-01A-12D-A33E-09	17	13	8	11	10	0	2	0	0	6	2	0	5
TCGA-GI-A2C8-01A-11D-A16D-09	5	12	7	17	5	0	1	0	12	13	29	21	20
TCGA-GM-A2D9-01A-11D-A18P-09	221	144	90	7	0	0	23	121	0	0	0	0	0
TCGA-GM-A2DA-01A-11D-A18P-09	3	4	1	1	1	25	5	1	1	0	0	0	0
TCGA-GM-A2DB-01A-31D-A19Y-09	3	6	4	7	0	38	5	7	1	18	4	26	11
TCGA-GM-A2DC-01A-11D-A18P-09	0	0	0	8	0	18	0	1	0	0	0	0	0
TCGA-GM-A2DD-01A-11D-A17W-09	3	4	0	9	10	0	0	0	8	8	6	21	3
TCGA-GM-A2DF-01A-11D-A17W-09	3	4	3	6	1	17	3	2	8	0	5	0	0
TCGA-GM-A2DH-01A-11D-A17W-09	30	54	37	4	0	12	7	3	19	12	20	11	15
TCGA-GM-A2DI-01A-31D-A18P-09	25	16	10	1	0	6	9	10	0	0	0	0	0
TCGA-GM-A2DK-01A-21D-A17W-09	4	0	0	4	4	8	3	0	2	0	0	7	1
TCGA-GM-A2DL-01A-11D-A18P-09	5	3	1	5	0	7	3	9	0	15	0	0	6
TCGA-GM-A2DM-01A-11D-A17W-09	2	0	0	0	6	4	3	1	0	1	0	5	3
TCGA-GM-A2DN-01A-11D-A17W-09	1	0	0	4	1	0	1	4	0	0	0	7	5
TCGA-GM-A2DO-01A-11D-A19Y-09	68	65	29	0	1	0	17	42	0	0	0	4	0
TCGA-GM-A3NW-01A-21D-A228-09	22	14	21	14	0	3	5	18	0	0	1	0	0
TCGA-GM-A3XL-01A-11D-A22X-09	8	28	17	8	6	1	4	8	6	0	37	28	0
TCGA-GM-A4E0-01A-12D-A25Q-09	0	0	1	7	1	6	4	1	1	2	0	5	12
TCGA-GM-A5PV-01A-11D-A28B-09	8	0	4	1	3	9	3	0	1	0	8	4	2
TCGA-GM-A5PX-01A-12D-A28B-09	5	3	0	10	1	0	2	3	6	0	1	8	2
TCGA-HN-A2NL-01A-11D-A18P-09	1	6	0	2	8	29	2	1	6	6	9	10	14
TCGA-HN-A2OB-01A-21D-A27P-09	1	0	4	2	1	9	1	0	0	0	1	0	2
TCGA-JL-A3YX-01A-11D-A22X-09	13	4	5	9	3	0	0	3	2	5	0	1	3
TCGA-LD-A66U-01A-11D-A31U-09	2	0	1	8	4	3	1	0	8	5	0	3	3
TCGA-LD-A74U-01A-13D-A33E-09	127	55	89	12	0	2	17	49	0	0	0	0	0
TCGA-LD-A7W5-01A-22D-A351-09	7	1	9	11	2	16	4	0	5	4	0	0	0
TCGA-LD-A7W6-01A-81D-A351-09	3	0	4	4	2	20	0	9	2	3	2	0	0
TCGA-LD-A9QF-01A-32D-A41F-09	0	0	0	10	3	10	3	1	1	0	6	0	0
TCGA-LL-A440-01A-11D-A243-09	1	0	0	2	0	5	0	0	2	0	0	0	3
TCGA-LL-A50Y-01A-11D-A25Q-09	2	0	1	9	10	11	0	6	2	0	0	6	1
TCGA-LL-A5YL-01A-12D-A29N-09	17	6	7	13	1	9	13	17	5	0	0	2	3
TCGA-LL-A5YM-01A-11D-A28B-09	0	3	0	7	3	6	1	6	5	0	2	0	2
TCGA-LL-A5YN-01A-11D-A28B-09	0	0	0	4	6	7	2	6	5	0	2	0	7
TCGA-LL-A5YO-01A-21D-A28B-09	3	6	16	0	2	4	1	3	0	7	16	0	0
TCGA-LL-A5YP-01A-21D-A28B-09	6	2	11	1	6	4	2	6	13	11	22	0	18
TCGA-LL-A6FP-01A-11D-A31U-09	9	4	2	7	7	7	10	11	9	4	0	3	8
TCGA-LL-A6FQ-01A-11D-A31U-09	3	0	1	23	4	0	4	7	9	0	0	6	6
TCGA-LL-A6FR-01A-12D-A31U-09	1	3	0	0	8	23	5	0	4	0	3	0	0
TCGA-LL-A73Y-01A-11D-A33E-09	28	53	71	0	5	11	13	5	0	0	0	0	0
TCGA-LL-A73Z-01A-11D-A32I-09	2	0	4	8	0	6	0	3	11	0	2	19	5
TCGA-LL-A740-01A-21D-A32I-09	5	1	0	14	6	0	1	7	10	7	9	3	6
TCGA-LL-A7SZ-01A-32D-A351-09	5	0	4	11	10	12	6	0	2	0	0	8	3
TCGA-LL-A7T0-01A-31D-A351-09	5	5	0	20	8	1	7	2	4	1	0	11	10
TCGA-LL-A8F5-01A-11D-A36J-09	3	8	11	5	23	34	5	17	22	9	50	4	18
TCGA-LL-A9Q3-01A-11D-A41F-09	8	0	1	19	5	0	5	3	5	0	4	15	4
TCGA-OK-A5Q2-01A-11D-A27P-09	4	2	0	3	1	19	10	0	2	0	0	0	0
TCGA-OL-A5D6-01A-21D-A27P-09	5	0	3	3	0	29	5	6	2	0	2	1	0
TCGA-OL-A5D7-01A-11D-A27P-09	4	6	7	8	4	6	0	4	8	2	19	1	5
TCGA-OL-A5D8-01A-11D-A27P-09	3	2	0	8	3	4	0	0	3	2	0	10	0
TCGA-OL-A5DA-01A-11D-A27P-09	22	22	18	9	0	3	12	14	3	0	0	0	3
TCGA-OL-A5RU-01A-11D-A28B-09	0	1	0	15	2	0	0	9	4	1	3	5	2
TCGA-OL-A5RV-01A-12D-A28B-09	0	0	0	2	0	14	1	0	2	0	1	0	0
TCGA-OL-A5RW-01A-11D-A28B-09	31	53	67	0	16	0	6	23	4	0	37	7	9
TCGA-OL-A5RX-01A-11D-A28B-09	1	2	0	14	7	0	0	0	3	1	1	3	2
TCGA-OL-A5RY-01A-21D-A28B-09	1	2	0	5	0	0	1	0	2	4	2	0	0
TCGA-OL-A5RZ-01A-11D-A28B-09	10	8	0	34	7	0	12	10	3	0	19	5	28
TCGA-OL-A5S0-01A-11D-A28B-09	3	2	2	12	3	6	3	1	8	0	6	0	0
TCGA-OL-A66H-01A-11D-A29N-09	0	0	1	5	3	0	0	3	3	2	5	0	4
TCGA-OL-A66I-01A-21D-A29N-09	1	3	0	6	2	10	2	9	1	2	13	0	2
TCGA-OL-A66J-01A-11D-A29N-09	6	0	6	11	4	21	1	9	4	5	0	0	2
TCGA-OL-A66K-01A-11D-A29N-09	1	0	6	18	2	0	0	4	4	0	1	9	2
TCGA-OL-A66L-01A-12D-A31U-09	37	20	1	9	4	0	6	9	1	0	2	3	0
TCGA-OL-A66N-01A-12D-A31U-09	3	0	0	13	2	20	4	4	3	0	0	5	1
TCGA-OL-A66O-01A-11D-A31U-09	0	1	0	4	2	15	0	0	3	0	0	0	5
TCGA-OL-A66P-01A-11D-A31U-09	3	2	0	10	12	0	6	7	5	7	3	42	12
TCGA-OL-A6VO-01A-12D-A33E-09	1	0	4	11	0	0	0	0	2	4	4	7	0
TCGA-OL-A6VQ-01A-12D-A41F-09	21	6	12	8	0	0	5	9	0	1	0	2	31
TCGA-OL-A6VR-01A-32D-A33E-09	1	0	1	4	2	0	1	0	1	3	0	0	0
TCGA-OL-A97C-01A-32D-A41F-09	1	0	6	10	6	7	0	3	8	10	3	14	3
TCGA-PE-A5DC-01A-12D-A27P-09	4	5	14	15	11	6	4	15	7	0	28	21	17
TCGA-PE-A5DD-01A-12D-A27P-09	15	8	7	13	4	0	6	16	0	0	0	3	8
TCGA-PE-A5DE-01A-11D-A27P-09	232	110	138	0	0	0	70	132	0	0	0	0	0
TCGA-PL-A8LV-01A-21D-A41F-09	13	8	46	1	8	11	4	5	1	17	26	7	1
TCGA-PL-A8LX-01A-11D-A41F-09	1	0	2	11	12	4	0	0	5	0	10	0	1
TCGA-PL-A8LY-01A-11D-A41F-09	0	0	0	1	1	2	0	0	0	0	0	2	2
TCGA-PL-A8LZ-01A-31D-A36J-09	9	0	6	8	7	0	8	20	11	0	18	8	37
TCGA-S3-A6ZF-01A-32D-A32I-09	4	2	0	18	0	8	0	0	5	3	2	5	1
TCGA-S3-A6ZG-01A-22D-A32I-09	2	0	0	9	5	11	8	4	6	0	6	4	0
TCGA-S3-A6ZH-01A-22D-A32I-09	2	0	0	13	2	0	5	2	3	0	5	8	2
TCGA-S3-AA0Z-01A-11D-A41F-09	10	8	0	15	4	0	0	0	10	8	0	16	8
TCGA-S3-AA10-01A-21D-A41F-09	7	12	6	7	6	7	0	9	13	2	25	37	50
TCGA-S3-AA11-01A-31D-A41F-09	1	1	1	3	6	3	4	6	9	11	1	24	22
TCGA-S3-AA12-01A-11D-A41F-09	3	2	0	7	1	16	3	3	5	0	0	11	7
TCGA-S3-AA14-01A-11D-A41F-09	3	2	1	4	0	11	0	0	1	0	4	0	0
TCGA-S3-AA15-01A-11D-A41F-09	9	9	22	1	0	0	6	1	0	2	3	0	3
TCGA-S3-AA17-01A-11D-A41F-09	8	8	9	9	10	21	10	2	14	3	22	19	20
TCGA-UL-AAZ6-01A-11D-A41F-09	12	7	9	5	15	25	2	0	17	14	13	6	14
TCGA-UU-A93S-01A-21D-A41F-09	10	10	9	19	9	0	0	12	23	24	29	17	39
TCGA-V7-A7HQ-01A-11D-A33E-09	1	4	5	3	0	0	1	0	4	0	6	6	1
TCGA-W8-A86G-01A-21D-A36J-09	1	1	0	3	0	20	1	1	6	0	0	0	0
TCGA-WT-AB41-01A-11D-A41F-09	18	0	4	5	1	18	3	2	9	0	0	0	0
TCGA-WT-AB44-01A-11D-A41F-09	0	0	1	20	3	0	1	3	8	8	1	3	7
TCGA-XX-A899-01A-11D-A36J-09	9	10	0	2	1	0	12	4	6	0	1	1	7
TCGA-XX-A89A-01A-11D-A36J-09	45	62	82	6	0	4	17	34	0	0	0	0	0
TCGA-Z7-A8R5-01A-42D-A41F-09	0	0	0	17	0	12	1	0	2	0	0	0	3
TCGA-Z7-A8R6-01A-11D-A41F-09	27	13	13	13	6	0	8	9	10	1	2	0	0
