Samples	SBS1	SBS2	SBS3	SBS5	SBS10a	SBS10b	SBS13
TCGA-XF-AAMQ-01A-11D-A42E-08	17	66	0	29	0	0	69
TCGA-XF-AAMR-01A-31D-A42E-08	10	28	0	16	0	9	24
TCGA-XF-AAMT-01A-11D-A42E-08	9	7	55	1	0	0	9
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	0	25	0	0	0
TCGA-XF-AAMX-01A-11D-A42E-08	20	32	87	63	0	21	61
TCGA-XF-AAMY-01A-11D-A42E-08	22	32	0	19	0	0	32
TCGA-XF-AAMZ-01A-11D-A42E-08	23	45	0	39	0	24	84
TCGA-XF-AAN0-01A-11D-A42E-08	11	112	0	32	0	41	152
TCGA-XF-AAN1-01A-31D-A42E-08	18	7	0	47	0	0	10
TCGA-XF-AAN2-01A-11D-A42E-08	17	161	0	56	0	0	185
TCGA-XF-AAN3-01A-11D-A42E-08	12	53	0	30	0	0	60
TCGA-XF-AAN4-01A-11D-A42E-08	4	3	0	5	0	0	16
TCGA-XF-AAN5-01A-11D-A42E-08	24	65	0	42	0	0	143
TCGA-XF-AAN7-01A-11D-A42E-08	18	14	0	94	0	0	0
TCGA-XF-AAN8-01A-11D-A42E-08	1	0	0	0	0	0	0
TCGA-YC-A89H-01A-11D-A364-08	85	926	0	431	0	0	0
TCGA-YC-A8S6-01A-31D-A38G-08	6	21	0	16	0	15	32
TCGA-YC-A9TC-01A-22D-A391-08	14	19	0	32	0	0	30
TCGA-YF-AA3L-01A-11D-A38G-08	22	32	0	182	0	0	44
TCGA-YF-AA3M-01A-11D-A42E-08	24	20	0	84	0	0	19
TCGA-ZF-A9R0-01A-11D-A38G-08	16	57	0	22	0	0	82
TCGA-ZF-A9R1-01A-11D-A391-08	17	21	0	24	0	0	23
TCGA-ZF-A9R2-01A-11D-A391-08	9	23	0	47	0	0	41
TCGA-ZF-A9R3-01A-11D-A38G-08	12	16	0	27	0	0	18
TCGA-ZF-A9R4-01A-11D-A38G-08	18	81	0	37	0	0	83
TCGA-ZF-A9R5-01A-12D-A42E-08	20	0	0	63	0	0	0
TCGA-ZF-A9R7-01A-11D-A38G-08	44	238	0	39	0	0	300
TCGA-ZF-A9R9-01A-11D-A38G-08	22	45	0	43	0	16	50
TCGA-ZF-A9RC-01A-11D-A38G-08	35	427	0	292	0	0	87
TCGA-ZF-A9RD-01A-11D-A42E-08	11	41	0	38	0	18	45
TCGA-ZF-A9RE-01A-11D-A38G-08	22	0	0	35	0	0	0
TCGA-ZF-A9RF-01A-11D-A38G-08	19	48	87	18	0	0	49
TCGA-ZF-A9RG-01A-21D-A42E-08	3	98	0	34	0	24	51
TCGA-ZF-A9RL-01A-11D-A38G-08	25	43	0	124	0	0	94
TCGA-ZF-A9RM-01A-11D-A38G-08	9	0	0	65	0	0	0
TCGA-ZF-A9RN-01A-11D-A42E-08	18	21	74	0	0	17	43
TCGA-ZF-AA4N-01A-11D-A38G-08	12	38	0	55	0	0	36
TCGA-ZF-AA4R-01A-11D-A38G-08	7	10	27	0	0	0	7
TCGA-ZF-AA4T-01A-11D-A38G-08	15	7	35	31	0	0	0
TCGA-ZF-AA4U-01A-11D-A38G-08	16	0	0	45	0	0	0
TCGA-ZF-AA4V-01A-11D-A38G-08	21	201	0	278	0	0	114
TCGA-ZF-AA4W-01A-12D-A38G-08	90	45	0	194	0	0	104
TCGA-ZF-AA4X-01A-11D-A38G-08	17	256	0	20	0	58	218
TCGA-ZF-AA51-01A-21D-A391-08	29	177	0	79	0	0	284
TCGA-ZF-AA52-01A-12D-A391-08	10	30	0	28	0	22	22
TCGA-ZF-AA53-01A-11D-A391-08	11	49	0	12	0	0	82
TCGA-ZF-AA54-01A-11D-A391-08	6	39	0	52	0	0	59
TCGA-ZF-AA56-01A-31D-A391-08	16	16	0	18	0	0	34
TCGA-ZF-AA58-01A-12D-A42E-08	8	36	54	41	0	0	56
TCGA-ZF-AA5H-01A-11D-A391-08	12	16	0	20	0	0	12
TCGA-ZF-AA5N-01A-11D-A42E-08	6	0	0	42	0	0	0
TCGA-ZF-AA5P-01A-11D-A391-08	8	5	0	15	0	0	14
