Samples	SBS1	SBS2	SBS4	SBS5	SBS10a	SBS10b	SBS13	SBS26	SBS84
TCGA-BT-A20R-01A-12D-A16O-08	25	72	0	0	0	37	106	0	0
TCGA-BT-A20T-01A-11D-A14W-08	17	103	0	50	0	0	85	0	0
TCGA-BT-A20U-01A-11D-A14W-08	7	28	0	6	0	12	36	0	0
TCGA-BT-A20V-01A-11D-A14W-08	21	11	0	34	0	17	17	0	0
TCGA-BT-A20W-01A-21D-A14W-08	12	5	0	26	0	10	18	0	0
TCGA-BT-A20X-01A-11D-A16O-08	6	5	0	49	0	0	9	0	0
TCGA-BT-A2LA-01A-11D-A18F-08	60	33	0	49	0	0	24	0	0
TCGA-BT-A2LB-01A-11D-A18F-08	28	190	0	319	0	0	34	0	0
TCGA-BT-A2LD-01A-12D-A20D-08	31	13	0	53	0	0	5	0	0
TCGA-BT-A3PH-01A-11D-A21Z-08	30	139	0	25	0	0	231	0	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	23	172	0	140	0	43	113	0	0
TCGA-BT-A3PK-01A-21D-A21Z-08	11	44	0	227	0	0	66	0	0
TCGA-BT-A42B-01A-32D-A23M-08	20	9	0	33	0	0	0	0	0
TCGA-BT-A42C-01A-11D-A23M-08	24	70	0	181	0	0	77	0	0
TCGA-BT-A42E-01A-11D-A23U-08	17	38	0	41	0	0	62	0	0
TCGA-BT-A42F-01A-11D-A23U-08	4	58	0	26	0	0	70	0	0
TCGA-C4-A0EZ-01A-21D-A10S-08	31	36	0	107	0	0	27	0	0
TCGA-C4-A0F0-01A-12D-A10S-08	16	8	0	65	0	0	7	0	0
TCGA-C4-A0F1-01A-11D-A10S-08	23	43	0	33	0	21	44	0	0
TCGA-C4-A0F6-01A-11D-A10S-08	23	40	0	40	0	19	74	0	0
TCGA-C4-A0F7-01A-11D-A10S-08	27	0	0	41	0	0	0	0	0
TCGA-CF-A1HR-01A-11D-A13W-08	14	80	0	48	0	23	94	0	0
TCGA-CF-A1HS-01A-11D-A13W-08	13	24	0	63	0	0	131	0	0
TCGA-CF-A27C-01A-11D-A16O-08	11	47	0	27	0	0	68	0	0
TCGA-CF-A3MF-01A-12D-A21A-08	9	3	0	9	0	0	0	0	0
TCGA-CF-A3MG-01A-11D-A20D-08	16	33	0	36	0	0	54	0	0
TCGA-CF-A3MH-01A-11D-A20D-08	13	4	0	16	0	0	7	0	0
TCGA-CF-A3MI-01A-11D-A20D-08	18	14	0	20	0	0	17	0	0
TCGA-CF-A47S-01A-11D-A23U-08	8	4	0	9	0	0	0	0	0
TCGA-CF-A47T-01A-11D-A23U-08	6	4	0	8	0	6	0	0	0
TCGA-CF-A47V-01A-11D-A23U-08	6	14	0	54	0	0	24	0	0
TCGA-CF-A47W-01A-11D-A23U-08	6	0	0	24	0	0	0	0	0
TCGA-CF-A47X-01A-31D-A23U-08	24	100	0	70	0	0	116	0	0
TCGA-CF-A47Y-01A-11D-A23U-08	6	6	0	33	0	0	20	0	0
TCGA-CF-A5U8-01A-11D-A289-08	7	0	0	57	0	0	0	0	0
TCGA-CF-A5UA-01A-11D-A289-08	26	5	0	35	0	0	14	0	0
TCGA-CF-A7I0-01A-22D-A34U-08	4	15	0	21	0	0	9	0	0
TCGA-CF-A8HX-01A-11D-A364-08	9	23	0	13	0	0	15	0	0
TCGA-CF-A8HY-01A-11D-A364-08	11	4	29	18	0	0	14	0	0
TCGA-CF-A9FF-01A-11D-A38G-08	11	57	0	24	0	0	46	0	0
TCGA-CF-A9FH-01A-11D-A38G-08	12	0	0	20	0	6	0	0	0
TCGA-CF-A9FL-01A-11D-A38G-08	12	0	0	37	0	0	0	0	0
TCGA-CF-A9FM-01A-11D-A38G-08	2	0	0	21	0	0	0	0	0
TCGA-CU-A0YN-01A-21D-A10S-08	20	0	0	148	0	0	0	0	0
TCGA-CU-A0YO-01A-11D-A10S-08	13	18	0	30	0	10	17	0	0
TCGA-CU-A0YR-01A-12D-A10S-08	8	0	0	123	0	0	0	0	0
TCGA-CU-A3KJ-01A-11D-A21A-08	21	44	0	67	0	0	89	0	0
TCGA-CU-A3QU-01A-11D-A22Z-08	11	20	0	27	0	13	21	0	0
TCGA-CU-A3YL-01A-11D-A22Z-08	25	76	0	24	0	0	92	0	0
TCGA-CU-A5W6-01A-11D-A289-08	14	65	0	58	0	0	54	0	0
TCGA-CU-A72E-01A-12D-A339-08	8	19	0	35	0	0	25	0	0
TCGA-DK-A1A3-01A-11D-A13W-08	23	243	0	173	0	0	134	0	0
TCGA-DK-A1A5-01A-11D-A13W-08	13	88	0	18	0	27	99	0	0
TCGA-DK-A1A6-01A-11D-A13W-08	4	42	0	80	0	0	93	0	0
TCGA-DK-A1A7-01A-11D-A13W-08	20	17	0	160	0	0	9	0	0
TCGA-DK-A1AA-01A-11D-A13W-08	5	10	0	59	0	0	7	0	0
TCGA-DK-A1AB-01A-11D-A13W-08	11	92	0	8	0	0	84	0	0
TCGA-DK-A1AC-01A-11D-A13W-08	44	735	0	154	0	117	279	0	0
TCGA-DK-A1AD-01A-11D-A13W-08	16	49	0	116	0	0	49	0	0
TCGA-DK-A1AE-01A-11D-A13W-08	10	32	0	31	0	0	32	0	0
TCGA-DK-A1AF-01A-11D-A13W-08	1	31	0	17	0	0	36	0	0
TCGA-DK-A1AG-01A-11D-A13W-08	17	48	0	22	0	0	42	0	0
TCGA-DK-A2HX-01A-12D-A18F-08	13	33	0	47	0	0	18	0	0
TCGA-DK-A2I1-01A-11D-A17V-08	10	53	0	12	0	24	83	0	0
TCGA-DK-A2I2-01A-11D-A17V-08	5	19	0	50	0	0	14	0	0
TCGA-DK-A2I4-01A-11D-A21A-08	31	403	0	0	0	94	284	0	0
TCGA-DK-A2I6-01A-12D-A18F-08	7	68	0	177	0	0	21	0	0
TCGA-DK-A3IK-01A-32D-A21A-08	25	29	0	76	0	0	59	0	0
TCGA-DK-A3IL-01A-11D-A20D-08	15	0	49	61	0	18	0	0	28
TCGA-DK-A3IM-01A-11D-A20D-08	17	0	0	59	0	0	0	0	0
TCGA-DK-A3IN-01A-11D-A20D-08	23	128	0	63	0	0	155	0	0
TCGA-DK-A3IQ-01A-31D-A20D-08	18	69	0	48	0	0	46	0	0
TCGA-DK-A3IS-01A-21D-A21A-08	27	137	0	46	0	0	121	0	0
TCGA-DK-A3IT-01A-31D-A20D-08	12	120	0	52	0	0	202	0	0
TCGA-DK-A3IU-01A-11D-A20D-08	18	163	0	101	0	0	130	0	0
TCGA-DK-A3IV-01A-22D-A21A-08	8	19	0	22	0	10	13	0	0
TCGA-DK-A3WW-01A-22D-A23M-08	23	482	0	70	0	125	468	0	0
TCGA-DK-A3WX-01A-22D-A22Z-08	10	6	0	20	0	0	2	0	0
TCGA-DK-A3WY-01A-11D-A22Z-08	2	5	0	0	0	0	4	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	29	355	0	0	0	132	333	0	0
TCGA-DK-A3X2-01A-11D-A22Z-08	27	18	0	55	0	0	12	0	0
TCGA-DK-A6AV-01A-12D-A30E-08	18	31	0	46	0	0	23	0	0
TCGA-DK-A6AW-01A-11D-A30E-08	398	0	0	282	1214	2223	0	0	0
TCGA-DK-A6B0-01A-11D-A31L-08	2	0	0	20	0	0	0	0	0
TCGA-DK-A6B1-01A-12D-A30E-08	27	32	0	61	0	0	20	0	0
TCGA-DK-A6B2-01A-11D-A30E-08	27	39	0	104	0	0	32	0	0
TCGA-DK-A6B5-01A-11D-A31L-08	8	35	0	39	0	0	35	0	0
TCGA-DK-A6B6-01A-11D-A30E-08	31	548	0	91	0	0	236	0	0
TCGA-DK-AA6L-01A-11D-A391-08	14	124	0	68	0	0	166	0	0
TCGA-DK-AA6M-01A-11D-A391-08	18	12	0	31	0	0	5	0	0
TCGA-DK-AA6P-01A-11D-A391-08	11	52	0	59	0	0	41	0	0
TCGA-DK-AA6Q-01A-11D-A391-08	11	33	0	42	0	0	32	0	0
TCGA-DK-AA6R-01A-11D-A42E-08	20	48	141	69	0	0	47	0	0
TCGA-DK-AA6S-01A-21D-A391-08	23	199	0	55	0	0	241	0	0
TCGA-DK-AA6T-01A-11D-A391-08	14	0	0	34	0	11	13	0	0
TCGA-DK-AA6U-01A-11D-A391-08	28	91	108	104	0	0	84	0	0
TCGA-DK-AA6W-01A-12D-A391-08	37	83	0	41	0	0	93	0	0
TCGA-DK-AA6X-01A-12D-A42E-08	7	25	0	28	0	9	38	0	0
TCGA-DK-AA71-01A-31D-A391-08	29	309	0	46	0	0	284	0	0
TCGA-DK-AA74-01A-11D-A391-08	10	50	0	34	0	17	80	0	0
TCGA-DK-AA75-01A-11D-A391-08	21	191	0	97	0	64	84	0	0
TCGA-DK-AA76-01A-11D-A391-08	14	50	0	73	0	28	64	0	0
TCGA-DK-AA77-01A-11D-A391-08	30	65	119	153	0	0	31	0	0
TCGA-E5-A2PC-01A-11D-A202-08	11	30	0	157	0	0	24	0	0
TCGA-E5-A4TZ-01A-11D-A31L-08	66	118	0	89	0	0	174	0	0
TCGA-E5-A4U1-01A-11D-A31L-08	18	181	0	94	0	48	230	0	0
TCGA-E7-A3X6-01A-12D-A22Z-08	12	27	0	19	0	0	32	0	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	17	0	0	135	0	0	0	0	0
TCGA-E7-A4IJ-01A-31D-A26M-08	10	80	0	100	0	36	115	0	0
TCGA-E7-A4XJ-01A-11D-A26M-08	19	0	0	24	0	0	0	0	0
TCGA-E7-A519-01A-11D-A26M-08	4	8	0	53	0	0	4	0	0
TCGA-E7-A541-01A-11D-A26M-08	23	121	0	186	0	0	118	0	0
TCGA-E7-A5KE-01A-11D-A289-08	33	46	0	102	0	0	23	0	0
TCGA-E7-A5KF-01A-11D-A289-08	2	70	0	40	0	20	67	0	0
TCGA-E7-A677-01A-11D-A30E-08	22	18	0	166	0	0	11	0	0
TCGA-E7-A678-01A-11D-A30E-08	14	0	0	46	0	0	0	0	0
TCGA-E7-A6MD-01A-41D-A34U-08	42	164	0	66	0	0	178	0	0
TCGA-E7-A6ME-01A-22D-A32B-08	6	0	0	124	0	0	0	0	0
TCGA-E7-A6MF-01A-12D-A32B-08	3	23	0	1	0	0	18	0	0
TCGA-E7-A7DU-01A-11D-A32B-08	20	111	0	34	0	0	98	0	0
TCGA-E7-A7DV-01A-11D-A339-08	11	66	0	36	0	26	140	0	0
TCGA-E7-A7PW-01A-11D-A34U-08	7	21	0	22	0	10	19	0	0
TCGA-E7-A7XN-01A-11D-A34U-08	30	349	0	41	0	0	487	0	0
TCGA-E7-A85H-01A-11D-A34U-08	23	34	0	320	0	0	18	0	0
TCGA-E7-A8O7-01A-11D-A364-08	8	3	0	15	0	0	4	0	0
TCGA-E7-A8O8-01A-11D-A364-08	26	15	31	42	0	0	10	0	0
TCGA-E7-A97P-01A-11D-A38G-08	12	11	0	139	0	0	20	0	0
TCGA-E7-A97Q-01A-11D-A38G-08	2	7	0	25	0	7	8	0	0
TCGA-FD-A3B3-01A-12D-A202-08	18	39	0	58	0	0	35	0	0
TCGA-FD-A3B4-01A-12D-A202-08	15	0	52	0	10	0	0	0	0
TCGA-FD-A3B5-01A-11D-A20D-08	10	27	0	26	0	23	48	0	0
TCGA-FD-A3B6-01A-21D-A20D-08	23	57	0	83	0	0	99	0	0
TCGA-FD-A3B7-01A-31D-A20D-08	12	3	0	39	0	0	10	0	0
TCGA-FD-A3B8-01A-31D-A20D-08	1	7	0	3	0	0	16	0	0
TCGA-FD-A3N5-01A-11D-A21A-08	16	0	0	302	0	0	0	0	0
TCGA-FD-A3N6-01A-11D-A21A-08	30	19	0	31	0	22	13	0	0
TCGA-FD-A3NA-01A-11D-A21A-08	9	57	0	39	0	0	63	0	0
TCGA-FD-A3SJ-01A-12D-A22Z-08	15	48	0	111	0	0	65	0	0
TCGA-FD-A3SL-01A-21D-A22Z-08	22	23	0	135	0	0	39	0	0
TCGA-FD-A3SM-01A-11D-A22Z-08	19	44	0	39	0	0	65	0	0
TCGA-FD-A3SN-01A-12D-A22Z-08	20	181	0	95	0	40	63	0	0
TCGA-FD-A3SO-01A-11D-A22Z-08	12	141	0	24	0	42	137	0	0
TCGA-FD-A3SP-01A-31D-A22Z-08	24	29	0	39	0	0	18	0	0
TCGA-FD-A3SQ-01A-21D-A22Z-08	18	12	0	37	0	9	6	0	0
TCGA-FD-A3SR-01A-11D-A22Z-08	15	20	0	47	0	17	38	0	0
TCGA-FD-A3SS-01A-12D-A22Z-08	8	207	0	40	0	75	146	0	0
TCGA-FD-A43N-01A-11D-A23U-08	42	19	0	64	0	0	45	0	0
TCGA-FD-A43P-01A-31D-A23U-08	19	84	0	106	0	30	146	0	0
TCGA-FD-A43U-01A-11D-A23U-08	15	8	0	50	0	0	0	0	0
TCGA-FD-A43X-01A-11D-A23U-08	22	96	0	79	0	0	115	0	0
TCGA-FD-A43Y-01A-21D-A26M-08	1	0	0	57	0	0	0	0	0
TCGA-FD-A5BR-01A-11D-A26M-08	16	0	25	44	0	0	0	0	0
TCGA-FD-A5BS-01A-21D-A26M-08	1	11	0	4	0	8	3	0	0
TCGA-FD-A5BT-01A-11D-A26M-08	11	19	0	44	0	15	37	0	0
TCGA-FD-A5BU-01A-31D-A26M-08	19	0	0	44	0	0	0	0	0
TCGA-FD-A5BV-01A-11D-A26M-08	13	0	41	75	0	0	0	0	0
TCGA-FD-A5BX-01A-11D-A26M-08	12	117	0	40	0	0	139	0	0
TCGA-FD-A5BY-01A-31D-A289-08	10	8	0	13	4	0	10	0	0
TCGA-FD-A5BZ-01A-11D-A289-08	16	22	0	44	0	19	30	0	0
TCGA-FD-A5C0-01A-11D-A289-08	14	15	0	90	0	0	0	0	0
TCGA-FD-A5C1-01A-11D-A289-08	26	24	0	47	0	0	33	0	0
TCGA-FD-A62N-01A-11D-A30E-08	3	0	0	76	0	14	0	0	0
TCGA-FD-A62O-01A-11D-A30E-08	20	44	0	30	0	30	49	0	0
TCGA-FD-A62P-01A-32D-A30E-08	20	106	0	45	0	36	152	0	0
TCGA-FD-A62S-01A-11D-A30E-08	10	0	20	43	0	0	0	0	0
TCGA-FD-A6TA-01A-12D-A339-08	9	96	0	27	0	0	111	0	0
TCGA-FD-A6TB-01A-12D-A339-08	12	56	0	25	0	0	80	0	0
TCGA-FD-A6TC-01A-21D-A339-08	23	331	0	59	0	98	379	0	0
TCGA-FD-A6TD-01A-51D-A339-08	17	38	0	40	0	0	26	0	0
TCGA-FD-A6TE-01A-12D-A339-08	14	74	0	26	0	20	87	0	0
TCGA-FD-A6TF-01A-52D-A32B-08	12	31	0	46	0	0	47	0	0
TCGA-FD-A6TG-01A-11D-A32B-08	21	77	0	154	0	0	111	0	0
TCGA-FD-A6TH-01A-11D-A32B-08	14	47	0	52	0	17	36	0	0
TCGA-FD-A6TI-01A-11D-A32B-08	25	0	0	82	0	12	0	0	0
TCGA-FD-A6TK-01A-42D-A339-08	12	28	0	43	0	0	14	0	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	25	109	0	77	0	0	106	0	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	34	8	0	17	0	0	6	0	0
TCGA-FJ-A3ZE-01A-11D-A23M-08	24	0	179	141	0	0	0	0	94
TCGA-FJ-A3ZF-01A-11D-A23M-08	30	77	0	85	0	0	61	0	0
TCGA-FJ-A871-01A-11D-A34U-08	9	0	0	42	0	0	0	0	0
TCGA-FT-A3EE-01A-11D-A202-08	15	20	0	75	0	0	0	0	0
TCGA-FT-A61P-01A-11D-A30E-08	16	22	0	92	0	0	20	0	0
TCGA-G2-A2EC-01A-11D-A17V-08	14	33	0	40	0	17	52	0	0
TCGA-G2-A2EF-01A-12D-A18F-08	19	81	0	49	0	0	79	0	0
TCGA-G2-A2EJ-01A-11D-A17V-08	33	73	0	71	0	0	114	0	0
TCGA-G2-A2EK-01A-22D-A18F-08	15	11	0	16	0	0	16	0	0
TCGA-G2-A2EL-01A-12D-A18F-08	15	54	0	27	0	25	117	0	0
TCGA-G2-A2EO-01A-11D-A17V-08	38	370	0	39	0	0	378	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	23	108	0	222	0	0	40	0	0
TCGA-G2-A3IB-01A-11D-A20D-08	8	19	68	0	0	0	11	0	0
TCGA-G2-A3IE-01A-11D-A20D-08	19	119	0	72	0	0	125	0	0
TCGA-G2-A3VY-01A-11D-A22Z-08	15	184	0	144	0	0	371	0	0
TCGA-G2-AA3B-01A-11D-A391-08	14	204	0	109	0	0	382	0	0
TCGA-G2-AA3C-01A-21D-A391-08	26	75	0	45	0	0	85	0	0
TCGA-G2-AA3D-01A-11D-A391-08	4	46	0	42	0	0	101	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	23	29	0	41	0	0	29	0	20
TCGA-GC-A3BM-01A-11D-A22Z-08	37	25	0	44	0	0	11	0	0
TCGA-GC-A3I6-01A-11D-A20D-08	11	69	0	47	0	0	63	0	0
TCGA-GC-A3OO-01A-11D-A22Z-08	4	67	0	28	0	0	30	0	0
TCGA-GC-A3RB-01A-12D-A21Z-08	26	47	0	50	0	0	45	0	0
TCGA-GC-A3RC-01A-11D-A22Z-08	11	82	0	203	0	0	61	0	0
TCGA-GC-A3RD-01A-12D-A22Z-08	20	21	0	22	0	0	17	0	0
TCGA-GC-A3WC-01A-31D-A22Z-08	14	33	0	76	0	0	29	0	0
TCGA-GC-A3YS-01A-11D-A23M-08	19	61	0	56	0	24	82	0	0
TCGA-GC-A4ZW-01A-11D-A26M-08	33	189	0	104	0	0	329	0	0
TCGA-GC-A6I1-01A-12D-A31L-08	17	92	0	47	0	0	86	0	0
TCGA-GC-A6I3-01A-11D-A31L-08	15	45	0	92	0	22	70	0	0
TCGA-GD-A2C5-01A-12D-A17V-08	15	52	0	52	0	38	86	0	0
TCGA-GD-A3OP-01A-21D-A21Z-08	23	131	0	103	0	0	93	0	0
TCGA-GD-A3OQ-01A-32D-A21Z-08	22	22	0	15	0	0	30	0	0
TCGA-GD-A3OS-01A-12D-A21Z-08	17	14	0	54	0	0	11	0	0
TCGA-GD-A6C6-01A-21D-A31L-08	18	75	0	57	0	22	97	0	0
TCGA-GD-A76B-01A-11D-A32B-08	12	48	0	48	0	14	50	0	0
TCGA-GU-A42P-01A-11D-A23U-08	17	87	0	55	0	32	79	0	0
TCGA-GU-A42Q-01A-11D-A23U-08	17	43	0	59	0	0	63	0	0
TCGA-GU-A42R-01A-11D-A23M-08	12	47	0	57	0	0	50	0	0
TCGA-GU-A762-01A-11D-A339-08	18	10	0	39	0	0	23	0	0
TCGA-GU-A763-01A-11D-A32B-08	9	6	0	40	0	0	16	0	0
TCGA-GU-A764-01A-11D-A34U-08	6	24	0	50	0	0	29	0	0
TCGA-GU-A766-01A-11D-A32B-08	8	70	0	19	0	28	72	0	0
TCGA-GU-A767-01A-11D-A32B-08	20	49	89	135	0	0	88	0	0
TCGA-GU-AATO-01A-11D-A391-08	20	121	0	40	0	0	125	0	0
TCGA-GU-AATP-01A-11D-A391-08	15	101	0	62	0	31	90	0	0
TCGA-GU-AATQ-01A-11D-A391-08	10	34	0	65	0	0	55	0	0
TCGA-GV-A3JV-01A-11D-A21Z-08	54	18	0	36	0	0	8	0	0
TCGA-GV-A3JW-01A-11D-A20D-08	14	19	0	21	0	0	22	0	0
TCGA-GV-A3JX-01A-11D-A20D-08	15	71	0	59	0	0	115	0	0
TCGA-GV-A3JZ-01A-11D-A21A-08	22	125	0	45	0	64	165	0	0
TCGA-GV-A3QF-01A-31D-A22Z-08	19	0	0	104	0	0	0	0	0
TCGA-GV-A3QG-01A-11D-A21Z-08	16	14	0	53	0	0	11	0	0
TCGA-GV-A3QH-01A-11D-A21Z-08	28	36	0	29	0	0	55	0	0
TCGA-GV-A3QI-01A-11D-A21Z-08	23	40	111	233	0	0	59	0	0
TCGA-GV-A3QK-01B-11D-A23M-08	21	28	0	56	0	17	24	0	0
TCGA-GV-A40E-01A-12D-A23M-08	14	21	0	57	0	0	68	0	0
TCGA-GV-A40G-01A-11D-A23M-08	28	31	0	80	0	0	11	0	0
TCGA-GV-A6ZA-01A-12D-A339-08	29	94	0	51	0	0	115	0	0
TCGA-H4-A2HO-01A-11D-A17V-08	18	13	0	36	0	0	10	0	0
TCGA-H4-A2HQ-01A-11D-A17V-08	21	123	0	132	0	0	149	0	0
TCGA-HQ-A2OE-01A-11D-A202-08	16	31	0	67	0	0	28	0	0
TCGA-HQ-A2OF-01A-11D-A26M-08	62	11	0	29	0	0	6	0	0
TCGA-HQ-A5ND-01A-11D-A26M-08	17	10	0	57	0	0	8	0	0
TCGA-HQ-A5NE-01A-12D-A289-08	12	130	0	50	0	30	126	0	0
TCGA-K4-A3WS-01A-11D-A22Z-08	6	65	0	123	0	0	84	0	0
TCGA-K4-A3WU-01B-11D-A23M-08	27	39	0	44	0	0	65	0	0
TCGA-K4-A3WV-01A-11D-A22Z-08	23	0	0	37	0	0	0	0	0
TCGA-K4-A4AB-01B-12D-A289-08	15	13	0	56	0	0	8	0	0
TCGA-K4-A4AC-01A-21D-A26M-08	22	28	0	56	0	0	32	0	0
TCGA-K4-A54R-01A-11D-A26M-08	35	370	0	90	0	0	412	0	0
TCGA-K4-A5RH-01A-11D-A30E-08	13	60	0	54	0	21	26	0	0
TCGA-K4-A5RI-01A-11D-A289-08	18	18	0	81	0	0	19	0	0
TCGA-K4-A5RJ-01A-11D-A289-08	14	132	0	80	0	0	144	0	0
TCGA-K4-A6FZ-01A-11D-A31L-08	13	102	0	203	0	0	87	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	29	111	0	92	0	0	106	0	0
TCGA-K4-A83P-01A-11D-A34U-08	16	65	0	93	0	0	65	0	0
TCGA-K4-AAQO-01A-11D-A38G-08	21	48	0	96	0	0	67	0	0
TCGA-KQ-A41N-01A-11D-A339-08	11	21	0	153	0	0	18	0	0
TCGA-KQ-A41O-01A-12D-A34U-08	29	60	0	42	0	0	116	0	0
TCGA-KQ-A41P-01A-12D-A339-08	18	100	0	36	0	32	116	0	0
TCGA-KQ-A41Q-01A-11D-A339-08	26	31	0	40	0	17	35	0	0
TCGA-KQ-A41R-01A-21D-A34U-08	56	274	0	332	0	0	70	0	0
TCGA-KQ-A41S-01A-12D-A339-08	17	78	0	34	0	0	87	0	0
TCGA-LC-A66R-01A-41D-A30E-08	14	27	0	35	0	14	38	0	0
TCGA-LT-A5Z6-01A-11D-A289-08	20	223	0	62	0	0	199	0	0
TCGA-LT-A8JT-01A-11D-A364-08	16	13	0	20	0	0	11	0	14
TCGA-MV-A51V-01A-11D-A26M-08	37	413	0	142	0	0	993	0	0
TCGA-PQ-A6FI-01A-11D-A31L-08	15	30	0	63	0	0	44	0	0
TCGA-PQ-A6FN-01A-11D-A31L-08	10	15	0	43	0	0	14	0	0
TCGA-R3-A69X-01A-22D-A30E-08	21	46	0	35	0	0	104	0	0
TCGA-S5-A6DX-01A-11D-A31L-08	24	200	0	47	0	76	263	0	0
TCGA-S5-AA26-01A-11D-A38G-08	24	66	0	17	0	0	104	0	0
TCGA-SY-A9G0-01A-12D-A38G-08	10	9	0	19	0	0	14	0	0
TCGA-SY-A9G5-01A-11D-A38G-08	45	381	0	59	0	0	473	0	0
TCGA-UY-A78K-01A-11D-A339-08	16	118	0	546	0	0	147	0	0
TCGA-UY-A78L-01A-12D-A339-08	9	76	0	51	0	0	78	0	0
TCGA-UY-A78M-01A-21D-A34U-08	26	30	0	32	0	0	35	0	0
TCGA-UY-A78N-01A-12D-A339-08	24	0	0	190	0	0	0	0	0
TCGA-UY-A78O-01A-12D-A339-08	42	31	0	45	0	0	61	0	0
TCGA-UY-A78P-01A-12D-A364-08	20	89	0	19	0	0	150	0	0
TCGA-UY-A8OB-01A-12D-A42E-08	4	20	0	253	0	0	49	0	0
TCGA-UY-A8OC-01A-11D-A364-08	12	28	0	21	0	12	20	0	0
TCGA-UY-A8OD-01A-11D-A364-08	19	18	0	45	0	0	15	0	0
TCGA-UY-A9PA-01A-11D-A38G-08	16	23	0	109	0	0	17	0	0
TCGA-UY-A9PB-01A-11D-A38G-08	41	153	0	253	0	0	158	0	0
TCGA-UY-A9PD-01A-11D-A38G-08	33	50	0	187	0	0	27	0	0
TCGA-UY-A9PE-01A-11D-A38G-08	21	47	0	48	0	23	57	0	0
TCGA-UY-A9PF-01A-11D-A38G-08	20	250	0	133	0	0	25	0	0
TCGA-UY-A9PH-01A-11D-A38G-08	22	132	0	20	0	45	131	0	0
TCGA-XF-A8HB-01A-11D-A364-08	27	5	0	31	0	0	12	0	0
