Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-E9-A227-01A-11D-A159-09	0	2	0	0	0	0	0	6	0	0	8	0	0
TCGA-E9-A228-01A-31D-A159-09	7	5	0	20	0	0	0	11	0	0	0	0	7
TCGA-E9-A229-01A-31D-A17G-09	0	5	0	16	0	0	3	6	0	0	0	0	0
TCGA-E9-A22A-01A-11D-A159-09	6	4	0	0	0	15	0	0	0	0	10	0	0
TCGA-E9-A22B-01A-11D-A159-09	6	5	0	14	0	14	4	10	0	0	0	19	0
TCGA-E9-A22D-01A-11D-A159-09	0	0	0	9	0	14	8	0	0	0	0	0	0
TCGA-E9-A22E-01A-11D-A159-09	12	20	22	0	0	31	0	0	0	24	39	0	0
TCGA-E9-A22G-01A-11D-A159-09	0	8	0	0	35	0	0	0	0	16	39	0	17
TCGA-E9-A22H-01A-11D-A159-09	0	0	0	10	0	0	2	4	0	0	9	0	0
TCGA-E9-A243-01A-21D-A167-09	4	8	9	0	13	16	0	7	0	11	15	0	0
TCGA-E9-A244-01A-11D-A167-09	0	0	0	14	0	29	0	0	15	17	31	0	14
TCGA-E9-A245-01A-22D-A16D-09	0	0	0	0	0	0	0	9	0	0	0	25	0
TCGA-E9-A247-01A-11D-A167-09	0	0	12	19	11	0	3	0	0	0	12	0	0
TCGA-E9-A248-01A-11D-A167-09	5	0	0	19	0	0	0	0	0	0	0	0	0
TCGA-E9-A249-01A-11D-A167-09	0	0	0	12	0	0	2	0	0	0	0	0	11
TCGA-E9-A24A-01A-11D-A167-09	0	0	0	4	0	0	2	0	0	5	0	11	0
TCGA-E9-A295-01A-11D-A16D-09	0	0	0	16	0	36	6	0	0	23	0	0	17
TCGA-E9-A2JS-01A-11D-A17W-09	0	0	0	44	0	0	14	0	0	0	0	0	26
TCGA-E9-A2JT-01A-22D-A18P-09	10	4	5	0	0	0	2	0	0	0	0	0	0
TCGA-E9-A3HO-01A-11D-A20S-09	3	7	0	0	0	17	0	0	15	0	18	0	10
TCGA-E9-A3QA-01A-61D-A228-09	14	15	17	0	0	0	0	0	11	0	0	0	19
TCGA-E9-A3X8-01A-31D-A22X-09	0	9	0	10	0	0	0	11	0	0	0	0	9
TCGA-E9-A54Y-01A-11D-A25Q-09	8	0	0	16	0	0	4	12	0	0	0	0	13
TCGA-E9-A5FK-01A-11D-A27P-09	0	0	0	9	0	0	3	0	8	0	0	12	0
TCGA-E9-A5FL-01A-11D-A27P-09	7	14	15	10	0	0	8	0	18	0	0	43	21
TCGA-E9-A5UO-01A-11D-A28B-09	0	0	0	9	0	10	0	0	9	0	0	0	7
TCGA-E9-A6HE-01A-11D-A31U-09	0	0	0	12	0	0	2	3	5	0	0	0	0
TCGA-EW-A1IW-01A-11D-A13L-09	48	28	0	22	0	0	0	0	19	0	0	0	0
TCGA-EW-A1IX-01A-12D-A142-09	13	18	0	0	0	0	0	9	0	0	0	0	9
TCGA-EW-A1IY-01A-11D-A188-09	6	0	7	3	0	0	10	13	0	0	0	0	0
TCGA-EW-A1IZ-01A-11D-A188-09	0	0	0	109	136	89	30	0	69	0	0	0	0
TCGA-EW-A1J1-01A-11D-A188-09	0	0	0	6	0	0	4	0	0	0	6	0	7
TCGA-EW-A1J2-01A-21D-A13L-09	0	0	0	16	0	0	8	14	0	0	0	0	0
TCGA-EW-A1J3-01A-11D-A13L-09	0	0	0	6	0	0	0	11	0	0	0	11	0
TCGA-EW-A1J5-01A-11D-A13L-09	201	145	83	0	0	0	23	73	0	0	0	0	0
TCGA-EW-A1J6-01A-11D-A188-09	4	0	0	0	0	27	0	0	6	0	0	0	8
TCGA-EW-A1OV-01A-11D-A142-09	76	42	0	0	0	0	0	24	0	0	0	0	0
TCGA-EW-A1OX-01A-11D-A142-09	0	8	0	6	0	0	0	0	0	0	0	22	0
TCGA-EW-A1OY-01A-11D-A142-09	5	0	0	18	0	37	6	10	0	0	0	0	0
TCGA-EW-A1OZ-01A-11D-A142-09	8	6	0	32	0	0	0	9	0	0	0	0	17
TCGA-EW-A1P0-01A-11D-A142-09	0	0	5	0	0	13	0	0	7	0	0	0	0
TCGA-EW-A1P1-01A-31D-A14G-09	0	0	0	0	0	0	0	0	0	13	0	15	0
TCGA-EW-A1P3-01A-11D-A142-09	0	0	0	0	0	21	0	10	0	0	0	0	0
TCGA-EW-A1P4-01A-21D-A142-09	0	8	12	0	0	25	5	0	0	0	0	29	0
TCGA-EW-A1P5-01A-11D-A142-09	0	0	0	18	0	0	0	0	0	7	0	0	0
TCGA-EW-A1P6-01A-11D-A142-09	0	0	0	0	0	22	2	5	0	0	0	0	0
TCGA-EW-A1P7-01A-21D-A142-09	0	0	0	0	0	0	0	0	4	0	0	18	0
TCGA-EW-A1P8-01A-11D-A142-09	0	4	8	7	0	0	3	8	0	0	20	0	0
TCGA-EW-A1PA-01A-11D-A142-09	2	2	0	5	0	0	7	11	0	0	13	0	7
TCGA-EW-A1PB-01A-11D-A142-09	22	54	25	0	0	0	0	29	0	0	40	0	0
TCGA-EW-A1PD-01A-11D-A142-09	6	17	0	0	0	0	0	19	0	0	34	0	16
TCGA-EW-A1PE-01A-11D-A142-09	12	0	0	13	0	0	0	0	0	0	0	0	13
TCGA-EW-A1PG-01A-11D-A142-09	0	0	0	2	0	0	4	0	0	0	0	9	0
TCGA-EW-A1PH-01A-11D-A14K-09	0	0	12	16	0	0	7	6	0	0	0	17	0
TCGA-EW-A2FR-01A-11D-A21Q-09	5	10	0	11	0	13	0	14	0	0	0	0	0
TCGA-EW-A2FS-01A-11D-A17D-09	0	4	0	7	0	15	0	10	0	0	0	0	8
TCGA-EW-A2FV-01A-11D-A17D-09	0	0	0	4	0	11	5	0	7	0	0	0	9
TCGA-EW-A2FW-01A-11D-A17D-09	4	0	0	20	0	0	0	0	0	0	0	0	0
TCGA-EW-A423-01A-11D-A243-09	6	13	0	27	0	0	0	15	14	0	0	0	0
TCGA-EW-A6S9-01A-22D-A33E-09	0	0	0	7	0	12	3	4	0	0	0	0	0
TCGA-EW-A6SA-01A-21D-A32I-09	9	9	0	20	0	23	9	0	25	0	0	0	19
TCGA-EW-A6SB-01A-12D-A32I-09	0	5	0	23	0	0	6	10	0	0	0	35	0
TCGA-EW-A6SC-01A-12D-A32I-09	6	0	0	4	7	10	0	0	6	0	0	0	0
TCGA-EW-A6SD-01A-12D-A33E-09	18	14	8	11	10	0	0	0	0	9	0	0	0
TCGA-GI-A2C8-01A-11D-A16D-09	5	14	0	20	0	0	0	0	17	17	41	0	25
TCGA-GM-A2D9-01A-11D-A18P-09	231	148	96	0	0	0	0	129	0	0	0	0	0
TCGA-GM-A2DA-01A-11D-A18P-09	3	4	0	0	0	29	5	0	0	0	0	0	0
TCGA-GM-A2DB-01A-31D-A19Y-09	0	7	0	0	0	56	5	9	0	21	0	29	0
TCGA-GM-A2DC-01A-11D-A18P-09	0	0	0	8	0	18	0	0	0	0	0	0	0
TCGA-GM-A2DD-01A-11D-A17W-09	0	4	0	11	0	0	0	0	10	11	0	33	0
TCGA-GM-A2DF-01A-11D-A17W-09	3	5	0	6	0	20	3	0	11	0	0	0	0
TCGA-GM-A2DH-01A-11D-A17W-09	36	65	49	0	0	35	11	0	25	0	0	0	0
TCGA-GM-A2DI-01A-31D-A18P-09	26	17	11	0	0	0	9	11	0	0	0	0	0
TCGA-GM-A2DK-01A-21D-A17W-09	4	0	0	0	0	24	3	0	0	0	0	0	0
TCGA-GM-A2DL-01A-11D-A18P-09	5	3	0	7	0	0	2	9	0	17	0	0	7
TCGA-GM-A2DM-01A-11D-A17W-09	2	0	0	0	9	8	4	0	0	0	0	0	0
TCGA-GM-A2DN-01A-11D-A17W-09	1	0	0	6	0	0	0	6	0	0	0	0	8
TCGA-GM-A2DO-01A-11D-A19Y-09	69	66	29	0	0	0	17	42	0	0	0	0	0
TCGA-GM-A3NW-01A-21D-A228-09	22	14	21	15	0	0	5	18	0	0	0	0	0
TCGA-GM-A3XL-01A-11D-A22X-09	8	29	20	9	0	0	0	9	0	0	37	35	0
TCGA-GM-A4E0-01A-12D-A25Q-09	0	0	0	8	0	11	5	0	0	0	0	0	14
TCGA-GM-A5PV-01A-11D-A28B-09	9	0	0	0	0	15	4	0	0	0	12	0	0
TCGA-GM-A5PX-01A-12D-A28B-09	8	5	0	14	0	0	0	0	12	0	0	0	0
TCGA-HN-A2NL-01A-11D-A18P-09	0	8	0	0	16	48	0	0	0	0	0	0	20
TCGA-HN-A2OB-01A-21D-A27P-09	1	0	5	0	0	14	0	0	0	0	0	0	0
TCGA-JL-A3YX-01A-11D-A22X-09	15	4	8	11	0	0	0	0	0	8	0	0	0
TCGA-LD-A66U-01A-11D-A31U-09	0	0	0	14	0	0	0	0	13	10	0	0	0
TCGA-LD-A74U-01A-13D-A33E-09	129	55	95	0	0	0	18	51	0	0	0	0	0
TCGA-LD-A7W5-01A-22D-A351-09	8	0	14	12	0	18	5	0	0	0	0	0	0
TCGA-LD-A7W6-01A-81D-A351-09	3	0	0	0	0	32	0	12	0	0	0	0	0
TCGA-LD-A9QF-01A-32D-A41F-09	0	0	0	12	0	17	4	0	0	0	0	0	0
TCGA-LL-A440-01A-11D-A243-09	1	0	0	0	0	11	0	0	0	0	0	0	0
TCGA-LL-A50Y-01A-11D-A25Q-09	0	0	0	9	12	17	0	8	0	0	0	0	0
TCGA-LL-A5YL-01A-12D-A29N-09	21	9	0	20	0	0	16	25	0	0	0	0	0
TCGA-LL-A5YM-01A-11D-A28B-09	0	4	0	12	0	0	0	9	8	0	0	0	0
TCGA-LL-A5YN-01A-11D-A28B-09	0	0	0	9	0	0	0	8	9	0	0	0	11
TCGA-LL-A5YO-01A-21D-A28B-09	3	6	19	0	0	0	0	0	0	9	19	0	0
TCGA-LL-A5YP-01A-21D-A28B-09	7	0	14	0	0	0	0	0	16	17	25	0	19
TCGA-LL-A6FP-01A-11D-A31U-09	11	0	0	12	0	0	12	14	14	0	0	0	14
TCGA-LL-A6FQ-01A-11D-A31U-09	0	0	0	30	0	0	5	11	14	0	0	0	0
TCGA-LL-A6FR-01A-12D-A31U-09	0	3	0	0	9	27	5	0	0	0	0	0	0
TCGA-LL-A73Y-01A-11D-A33E-09	32	57	81	0	0	0	14	0	0	0	0	0	0
TCGA-LL-A73Z-01A-11D-A32I-09	0	0	0	12	0	0	0	0	15	0	0	31	0
TCGA-LL-A740-01A-21D-A32I-09	6	0	0	20	0	0	0	10	15	16	0	0	0
TCGA-LL-A7SZ-01A-32D-A351-09	6	0	0	12	15	19	7	0	0	0	0	0	0
TCGA-LL-A7T0-01A-31D-A351-09	5	6	0	25	12	0	8	0	0	0	0	0	14
TCGA-LL-A8F5-01A-11D-A36J-09	0	10	0	0	27	46	6	19	24	0	52	0	20
TCGA-LL-A9Q3-01A-11D-A41F-09	9	0	0	23	0	0	6	0	0	0	0	29	0
TCGA-OK-A5Q2-01A-11D-A27P-09	4	0	0	0	0	26	10	0	0	0	0	0	0
TCGA-OL-A5D6-01A-21D-A27P-09	5	0	0	0	0	37	5	7	0	0	0	0	0
TCGA-OL-A5D7-01A-11D-A27P-09	5	6	9	12	0	0	0	0	12	0	27	0	0
TCGA-OL-A5D8-01A-11D-A27P-09	3	0	0	12	0	0	0	0	0	0	0	19	0
TCGA-OL-A5DA-01A-11D-A27P-09	23	22	20	10	0	0	12	15	0	0	0	0	0
TCGA-OL-A5RU-01A-11D-A28B-09	0	0	0	25	0	0	0	16	0	0	0	0	0
TCGA-OL-A5RV-01A-12D-A28B-09	0	0	0	0	0	20	0	0	0	0	0	0	0
TCGA-OL-A5RW-01A-11D-A28B-09	35	58	81	0	0	0	0	27	0	0	50	0	0
TCGA-OL-A5RX-01A-11D-A28B-09	0	0	0	19	14	0	0	0	0	0	0	0	0
TCGA-OL-A5RY-01A-21D-A28B-09	1	2	0	6	0	0	0	0	0	6	0	0	0
TCGA-OL-A5RZ-01A-11D-A28B-09	11	8	0	36	0	0	13	11	0	0	23	0	31
TCGA-OL-A5S0-01A-11D-A28B-09	5	0	0	21	0	0	4	0	15	0	0	0	0
TCGA-OL-A66H-01A-11D-A29N-09	0	0	0	7	0	0	0	5	0	0	8	0	5
TCGA-OL-A66I-01A-21D-A29N-09	0	3	0	7	0	13	0	11	0	0	14	0	0
TCGA-OL-A66J-01A-11D-A29N-09	7	0	8	12	0	28	0	11	0	0	0	0	0
TCGA-OL-A66K-01A-11D-A29N-09	0	0	11	26	0	0	0	8	0	0	0	0	0
TCGA-OL-A66L-01A-12D-A31U-09	40	22	0	11	0	0	6	11	0	0	0	0	0
TCGA-OL-A66N-01A-12D-A31U-09	3	0	0	14	0	26	4	5	0	0	0	0	0
TCGA-OL-A66O-01A-11D-A31U-09	0	0	0	5	0	18	0	0	0	0	0	0	5
TCGA-OL-A66P-01A-11D-A31U-09	0	0	0	11	14	0	7	10	0	0	0	50	14
TCGA-OL-A6VO-01A-12D-A33E-09	0	0	6	13	0	0	0	0	0	0	0	12	0
TCGA-OL-A6VQ-01A-12D-A41F-09	25	0	20	10	0	0	0	0	0	0	0	0	37
TCGA-OL-A6VR-01A-32D-A33E-09	1	0	0	6	0	0	0	0	0	4	0	0	0
TCGA-OL-A97C-01A-32D-A41F-09	0	0	0	14	0	0	0	0	12	14	0	29	0
TCGA-PE-A5DC-01A-12D-A27P-09	5	0	23	19	0	0	0	17	0	0	29	32	19
TCGA-PE-A5DD-01A-12D-A27P-09	20	12	0	17	0	0	7	21	0	0	0	0	0
TCGA-PE-A5DE-01A-11D-A27P-09	232	110	138	0	0	0	70	132	0	0	0	0	0
TCGA-PL-A8LV-01A-21D-A41F-09	16	8	55	0	0	0	0	0	0	29	38	0	0
TCGA-PL-A8LX-01A-11D-A41F-09	0	0	0	13	13	0	0	0	6	0	12	0	0
TCGA-PL-A8LY-01A-11D-A41F-09	0	0	0	0	0	8	0	0	0	0	0	0	0
TCGA-PL-A8LZ-01A-31D-A36J-09	10	0	0	10	0	0	8	21	15	0	25	0	41
TCGA-S3-A6ZF-01A-32D-A32I-09	6	0	0	23	0	17	0	0	0	0	0	0	0
TCGA-S3-A6ZG-01A-22D-A32I-09	0	0	0	11	0	21	10	0	11	0	0	0	0
TCGA-S3-A6ZH-01A-22D-A32I-09	0	0	0	16	0	0	6	0	0	0	0	19	0
TCGA-S3-AA0Z-01A-11D-A41F-09	12	9	0	18	0	0	0	0	12	0	0	27	0
TCGA-S3-AA10-01A-21D-A41F-09	9	14	0	11	0	0	0	0	20	0	0	65	59
TCGA-S3-AA11-01A-31D-A41F-09	0	0	0	0	0	0	5	0	13	15	0	32	24
TCGA-S3-AA12-01A-11D-A41F-09	4	0	0	7	0	24	3	0	7	0	0	0	10
TCGA-S3-AA14-01A-11D-A41F-09	3	2	0	5	0	14	0	0	0	0	0	0	0
TCGA-S3-AA15-01A-11D-A41F-09	10	10	27	0	0	0	7	0	0	0	0	0	0
TCGA-S3-AA17-01A-11D-A41F-09	9	10	0	10	0	30	11	0	21	0	34	0	26
TCGA-UL-AAZ6-01A-11D-A41F-09	13	9	0	0	19	40	0	0	20	18	0	0	16
TCGA-UU-A93S-01A-21D-A41F-09	13	12	0	22	0	0	0	0	33	32	41	0	45
TCGA-V7-A7HQ-01A-11D-A33E-09	0	4	8	4	0	0	0	0	0	0	12	0	0
TCGA-W8-A86G-01A-21D-A36J-09	0	0	0	0	0	26	0	0	6	0	0	0	0
TCGA-WT-AB41-01A-11D-A41F-09	19	0	0	5	0	21	3	0	11	0	0	0	0
TCGA-WT-AB44-01A-11D-A41F-09	0	0	0	23	0	0	0	0	10	12	0	0	8
TCGA-XX-A899-01A-11D-A36J-09	10	10	0	0	0	0	13	0	9	0	0	0	8
TCGA-XX-A89A-01A-11D-A36J-09	45	63	86	0	0	0	18	35	0	0	0	0	0
TCGA-Z7-A8R5-01A-42D-A41F-09	0	0	0	18	0	16	0	0	0	0	0	0	0
TCGA-Z7-A8R6-01A-11D-A41F-09	28	13	14	14	0	0	9	9	11	0	0	0	0
