Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-CF-A47T-01A-11D-A23U-08	1	5	0	6	6	5	0
TCGA-CF-A47V-01A-11D-A23U-08	0	2	69	0	2	3	12
TCGA-CF-A47W-01A-11D-A23U-08	0	4	0	4	8	2	9
TCGA-CF-A47X-01A-31D-A23U-08	133	91	7	19	23	9	0
TCGA-CF-A47Y-01A-11D-A23U-08	20	4	0	13	8	0	15
TCGA-CF-A5U8-01A-11D-A289-08	0	0	8	17	10	5	15
TCGA-CF-A5UA-01A-11D-A289-08	16	2	0	0	33	9	11
TCGA-CF-A7I0-01A-22D-A34U-08	4	11	17	0	3	3	5
TCGA-CF-A8HX-01A-11D-A364-08	14	19	0	0	9	5	8
TCGA-CF-A8HY-01A-11D-A364-08	4	0	27	0	8	6	26
TCGA-CF-A9FF-01A-11D-A38G-08	52	53	0	12	9	2	0
TCGA-CF-A9FH-01A-11D-A38G-08	0	1	4	6	14	8	3
TCGA-CF-A9FL-01A-11D-A38G-08	0	2	0	6	17	4	19
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	2	7	6	0	7
TCGA-CU-A0YN-01A-21D-A10S-08	0	9	14	45	30	4	47
TCGA-CU-A0YO-01A-11D-A10S-08	13	12	21	7	17	7	0
TCGA-CU-A0YR-01A-12D-A10S-08	1	8	12	68	13	0	18
TCGA-CU-A3KJ-01A-11D-A21A-08	102	37	0	27	31	0	9
TCGA-CU-A3QU-01A-11D-A22Z-08	23	19	0	14	11	13	5
TCGA-CU-A3YL-01A-11D-A22Z-08	109	63	0	5	21	2	1
TCGA-CU-A5W6-01A-11D-A289-08	35	48	75	0	7	3	2
TCGA-CU-A72E-01A-12D-A339-08	30	17	0	7	10	2	11
TCGA-DK-A1A3-01A-11D-A13W-08	104	228	131	40	5	22	3
TCGA-DK-A1A5-01A-11D-A13W-08	117	82	0	0	16	14	0
TCGA-DK-A1A6-01A-11D-A13W-08	75	14	69	11	1	0	29
TCGA-DK-A1A7-01A-11D-A13W-08	12	22	0	99	27	0	28
TCGA-DK-A1AA-01A-11D-A13W-08	8	5	0	22	7	5	27
TCGA-DK-A1AB-01A-11D-A13W-08	47	61	72	0	0	0	0
TCGA-DK-A1AC-01A-11D-A13W-08	200	752	232	0	11	16	0
TCGA-DK-A1AD-01A-11D-A13W-08	20	32	95	27	9	16	2
TCGA-DK-A1AE-01A-11D-A13W-08	26	23	32	0	11	0	0
TCGA-DK-A1AF-01A-11D-A13W-08	37	27	4	0	0	3	5
TCGA-DK-A1AG-01A-11D-A13W-08	15	31	53	0	10	4	0
TCGA-DK-A2HX-01A-12D-A18F-08	10	34	13	2	13	8	12
TCGA-DK-A2I1-01A-11D-A17V-08	77	33	39	0	4	14	0
TCGA-DK-A2I2-01A-11D-A17V-08	15	15	10	28	7	0	6
TCGA-DK-A2I4-01A-11D-A21A-08	280	380	58	0	8	26	0
TCGA-DK-A2I6-01A-12D-A18F-08	5	72	46	86	5	11	30
TCGA-DK-A3IK-01A-32D-A21A-08	16	6	108	0	18	4	19
TCGA-DK-A3IL-01A-11D-A20D-08	9	6	0	21	22	18	83
TCGA-DK-A3IM-01A-11D-A20D-08	0	2	4	15	19	2	23
TCGA-DK-A3IN-01A-11D-A20D-08	145	94	83	0	14	4	0
TCGA-DK-A3IQ-01A-31D-A20D-08	16	47	85	0	10	7	0
TCGA-DK-A3IS-01A-21D-A21A-08	68	85	139	0	7	5	0
TCGA-DK-A3IT-01A-31D-A20D-08	201	64	77	0	1	2	6
TCGA-DK-A3IU-01A-11D-A20D-08	119	144	81	12	4	1	16
TCGA-DK-A3IV-01A-22D-A21A-08	16	17	0	7	11	8	4
TCGA-DK-A3WW-01A-22D-A23M-08	403	412	196	0	0	35	0
TCGA-DK-A3WX-01A-22D-A22Z-08	0	6	10	5	13	0	1
TCGA-DK-A3WY-01A-11D-A22Z-08	0	2	8	0	0	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	274	265	136	0	0	80	0
TCGA-DK-A3X2-01A-11D-A22Z-08	6	17	20	5	31	6	18
TCGA-DK-A6AV-01A-12D-A30E-08	22	26	6	7	20	3	21
TCGA-DK-A6AW-01A-11D-A30E-08	0	12	0	29	19	3631	0
TCGA-DK-A6B0-01A-11D-A31L-08	0	1	6	6	6	0	3
TCGA-DK-A6B1-01A-12D-A30E-08	16	33	8	28	27	4	8
TCGA-DK-A6B2-01A-11D-A30E-08	12	24	64	14	31	6	28
TCGA-DK-A6B5-01A-11D-A31L-08	39	25	0	13	3	3	19
TCGA-DK-A6B6-01A-11D-A30E-08	148	512	181	0	0	0	0
TCGA-DK-AA6L-01A-11D-A391-08	163	98	57	1	7	5	15
TCGA-DK-AA6M-01A-11D-A391-08	6	9	0	0	14	13	12
TCGA-DK-AA6P-01A-11D-A391-08	37	50	19	17	7	3	13
TCGA-DK-AA6Q-01A-11D-A391-08	36	25	0	14	11	3	18
TCGA-DK-AA6R-01A-11D-A42E-08	29	37	53	0	11	13	144
TCGA-DK-AA6S-01A-21D-A391-08	265	165	4	0	8	0	43
TCGA-DK-AA6T-01A-11D-A391-08	13	1	0	16	16	12	6
TCGA-DK-AA6U-01A-11D-A391-08	94	79	0	9	23	22	148
TCGA-DK-AA6W-01A-12D-A391-08	58	50	89	0	33	0	0
TCGA-DK-AA6X-01A-12D-A42E-08	21	12	53	0	2	8	0
TCGA-DK-AA71-01A-31D-A391-08	162	203	252	0	0	0	0
TCGA-DK-AA74-01A-11D-A391-08	59	31	70	0	5	6	0
TCGA-DK-AA75-01A-11D-A391-08	82	208	23	44	25	24	20
TCGA-DK-AA76-01A-11D-A391-08	48	39	43	10	11	22	39
TCGA-DK-AA77-01A-11D-A391-08	34	67	8	26	41	0	181
TCGA-E5-A2PC-01A-11D-A202-08	0	17	70	43	3	8	57
TCGA-E5-A4TZ-01A-11D-A31L-08	115	62	174	0	59	6	0
TCGA-E5-A4U1-01A-11D-A31L-08	167	124	216	0	3	6	0
TCGA-E7-A3X6-01A-12D-A22Z-08	29	18	16	2	9	0	0
TCGA-E7-A3Y1-01A-11D-A22Z-08	6	9	11	39	26	4	36
TCGA-E7-A4IJ-01A-31D-A26M-08	115	63	8	19	7	23	74
TCGA-E7-A4XJ-01A-11D-A26M-08	0	3	0	0	28	2	8
TCGA-E7-A519-01A-11D-A26M-08	0	8	15	29	8	0	0
TCGA-E7-A541-01A-11D-A26M-08	131	104	0	123	16	0	33
TCGA-E7-A5KE-01A-11D-A289-08	23	52	2	30	47	1	27
TCGA-E7-A5KF-01A-11D-A289-08	52	67	52	0	0	7	4
TCGA-E7-A677-01A-11D-A30E-08	15	24	0	70	29	9	50
TCGA-E7-A678-01A-11D-A30E-08	4	2	1	23	16	2	6
TCGA-E7-A6MD-01A-41D-A34U-08	145	118	109	0	18	17	0
TCGA-E7-A6ME-01A-22D-A32B-08	3	0	20	40	13	0	38
TCGA-E7-A6MF-01A-12D-A32B-08	6	11	21	0	0	2	0
TCGA-E7-A7DU-01A-11D-A32B-08	36	72	133	0	0	5	0
TCGA-E7-A7DV-01A-11D-A339-08	101	22	119	0	0	12	0
TCGA-E7-A7PW-01A-11D-A34U-08	21	17	0	1	6	10	17
TCGA-E7-A7XN-01A-11D-A34U-08	489	257	78	0	0	0	0
TCGA-E7-A85H-01A-11D-A34U-08	23	36	4	186	25	19	68
TCGA-E7-A8O7-01A-11D-A364-08	5	3	0	2	10	1	7
TCGA-E7-A8O8-01A-11D-A364-08	0	13	31	21	28	5	13
TCGA-E7-A97P-01A-11D-A38G-08	16	9	24	76	13	4	25
TCGA-E7-A97Q-01A-11D-A38G-08	9	7	0	12	5	3	5
TCGA-FD-A3B3-01A-12D-A202-08	32	35	16	20	23	2	12
TCGA-FD-A3B4-01A-12D-A202-08	1	0	1	0	12	12	38
TCGA-FD-A3B5-01A-11D-A20D-08	19	12	73	0	2	18	0
TCGA-FD-A3B6-01A-21D-A20D-08	62	27	112	0	14	14	12
TCGA-FD-A3B7-01A-31D-A20D-08	13	2	0	28	10	1	0
TCGA-FD-A3B8-01A-31D-A20D-08	4	1	20	0	0	1	0
TCGA-FD-A3N5-01A-11D-A21A-08	4	14	7	123	22	7	114
TCGA-FD-A3N6-01A-11D-A21A-08	0	16	29	0	34	22	0
TCGA-FD-A3NA-01A-11D-A21A-08	73	46	12	5	10	5	7
TCGA-FD-A3SJ-01A-12D-A22Z-08	50	30	62	32	11	0	25
TCGA-FD-A3SL-01A-21D-A22Z-08	29	10	24	64	19	5	46
TCGA-FD-A3SM-01A-11D-A22Z-08	45	31	59	0	15	6	0
TCGA-FD-A3SN-01A-12D-A22Z-08	55	198	48	34	21	12	9
TCGA-FD-A3SO-01A-11D-A22Z-08	161	139	0	0	8	13	0
TCGA-FD-A3SP-01A-31D-A22Z-08	6	25	36	0	29	9	0
TCGA-FD-A3SQ-01A-21D-A22Z-08	0	12	16	8	18	12	4
TCGA-FD-A3SR-01A-11D-A22Z-08	37	14	14	10	21	19	4
TCGA-FD-A3SS-01A-12D-A22Z-08	103	177	107	0	0	33	0
TCGA-FD-A43N-01A-11D-A23U-08	20	2	67	1	48	5	4
TCGA-FD-A43P-01A-31D-A23U-08	106	52	136	8	20	18	8
TCGA-FD-A43U-01A-11D-A23U-08	0	10	0	14	17	8	21
TCGA-FD-A43X-01A-11D-A23U-08	120	70	50	14	24	0	2
TCGA-FD-A43Y-01A-21D-A26M-08	1	4	0	23	3	0	20
TCGA-FD-A5BR-01A-11D-A26M-08	4	7	0	1	23	7	38
TCGA-FD-A5BS-01A-21D-A26M-08	0	11	6	1	0	6	2
TCGA-FD-A5BT-01A-11D-A26M-08	45	17	0	22	17	9	4
TCGA-FD-A5BU-01A-31D-A26M-08	0	0	12	2	24	0	13
TCGA-FD-A5BV-01A-11D-A26M-08	11	5	0	18	21	0	61
TCGA-FD-A5BX-01A-11D-A26M-08	53	59	155	0	0	5	0
TCGA-FD-A5BY-01A-31D-A289-08	7	5	11	0	11	4	2
TCGA-FD-A5BZ-01A-11D-A289-08	35	22	0	6	25	12	19
TCGA-FD-A5C0-01A-11D-A289-08	0	15	11	39	17	2	16
TCGA-FD-A5C1-01A-11D-A289-08	8	9	66	0	27	2	0
TCGA-FD-A62N-01A-11D-A30E-08	0	5	17	4	8	14	34
TCGA-FD-A62O-01A-11D-A30E-08	45	39	28	0	21	18	0
TCGA-FD-A62P-01A-32D-A30E-08	119	72	104	0	16	6	0
TCGA-FD-A62S-01A-11D-A30E-08	0	3	0	14	14	1	28
TCGA-FD-A6TA-01A-12D-A339-08	73	57	89	0	0	7	0
TCGA-FD-A6TB-01A-12D-A339-08	28	25	100	0	0	5	0
TCGA-FD-A6TC-01A-21D-A339-08	360	259	171	0	0	34	0
TCGA-FD-A6TD-01A-51D-A339-08	6	27	61	3	16	3	0
TCGA-FD-A6TE-01A-12D-A339-08	67	49	64	0	9	12	0
TCGA-FD-A6TF-01A-52D-A32B-08	30	13	60	0	10	0	1
TCGA-FD-A6TG-01A-11D-A32B-08	85	43	106	25	11	6	43
TCGA-FD-A6TH-01A-11D-A32B-08	37	47	0	18	16	10	15
TCGA-FD-A6TI-01A-11D-A32B-08	0	3	12	20	31	12	25
TCGA-FD-A6TK-01A-42D-A339-08	17	30	0	12	17	0	13
TCGA-FJ-A3Z7-01A-12D-A23M-08	96	87	57	3	18	0	28
TCGA-FJ-A3Z9-01A-11D-A26M-08	4	8	0	0	40	7	0
TCGA-FJ-A3ZE-01A-11D-A23M-08	8	0	55	5	11	35	280
TCGA-FJ-A3ZF-01A-11D-A23M-08	18	53	129	0	28	1	3
TCGA-FJ-A871-01A-11D-A34U-08	0	3	0	23	18	0	0
TCGA-FT-A3EE-01A-11D-A202-08	3	22	0	28	16	8	20
TCGA-FT-A61P-01A-11D-A30E-08	11	21	27	43	24	4	2
TCGA-G2-A2EC-01A-11D-A17V-08	39	20	53	4	15	5	0
TCGA-G2-A2EF-01A-12D-A18F-08	77	72	26	8	21	1	0
TCGA-G2-A2EJ-01A-11D-A17V-08	110	55	30	5	31	12	20
TCGA-G2-A2EK-01A-22D-A18F-08	9	4	22	0	19	0	0
TCGA-G2-A2EL-01A-12D-A18F-08	97	34	64	0	14	8	0
TCGA-G2-A2EO-01A-11D-A17V-08	353	290	117	0	0	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	11	94	82	71	12	23	54
TCGA-G2-A3IB-01A-11D-A20D-08	1	10	23	0	3	10	42
TCGA-G2-A3IE-01A-11D-A20D-08	80	84	139	0	5	0	0
TCGA-G2-A3VY-01A-11D-A22Z-08	285	70	308	0	0	0	0
TCGA-G2-AA3B-01A-11D-A391-08	387	116	147	0	0	1	0
TCGA-G2-AA3C-01A-21D-A391-08	91	55	16	0	23	1	18
TCGA-G2-AA3D-01A-11D-A391-08	90	23	60	0	0	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	3	14	73	6	17	4	10
TCGA-GC-A3BM-01A-11D-A22Z-08	12	25	0	10	48	3	7
TCGA-GC-A3I6-01A-11D-A20D-08	44	54	71	0	2	0	3
TCGA-GC-A3OO-01A-11D-A22Z-08	30	56	13	3	5	0	3
TCGA-GC-A3RB-01A-12D-A21Z-08	20	35	68	0	24	2	0
TCGA-GC-A3RC-01A-11D-A22Z-08	70	78	0	111	13	11	45
TCGA-GC-A3RD-01A-12D-A22Z-08	16	19	0	1	22	3	13
TCGA-GC-A3WC-01A-31D-A22Z-08	20	26	40	25	17	0	10
TCGA-GC-A3YS-01A-11D-A23M-08	87	49	31	12	27	13	6
TCGA-GC-A4ZW-01A-11D-A26M-08	382	137	0	42	25	1	0
TCGA-GC-A6I1-01A-12D-A31L-08	77	76	55	0	9	0	0
TCGA-GC-A6I3-01A-11D-A31L-08	72	27	36	31	19	14	17
TCGA-GD-A2C5-01A-12D-A17V-08	56	36	88	0	9	23	1
TCGA-GD-A3OP-01A-21D-A21Z-08	57	118	93	0	23	0	19
TCGA-GD-A3OQ-01A-32D-A21Z-08	22	15	20	0	22	4	0
TCGA-GD-A3OS-01A-12D-A21Z-08	4	13	17	3	28	3	21
TCGA-GD-A6C6-01A-21D-A31L-08	115	62	0	15	28	5	24
TCGA-GD-A76B-01A-11D-A32B-08	28	33	81	0	9	7	0
TCGA-GU-A42P-01A-11D-A23U-08	82	85	19	11	18	15	15
TCGA-GU-A42Q-01A-11D-A23U-08	66	33	8	17	20	10	7
TCGA-GU-A42R-01A-11D-A23M-08	26	34	72	10	9	2	0
TCGA-GU-A762-01A-11D-A339-08	0	0	60	0	18	4	4
TCGA-GU-A763-01A-11D-A32B-08	4	0	29	0	8	0	20
TCGA-GU-A764-01A-11D-A34U-08	24	17	20	7	6	6	22
TCGA-GU-A766-01A-11D-A32B-08	80	65	0	7	7	13	12
TCGA-GU-A767-01A-11D-A32B-08	107	32	0	44	12	20	135
TCGA-GU-AATO-01A-11D-A391-08	71	74	125	0	9	0	0
TCGA-GU-AATP-01A-11D-A391-08	54	74	102	0	8	16	10
TCGA-GU-AATQ-01A-11D-A391-08	59	26	19	22	13	2	7
TCGA-GV-A3JV-01A-11D-A21Z-08	2	16	19	0	63	7	0
TCGA-GV-A3JW-01A-11D-A20D-08	12	12	30	0	11	4	0
TCGA-GV-A3JX-01A-11D-A20D-08	75	35	109	0	3	10	0
TCGA-GV-A3JZ-01A-11D-A21A-08	157	95	50	0	18	44	23
TCGA-GV-A3QF-01A-31D-A22Z-08	0	3	23	22	24	3	37
TCGA-GV-A3QG-01A-11D-A21Z-08	8	10	14	16	18	0	17
TCGA-GV-A3QH-01A-11D-A21Z-08	29	11	70	0	23	0	0
TCGA-GV-A3QI-01A-11D-A21Z-08	38	27	88	96	23	4	136
TCGA-GV-A3QK-01B-11D-A23M-08	8	24	53	4	23	12	8
TCGA-GV-A40E-01A-12D-A23M-08	57	0	63	1	14	3	9
TCGA-GV-A40G-01A-11D-A23M-08	0	25	34	9	39	4	18
TCGA-GV-A6ZA-01A-12D-A339-08	129	83	0	17	23	11	0
TCGA-H4-A2HO-01A-11D-A17V-08	0	5	31	7	28	0	1
TCGA-H4-A2HQ-01A-11D-A17V-08	162	96	0	57	11	18	42
TCGA-HQ-A2OE-01A-11D-A202-08	8	18	53	1	19	9	11
TCGA-HQ-A2OF-01A-11D-A26M-08	4	10	0	0	72	5	0
TCGA-HQ-A5ND-01A-11D-A26M-08	0	5	23	5	24	5	11
TCGA-HQ-A5NE-01A-12D-A289-08	110	112	79	0	3	16	0
TCGA-K4-A3WS-01A-11D-A22Z-08	72	40	47	17	0	0	71
TCGA-K4-A3WU-01B-11D-A23M-08	64	21	19	8	28	8	4
TCGA-K4-A3WV-01A-11D-A22Z-08	0	2	5	10	33	4	0
TCGA-K4-A4AB-01B-12D-A289-08	0	11	18	8	24	4	16
TCGA-K4-A4AC-01A-21D-A26M-08	36	21	0	19	21	12	13
TCGA-K4-A54R-01A-11D-A26M-08	472	305	0	0	10	18	13
TCGA-K4-A5RH-01A-11D-A30E-08	18	64	25	11	19	14	3
TCGA-K4-A5RI-01A-11D-A289-08	4	14	46	20	27	0	7
TCGA-K4-A5RJ-01A-11D-A289-08	90	83	154	0	0	5	0
TCGA-K4-A6FZ-01A-11D-A31L-08	37	60	126	127	0	1	0
TCGA-K4-A6MB-01A-11D-A31L-08	45	75	156	0	22	1	0
TCGA-K4-A83P-01A-11D-A34U-08	76	60	0	67	20	0	0
TCGA-K4-AAQO-01A-11D-A38G-08	73	37	18	28	22	6	29
TCGA-KQ-A41N-01A-11D-A339-08	21	21	0	76	14	7	48
TCGA-KQ-A41O-01A-12D-A34U-08	114	36	41	0	28	12	0
TCGA-KQ-A41P-01A-12D-A339-08	116	87	37	7	12	14	0
TCGA-KQ-A41Q-01A-11D-A339-08	17	25	52	0	29	15	0
TCGA-KQ-A41R-01A-21D-A34U-08	59	284	38	160	52	15	59
TCGA-KQ-A41S-01A-12D-A339-08	75	63	49	0	10	2	0
TCGA-LC-A66R-01A-41D-A30E-08	38	22	0	23	13	15	3
TCGA-LT-A5Z6-01A-11D-A289-08	150	161	141	0	0	0	0
TCGA-LT-A8JT-01A-11D-A364-08	13	13	0	7	20	5	9
TCGA-MV-A51V-01A-11D-A26M-08	959	180	285	0	0	25	0
TCGA-PQ-A6FI-01A-11D-A31L-08	52	25	0	30	20	0	12
TCGA-PQ-A6FN-01A-11D-A31L-08	15	14	0	3	12	0	22
TCGA-R3-A69X-01A-22D-A30E-08	116	26	9	7	26	1	0
TCGA-S5-A6DX-01A-11D-A31L-08	280	171	54	0	19	39	0
TCGA-S5-AA26-01A-11D-A38G-08	116	46	0	0	21	8	1
TCGA-SY-A9G0-01A-12D-A38G-08	4	4	25	0	13	0	0
TCGA-SY-A9G5-01A-11D-A38G-08	330	225	315	0	0	9	0
TCGA-UY-A78K-01A-11D-A339-08	140	87	0	268	4	38	192
TCGA-UY-A78L-01A-12D-A339-08	89	68	0	10	8	3	20
TCGA-UY-A78M-01A-21D-A34U-08	6	11	67	0	27	0	0
TCGA-UY-A78N-01A-12D-A339-08	0	17	0	115	26	6	29
TCGA-UY-A78O-01A-12D-A339-08	27	8	81	0	35	16	0
TCGA-UY-A78P-01A-12D-A364-08	161	70	0	10	8	2	0
TCGA-UY-A8OB-01A-12D-A42E-08	57	13	0	220	6	7	0
TCGA-UY-A8OC-01A-11D-A364-08	21	28	0	9	12	8	0
TCGA-UY-A8OD-01A-11D-A364-08	18	15	0	12	28	0	13
TCGA-UY-A9PA-01A-11D-A38G-08	7	21	30	47	9	0	35
TCGA-UY-A9PB-01A-11D-A38G-08	127	119	116	78	31	0	56
TCGA-UY-A9PD-01A-11D-A38G-08	0	39	89	52	36	8	40
TCGA-UY-A9PE-01A-11D-A38G-08	39	31	48	0	20	17	27
TCGA-UY-A9PF-01A-11D-A38G-08	12	274	11	37	13	6	40
TCGA-UY-A9PH-01A-11D-A38G-08	109	111	70	0	12	21	0
TCGA-XF-A8HB-01A-11D-A364-08	14	4	0	1	38	9	2
TCGA-XF-A8HC-01A-11D-A364-08	26	52	0	4	30	7	25
TCGA-XF-A8HD-01A-11D-A364-08	153	86	170	0	7	27	0
TCGA-XF-A8HE-01A-11D-A364-08	155	155	0	5	2	12	14
TCGA-XF-A8HF-01A-11D-A364-08	2	11	54	9	13	1	49
TCGA-XF-A8HG-01A-11D-A364-08	44	69	0	55	46	7	20
TCGA-XF-A8HH-01A-11D-A38G-08	27	31	20	0	23	5	0
TCGA-XF-A8HI-01A-11D-A38G-08	16	21	33	0	9	0	0
TCGA-XF-A9SG-01A-12D-A42E-08	21	41	90	0	6	10	0
TCGA-XF-A9SH-01A-11D-A391-08	1	0	29	0	3	3	0
TCGA-XF-A9SI-01A-11D-A391-08	76	60	174	0	0	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	61	112	4	45	16	1	0
TCGA-XF-A9SK-01A-11D-A42E-08	22	20	67	0	4	13	0
TCGA-XF-A9SL-01A-11D-A391-08	29	2	21	9	0	2	0
TCGA-XF-A9SM-01A-11D-A42E-08	83	70	63	0	0	0	0
TCGA-XF-A9SP-01A-11D-A391-08	81	57	80	5	29	16	0
TCGA-XF-A9ST-01A-11D-A42E-08	78	50	181	99	13	15	29
TCGA-XF-A9SU-01A-31D-A391-08	1	0	12	6	18	5	0
TCGA-XF-A9SV-01A-21D-A42E-08	12	7	0	2	24	1	16
TCGA-XF-A9SW-01A-11D-A42E-08	1	16	13	7	14	2	6
TCGA-XF-A9SX-01A-21D-A391-08	5	10	15	29	9	6	25
TCGA-XF-A9SY-01A-21D-A42E-08	59	25	94	0	0	33	164
TCGA-XF-A9SZ-01A-11D-A391-08	49	43	0	35	11	6	39
TCGA-XF-A9T0-01A-11D-A391-08	53	389	0	140	22	0	67
TCGA-XF-A9T2-01A-11D-A42E-08	8	11	44	0	15	0	0
TCGA-XF-A9T3-01A-11D-A42E-08	2	34	62	228	22	11	16
TCGA-XF-A9T4-01A-11D-A391-08	0	0	19	0	9	2	0
TCGA-XF-A9T5-01A-11D-A42E-08	296	166	146	0	0	0	0
TCGA-XF-A9T6-01A-11D-A42E-08	0	64	11	94	25	7	44
TCGA-XF-A9T8-01A-11D-A391-08	343	178	128	0	6	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	10	1	0	8
TCGA-XF-AAMF-01A-21D-A42E-08	25	18	0	0	15	3	6
TCGA-XF-AAMG-01A-11D-A42E-08	364	137	283	0	12	42	0
TCGA-XF-AAMH-01A-11D-A42E-08	1	2	0	12	19	0	11
TCGA-XF-AAMJ-01A-11D-A42E-08	2	1	0	0	22	2	5
