Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-BT-A20U-01A-11D-A14W-08	40	25	0	0	5	6	10
TCGA-BT-A20V-01A-11D-A14W-08	18	11	0	8	9	12	27
TCGA-BT-A20W-01A-21D-A14W-08	19	4	0	0	19	7	16
TCGA-BT-A20X-01A-11D-A16O-08	10	2	0	25	13	8	5
TCGA-BT-A2LA-01A-11D-A18F-08	31	33	0	6	1	0	79
TCGA-BT-A2LB-01A-11D-A18F-08	38	214	0	218	16	12	24
TCGA-BT-A2LD-01A-12D-A20D-08	7	14	0	14	13	5	41
TCGA-BT-A3PH-01A-11D-A21Z-08	224	86	76	0	0	0	12
TCGA-BT-A3PJ-01A-21D-A21Z-08	125	175	0	96	23	13	18
TCGA-BT-A3PK-01A-21D-A21Z-08	56	33	41	111	67	0	9
TCGA-BT-A42B-01A-32D-A23M-08	2	10	3	0	7	1	36
TCGA-BT-A42C-01A-11D-A23M-08	19	46	182	18	37	12	5
TCGA-BT-A42E-01A-11D-A23U-08	22	9	107	0	0	0	3
TCGA-BT-A42F-01A-11D-A23U-08	44	37	69	0	0	0	0
TCGA-C4-A0EZ-01A-21D-A10S-08	29	36	0	27	31	15	37
TCGA-C4-A0F0-01A-12D-A10S-08	0	5	25	23	13	0	18
TCGA-C4-A0F1-01A-11D-A10S-08	38	40	19	0	14	17	20
TCGA-C4-A0F6-01A-11D-A10S-08	37	15	96	0	0	11	21
TCGA-C4-A0F7-01A-11D-A10S-08	0	4	0	0	18	10	32
TCGA-CF-A1HR-01A-11D-A13W-08	97	68	29	17	0	8	11
TCGA-CF-A1HS-01A-11D-A13W-08	143	0	0	32	15	6	12
TCGA-CF-A27C-01A-11D-A16O-08	38	23	81	0	0	0	2
TCGA-CF-A3MF-01A-12D-A21A-08	0	4	0	2	3	0	11
TCGA-CF-A3MG-01A-11D-A20D-08	38	19	52	0	0	4	12
TCGA-CF-A3MH-01A-11D-A20D-08	8	3	1	4	1	1	17
TCGA-CF-A3MI-01A-11D-A20D-08	17	12	0	11	0	4	17
TCGA-CF-A47S-01A-11D-A23U-08	0	5	0	0	2	2	12
TCGA-CF-A47T-01A-11D-A23U-08	1	5	0	6	0	5	6
TCGA-CF-A47V-01A-11D-A23U-08	0	2	72	0	11	2	1
TCGA-CF-A47W-01A-11D-A23U-08	0	4	0	4	9	2	8
TCGA-CF-A47X-01A-31D-A23U-08	134	89	0	22	3	11	23
TCGA-CF-A47Y-01A-11D-A23U-08	19	4	0	13	16	0	8
TCGA-CF-A5U8-01A-11D-A289-08	0	0	8	18	15	5	9
TCGA-CF-A5UA-01A-11D-A289-08	16	2	0	0	12	9	32
TCGA-CF-A7I0-01A-22D-A34U-08	2	11	22	0	3	3	2
TCGA-CF-A8HX-01A-11D-A364-08	14	19	0	0	8	5	9
TCGA-CF-A8HY-01A-11D-A364-08	2	0	33	0	24	5	7
TCGA-CF-A9FF-01A-11D-A38G-08	51	53	0	13	0	2	9
TCGA-CF-A9FH-01A-11D-A38G-08	1	1	1	7	3	8	15
TCGA-CF-A9FL-01A-11D-A38G-08	0	2	0	6	19	4	17
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	1	8	7	0	6
TCGA-CU-A0YN-01A-21D-A10S-08	0	9	15	45	48	4	28
TCGA-CU-A0YO-01A-11D-A10S-08	11	12	26	6	0	6	16
TCGA-CU-A0YR-01A-12D-A10S-08	1	8	12	69	18	0	12
TCGA-CU-A3KJ-01A-11D-A21A-08	99	35	0	29	11	2	30
TCGA-CU-A3QU-01A-11D-A22Z-08	23	19	0	14	5	13	11
TCGA-CU-A3YL-01A-11D-A22Z-08	107	61	0	6	2	4	21
TCGA-CU-A5W6-01A-11D-A289-08	36	49	74	0	3	2	6
TCGA-CU-A72E-01A-12D-A339-08	30	16	0	8	11	2	10
TCGA-DK-A1A3-01A-11D-A13W-08	96	224	152	37	0	23	1
TCGA-DK-A1A5-01A-11D-A13W-08	116	80	0	2	0	15	16
TCGA-DK-A1A6-01A-11D-A13W-08	80	15	56	14	34	0	0
TCGA-DK-A1A7-01A-11D-A13W-08	11	21	5	96	28	1	26
TCGA-DK-A1AA-01A-11D-A13W-08	8	5	0	22	27	5	7
TCGA-DK-A1AB-01A-11D-A13W-08	52	64	64	0	0	0	0
TCGA-DK-A1AC-01A-11D-A13W-08	208	756	220	0	0	17	10
TCGA-DK-A1AD-01A-11D-A13W-08	20	33	98	28	0	15	7
TCGA-DK-A1AE-01A-11D-A13W-08	24	22	36	0	0	0	10
TCGA-DK-A1AF-01A-11D-A13W-08	39	26	0	1	7	3	0
TCGA-DK-A1AG-01A-11D-A13W-08	17	32	52	0	0	3	9
TCGA-DK-A2HX-01A-12D-A18F-08	6	33	24	0	10	8	11
TCGA-DK-A2I1-01A-11D-A17V-08	87	36	24	0	0	14	6
TCGA-DK-A2I2-01A-11D-A17V-08	12	14	15	29	5	0	6
TCGA-DK-A2I4-01A-11D-A21A-08	292	384	35	0	0	29	12
TCGA-DK-A2I6-01A-12D-A18F-08	2	72	55	85	29	10	2
TCGA-DK-A3IK-01A-32D-A21A-08	17	7	109	0	19	3	16
TCGA-DK-A3IL-01A-11D-A20D-08	10	6	0	18	85	18	22
TCGA-DK-A3IM-01A-11D-A20D-08	0	2	4	15	24	2	18
TCGA-DK-A3IN-01A-11D-A20D-08	151	95	75	0	1	4	14
TCGA-DK-A3IQ-01A-31D-A20D-08	16	48	87	0	0	6	8
TCGA-DK-A3IS-01A-21D-A21A-08	72	88	135	0	0	4	5
TCGA-DK-A3IT-01A-31D-A20D-08	196	62	84	0	6	3	0
TCGA-DK-A3IU-01A-11D-A20D-08	131	145	47	21	26	1	6
TCGA-DK-A3IV-01A-22D-A21A-08	15	17	0	6	5	9	11
TCGA-DK-A3WW-01A-22D-A23M-08	432	424	151	0	0	39	0
TCGA-DK-A3WX-01A-22D-A22Z-08	0	6	10	5	2	0	12
TCGA-DK-A3WY-01A-11D-A22Z-08	0	2	8	0	0	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	272	262	140	0	0	81	0
TCGA-DK-A3X2-01A-11D-A22Z-08	6	18	20	5	18	6	30
TCGA-DK-A6AV-01A-12D-A30E-08	23	26	4	7	22	3	20
TCGA-DK-A6AW-01A-11D-A30E-08	0	12	0	31	0	3630	18
TCGA-DK-A6B0-01A-11D-A31L-08	0	1	6	6	3	0	6
TCGA-DK-A6B1-01A-12D-A30E-08	16	32	8	28	8	5	27
TCGA-DK-A6B2-01A-11D-A30E-08	13	25	65	14	28	5	29
TCGA-DK-A6B5-01A-11D-A31L-08	37	25	0	14	19	4	3
TCGA-DK-A6B6-01A-11D-A30E-08	162	521	158	0	0	0	0
TCGA-DK-AA6L-01A-11D-A391-08	167	98	42	6	20	6	7
TCGA-DK-AA6M-01A-11D-A391-08	6	9	0	0	11	13	15
TCGA-DK-AA6P-01A-11D-A391-08	34	47	29	16	10	4	6
TCGA-DK-AA6Q-01A-11D-A391-08	34	25	0	14	19	4	11
TCGA-DK-AA6R-01A-11D-A42E-08	28	36	59	0	144	12	8
TCGA-DK-AA6S-01A-21D-A391-08	265	161	0	0	49	0	10
TCGA-DK-AA6T-01A-11D-A391-08	13	1	0	16	6	12	16
TCGA-DK-AA6U-01A-11D-A391-08	94	77	0	6	153	23	22
TCGA-DK-AA6W-01A-12D-A391-08	61	52	85	0	0	0	32
TCGA-DK-AA6X-01A-12D-A42E-08	23	13	51	0	0	8	1
TCGA-DK-AA71-01A-31D-A391-08	185	215	217	0	0	0	0
TCGA-DK-AA74-01A-11D-A391-08	62	32	67	0	0	6	4
TCGA-DK-AA75-01A-11D-A391-08	84	207	17	45	23	25	25
TCGA-DK-AA76-01A-11D-A391-08	48	38	46	8	40	22	10
TCGA-DK-AA77-01A-11D-A391-08	38	66	0	26	187	0	40
TCGA-E5-A2PC-01A-11D-A202-08	0	18	71	42	58	8	1
TCGA-E5-A4TZ-01A-11D-A31L-08	124	67	160	0	0	5	60
TCGA-E5-A4U1-01A-11D-A31L-08	174	129	207	0	0	5	1
TCGA-E7-A3X6-01A-12D-A22Z-08	33	18	10	4	0	0	9
TCGA-E7-A3Y1-01A-11D-A22Z-08	8	9	6	40	38	4	26
TCGA-E7-A4IJ-01A-31D-A26M-08	118	62	0	20	78	24	7
TCGA-E7-A4XJ-01A-11D-A26M-08	0	3	0	1	8	2	27
TCGA-E7-A519-01A-11D-A26M-08	0	9	15	29	0	0	7
TCGA-E7-A541-01A-11D-A26M-08	130	102	0	123	36	0	16
TCGA-E7-A5KE-01A-11D-A289-08	24	51	0	30	28	2	47
TCGA-E7-A5KF-01A-11D-A289-08	52	67	51	0	5	7	0
TCGA-E7-A677-01A-11D-A30E-08	15	24	0	68	52	10	28
TCGA-E7-A678-01A-11D-A30E-08	3	2	2	24	5	2	16
TCGA-E7-A6MD-01A-41D-A34U-08	149	120	103	0	0	17	18
TCGA-E7-A6ME-01A-22D-A32B-08	3	0	21	39	40	0	11
TCGA-E7-A6MF-01A-12D-A32B-08	7	12	19	0	0	2	0
TCGA-E7-A7DU-01A-11D-A32B-08	40	75	128	0	0	3	0
TCGA-E7-A7DV-01A-11D-A339-08	110	25	108	0	0	11	0
TCGA-E7-A7PW-01A-11D-A34U-08	22	17	0	1	16	10	6
TCGA-E7-A7XN-01A-11D-A34U-08	535	272	17	0	0	0	0
TCGA-E7-A85H-01A-11D-A34U-08	22	36	8	180	71	20	24
TCGA-E7-A8O7-01A-11D-A364-08	5	3	0	2	7	1	10
TCGA-E7-A8O8-01A-11D-A364-08	0	13	32	21	13	5	27
TCGA-E7-A97P-01A-11D-A38G-08	12	8	35	75	22	4	11
TCGA-E7-A97Q-01A-11D-A38G-08	9	7	0	13	5	3	4
TCGA-FD-A3B3-01A-12D-A202-08	34	36	9	22	14	2	23
TCGA-FD-A3B4-01A-12D-A202-08	1	0	0	0	39	12	12
TCGA-FD-A3B5-01A-11D-A20D-08	22	13	71	0	0	17	1
TCGA-FD-A3B6-01A-21D-A20D-08	55	26	131	0	6	13	10
TCGA-FD-A3B7-01A-31D-A20D-08	13	2	0	28	0	1	10
TCGA-FD-A3B8-01A-31D-A20D-08	4	2	20	0	0	0	0
TCGA-FD-A3N5-01A-11D-A21A-08	4	14	9	120	116	7	21
TCGA-FD-A3N6-01A-11D-A21A-08	0	16	30	0	0	22	33
TCGA-FD-A3NA-01A-11D-A21A-08	77	45	5	7	9	5	10
TCGA-FD-A3SJ-01A-12D-A22Z-08	54	32	49	37	28	0	10
TCGA-FD-A3SL-01A-21D-A22Z-08	34	12	11	65	51	5	19
TCGA-FD-A3SM-01A-11D-A22Z-08	47	32	57	0	0	5	15
TCGA-FD-A3SN-01A-12D-A22Z-08	58	198	39	36	13	12	21
TCGA-FD-A3SO-01A-11D-A22Z-08	160	137	0	0	0	15	9
TCGA-FD-A3SP-01A-31D-A22Z-08	4	24	41	0	0	8	28
TCGA-FD-A3SQ-01A-21D-A22Z-08	0	12	17	8	5	11	17
TCGA-FD-A3SR-01A-11D-A22Z-08	35	14	15	11	5	19	20
TCGA-FD-A3SS-01A-12D-A22Z-08	114	183	89	0	0	34	0
TCGA-FD-A43N-01A-11D-A23U-08	23	4	59	4	6	4	47
TCGA-FD-A43P-01A-31D-A23U-08	108	54	129	11	11	17	18
TCGA-FD-A43U-01A-11D-A23U-08	0	10	1	14	20	8	17
TCGA-FD-A43X-01A-11D-A23U-08	126	72	27	21	9	0	25
TCGA-FD-A43Y-01A-21D-A26M-08	1	4	0	23	20	0	3
TCGA-FD-A5BR-01A-11D-A26M-08	4	7	0	1	38	7	23
TCGA-FD-A5BS-01A-21D-A26M-08	0	11	6	1	3	5	0
TCGA-FD-A5BT-01A-11D-A26M-08	45	16	0	23	4	10	16
TCGA-FD-A5BU-01A-31D-A26M-08	0	0	13	3	13	0	22
TCGA-FD-A5BV-01A-11D-A26M-08	11	5	0	17	63	0	20
TCGA-FD-A5BX-01A-11D-A26M-08	62	65	142	0	0	3	0
TCGA-FD-A5BY-01A-31D-A289-08	9	6	7	0	4	4	10
TCGA-FD-A5BZ-01A-11D-A289-08	34	21	0	6	20	13	25
TCGA-FD-A5C0-01A-11D-A289-08	0	15	12	38	17	2	16
TCGA-FD-A5C1-01A-11D-A289-08	10	11	64	0	0	1	26
TCGA-FD-A62N-01A-11D-A30E-08	0	5	18	3	35	13	8
TCGA-FD-A62O-01A-11D-A30E-08	46	39	24	3	0	18	21
TCGA-FD-A62P-01A-32D-A30E-08	123	74	98	0	0	6	16
TCGA-FD-A62S-01A-11D-A30E-08	0	3	0	13	29	1	14
TCGA-FD-A6TA-01A-12D-A339-08	79	60	80	0	0	7	0
TCGA-FD-A6TB-01A-12D-A339-08	32	28	94	0	0	4	0
TCGA-FD-A6TC-01A-21D-A339-08	371	263	154	0	0	36	0
TCGA-FD-A6TD-01A-51D-A339-08	6	28	62	3	0	2	15
TCGA-FD-A6TE-01A-12D-A339-08	70	50	60	0	0	12	9
TCGA-FD-A6TF-01A-52D-A32B-08	29	14	62	0	1	0	8
TCGA-FD-A6TG-01A-11D-A32B-08	85	44	104	25	46	6	9
TCGA-FD-A6TH-01A-11D-A32B-08	37	46	0	19	15	10	16
TCGA-FD-A6TI-01A-11D-A32B-08	0	3	12	20	26	11	31
TCGA-FD-A6TK-01A-42D-A339-08	17	29	0	13	13	0	17
TCGA-FJ-A3Z7-01A-12D-A23M-08	97	86	56	3	30	0	17
TCGA-FJ-A3Z9-01A-11D-A26M-08	4	7	0	0	0	7	41
TCGA-FJ-A3ZE-01A-11D-A23M-08	24	4	21	6	292	34	13
TCGA-FJ-A3ZF-01A-11D-A23M-08	16	54	136	0	1	0	25
TCGA-FJ-A871-01A-11D-A34U-08	0	3	0	23	0	0	18
TCGA-FT-A3EE-01A-11D-A202-08	3	22	0	27	21	8	16
TCGA-FT-A61P-01A-11D-A30E-08	12	21	25	44	3	4	23
TCGA-G2-A2EC-01A-11D-A17V-08	40	21	50	6	0	5	14
TCGA-G2-A2EF-01A-12D-A18F-08	80	72	16	13	0	2	22
TCGA-G2-A2EJ-01A-11D-A17V-08	119	57	2	12	28	12	33
TCGA-G2-A2EK-01A-22D-A18F-08	9	5	21	0	0	0	19
TCGA-G2-A2EL-01A-12D-A18F-08	99	34	63	0	0	8	13
TCGA-G2-A2EO-01A-11D-A17V-08	384	303	73	0	0	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	11	93	86	69	55	23	10
TCGA-G2-A3IB-01A-11D-A20D-08	4	11	16	0	46	9	3
TCGA-G2-A3IE-01A-11D-A20D-08	78	85	143	0	0	0	2
TCGA-G2-A3VY-01A-11D-A22Z-08	298	76	286	0	3	0	0
TCGA-G2-AA3B-01A-11D-A391-08	418	123	85	21	0	4	0
TCGA-G2-AA3C-01A-21D-A391-08	96	55	4	0	23	2	24
TCGA-G2-AA3D-01A-11D-A391-08	94	24	51	3	1	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	1	14	81	5	8	3	15
TCGA-GC-A3BM-01A-11D-A22Z-08	12	24	0	10	8	3	48
TCGA-GC-A3I6-01A-11D-A20D-08	41	54	78	0	1	0	0
TCGA-GC-A3OO-01A-11D-A22Z-08	34	58	0	6	7	0	5
TCGA-GC-A3RB-01A-12D-A21Z-08	17	34	76	0	0	1	21
TCGA-GC-A3RC-01A-11D-A22Z-08	69	77	0	111	46	13	12
TCGA-GC-A3RD-01A-12D-A22Z-08	16	19	0	1	12	4	22
TCGA-GC-A3WC-01A-31D-A22Z-08	20	27	38	26	11	0	16
TCGA-GC-A3YS-01A-11D-A23M-08	89	49	21	16	10	13	27
TCGA-GC-A4ZW-01A-11D-A26M-08	377	131	0	48	0	5	26
TCGA-GC-A6I1-01A-12D-A31L-08	79	78	49	2	0	0	9
TCGA-GC-A6I3-01A-11D-A31L-08	77	29	18	35	24	14	19
TCGA-GD-A2C5-01A-12D-A17V-08	58	37	85	0	3	22	8
TCGA-GD-A3OP-01A-21D-A21Z-08	56	118	96	0	19	0	21
TCGA-GD-A3OQ-01A-32D-A21Z-08	25	16	16	0	0	3	23
TCGA-GD-A3OS-01A-12D-A21Z-08	4	13	21	3	20	3	25
TCGA-GD-A6C6-01A-21D-A31L-08	113	60	0	16	26	6	28
TCGA-GD-A76B-01A-11D-A32B-08	29	35	81	0	0	6	7
TCGA-GU-A42P-01A-11D-A23U-08	73	82	41	7	11	16	15
TCGA-GU-A42Q-01A-11D-A23U-08	69	32	0	20	10	10	20
TCGA-GU-A42R-01A-11D-A23M-08	22	33	82	8	0	1	7
TCGA-GU-A762-01A-11D-A339-08	0	0	64	0	3	3	16
TCGA-GU-A763-01A-11D-A32B-08	3	0	32	0	19	0	7
TCGA-GU-A764-01A-11D-A34U-08	20	16	32	4	20	6	4
TCGA-GU-A766-01A-11D-A32B-08	78	64	0	7	14	14	7
TCGA-GU-A767-01A-11D-A32B-08	107	31	0	42	137	21	12
TCGA-GU-AATO-01A-11D-A391-08	79	78	113	0	0	0	9
TCGA-GU-AATP-01A-11D-A391-08	55	75	101	0	12	15	6
TCGA-GU-AATQ-01A-11D-A391-08	63	26	10	24	10	2	13
TCGA-GV-A3JV-01A-11D-A21Z-08	2	16	18	0	0	7	64
TCGA-GV-A3JW-01A-11D-A20D-08	15	14	21	0	4	3	12
TCGA-GV-A3JX-01A-11D-A20D-08	78	37	105	0	0	10	2
TCGA-GV-A3JZ-01A-11D-A21A-08	172	98	13	0	39	45	20
TCGA-GV-A3QF-01A-31D-A22Z-08	0	3	24	21	38	3	23
TCGA-GV-A3QG-01A-11D-A21Z-08	10	11	11	17	17	0	17
TCGA-GV-A3QH-01A-11D-A21Z-08	32	13	65	0	0	0	23
TCGA-GV-A3QI-01A-11D-A21Z-08	39	27	89	94	140	3	20
TCGA-GV-A3QK-01B-11D-A23M-08	8	25	53	5	8	11	22
TCGA-GV-A40E-01A-12D-A23M-08	56	0	65	1	9	3	13
TCGA-GV-A40G-01A-11D-A23M-08	0	25	36	9	18	3	38
TCGA-GV-A6ZA-01A-12D-A339-08	127	81	0	19	0	13	23
TCGA-H4-A2HO-01A-11D-A17V-08	0	6	33	7	0	0	26
TCGA-H4-A2HQ-01A-11D-A17V-08	162	93	0	56	45	20	10
TCGA-HQ-A2OE-01A-11D-A202-08	5	17	63	0	8	9	17
TCGA-HQ-A2OF-01A-11D-A26M-08	4	10	0	0	0	5	72
TCGA-HQ-A5ND-01A-11D-A26M-08	0	6	23	5	11	5	23
TCGA-HQ-A5NE-01A-12D-A289-08	108	111	83	0	0	17	1
TCGA-K4-A3WS-01A-11D-A22Z-08	77	41	36	18	75	0	0
TCGA-K4-A3WU-01B-11D-A23M-08	70	22	3	12	9	8	28
TCGA-K4-A3WV-01A-11D-A22Z-08	0	3	4	11	0	4	32
TCGA-K4-A4AB-01B-12D-A289-08	0	11	19	8	15	4	24
TCGA-K4-A4AC-01A-21D-A26M-08	36	20	0	19	14	12	21
TCGA-K4-A54R-01A-11D-A26M-08	463	296	0	5	20	24	10
TCGA-K4-A5RH-01A-11D-A30E-08	19	64	21	14	4	14	18
TCGA-K4-A5RI-01A-11D-A289-08	0	13	57	18	5	0	25
TCGA-K4-A5RJ-01A-11D-A289-08	88	83	158	0	0	3	0
TCGA-K4-A6FZ-01A-11D-A31L-08	44	64	110	133	0	0	0
TCGA-K4-A6MB-01A-11D-A31L-08	42	75	165	0	0	0	17
TCGA-K4-A83P-01A-11D-A34U-08	75	59	0	69	0	0	20
TCGA-K4-AAQO-01A-11D-A38G-08	79	37	1	31	36	6	23
TCGA-KQ-A41N-01A-11D-A339-08	21	21	0	75	48	8	14
TCGA-KQ-A41O-01A-12D-A34U-08	119	37	23	5	5	13	29
TCGA-KQ-A41P-01A-12D-A339-08	128	91	5	20	0	14	15
TCGA-KQ-A41Q-01A-11D-A339-08	18	26	52	0	0	14	28
TCGA-KQ-A41R-01A-21D-A34U-08	61	282	33	162	62	16	51
TCGA-KQ-A41S-01A-12D-A339-08	77	63	47	0	0	2	10
TCGA-LC-A66R-01A-41D-A30E-08	38	22	0	24	2	15	13
TCGA-LT-A5Z6-01A-11D-A289-08	163	167	122	0	0	0	0
TCGA-LT-A8JT-01A-11D-A364-08	13	13	0	8	9	5	19
TCGA-MV-A51V-01A-11D-A26M-08	1006	186	224	0	0	33	0
TCGA-PQ-A6FI-01A-11D-A31L-08	52	24	0	31	12	0	20
TCGA-PQ-A6FN-01A-11D-A31L-08	15	14	0	3	22	0	12
TCGA-R3-A69X-01A-22D-A30E-08	120	25	0	11	2	1	26
TCGA-S5-A6DX-01A-11D-A31L-08	299	176	20	2	0	42	24
TCGA-S5-AA26-01A-11D-A38G-08	115	44	0	0	3	9	21
TCGA-SY-A9G0-01A-12D-A38G-08	4	5	24	0	0	0	13
TCGA-SY-A9G5-01A-11D-A38G-08	365	239	267	0	0	8	0
TCGA-UY-A78K-01A-11D-A339-08	140	85	0	262	200	40	2
TCGA-UY-A78L-01A-12D-A339-08	87	67	0	12	20	4	8
TCGA-UY-A78M-01A-21D-A34U-08	5	12	69	0	0	0	25
TCGA-UY-A78N-01A-12D-A339-08	0	17	0	115	30	6	25
TCGA-UY-A78O-01A-12D-A339-08	31	11	74	0	0	15	36
TCGA-UY-A78P-01A-12D-A364-08	160	67	0	12	0	4	8
TCGA-UY-A8OB-01A-12D-A42E-08	57	12	0	219	2	8	5
TCGA-UY-A8OC-01A-11D-A364-08	21	26	0	10	0	8	13
TCGA-UY-A8OD-01A-11D-A364-08	18	15	0	13	13	0	27
TCGA-UY-A9PA-01A-11D-A38G-08	11	22	20	49	38	0	9
TCGA-UY-A9PB-01A-11D-A38G-08	128	120	110	82	59	0	28
TCGA-UY-A9PD-01A-11D-A38G-08	0	41	88	52	43	7	33
TCGA-UY-A9PE-01A-11D-A38G-08	40	32	43	0	30	17	20
TCGA-UY-A9PF-01A-11D-A38G-08	8	272	24	33	38	7	11
TCGA-UY-A9PH-01A-11D-A38G-08	115	115	59	0	0	21	13
TCGA-XF-A8HB-01A-11D-A364-08	13	3	0	2	2	9	39
TCGA-XF-A8HC-01A-11D-A364-08	26	51	0	5	26	7	29
TCGA-XF-A8HD-01A-11D-A364-08	164	91	154	0	0	27	7
TCGA-XF-A8HE-01A-11D-A364-08	155	151	0	6	15	14	2
TCGA-XF-A8HF-01A-11D-A364-08	1	11	62	7	47	0	11
TCGA-XF-A8HG-01A-11D-A364-08	44	67	0	56	20	8	46
TCGA-XF-A8HH-01A-11D-A38G-08	31	33	11	0	2	5	24
TCGA-XF-A8HI-01A-11D-A38G-08	18	23	29	0	0	0	9
TCGA-XF-A9SG-01A-12D-A42E-08	22	42	91	0	0	9	4
TCGA-XF-A9SH-01A-11D-A391-08	1	0	31	0	0	2	2
TCGA-XF-A9SI-01A-11D-A391-08	88	66	156	0	0	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	62	112	0	46	1	2	16
TCGA-XF-A9SK-01A-11D-A42E-08	23	21	66	0	0	13	3
TCGA-XF-A9SL-01A-11D-A391-08	32	3	14	12	0	2	0
TCGA-XF-A9SM-01A-11D-A42E-08	88	71	52	0	5	0	0
TCGA-XF-A9SP-01A-11D-A391-08	80	57	82	7	0	15	27
TCGA-XF-A9ST-01A-11D-A42E-08	73	51	196	97	26	14	8
TCGA-XF-A9SU-01A-31D-A391-08	2	1	12	7	0	5	15
TCGA-XF-A9SV-01A-21D-A42E-08	12	7	0	2	16	1	24
TCGA-XF-A9SW-01A-11D-A42E-08	1	17	15	6	5	2	13
TCGA-XF-A9SX-01A-21D-A391-08	5	10	15	29	26	6	8
TCGA-XF-A9SY-01A-21D-A42E-08	73	30	62	0	178	32	0
TCGA-XF-A9SZ-01A-11D-A391-08	49	42	0	35	40	7	10
TCGA-XF-A9T0-01A-11D-A391-08	54	388	0	138	69	0	22
TCGA-XF-A9T2-01A-11D-A42E-08	7	12	45	0	0	0	14
TCGA-XF-A9T3-01A-11D-A42E-08	2	36	64	230	14	10	19
TCGA-XF-A9T4-01A-11D-A391-08	0	0	19	0	0	2	9
TCGA-XF-A9T5-01A-11D-A42E-08	320	174	111	0	0	0	3
TCGA-XF-A9T6-01A-11D-A42E-08	0	63	13	93	44	7	25
TCGA-XF-A9T8-01A-11D-A391-08	379	189	74	0	0	0	13
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	10	8	0	1
TCGA-XF-AAMF-01A-21D-A42E-08	25	18	0	0	6	3	15
TCGA-XF-AAMG-01A-11D-A42E-08	373	140	259	0	14	42	10
TCGA-XF-AAMH-01A-11D-A42E-08	0	2	3	11	10	0	19
TCGA-XF-AAMJ-01A-11D-A42E-08	2	1	0	0	5	2	22
