Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-XF-AAMJ-01A-11D-A42E-08	3	0	0	0	32	5	2
TCGA-XF-AAML-01A-11D-A42E-08	163	223	159	1	7	0	32
TCGA-XF-AAMQ-01A-11D-A42E-08	72	69	75	0	16	0	11
TCGA-XF-AAMR-01A-31D-A42E-08	34	40	0	6	14	7	5
TCGA-XF-AAMT-01A-11D-A42E-08	10	1	46	0	13	35	3
TCGA-XF-AAMW-01A-11D-A42E-08	0	0	3	10	1	16	3
TCGA-XF-AAMX-01A-11D-A42E-08	86	42	62	34	27	91	25
TCGA-XF-AAMY-01A-11D-A42E-08	23	29	53	0	27	0	0
TCGA-XF-AAMZ-01A-11D-A42E-08	133	39	4	1	51	31	21
TCGA-XF-AAN0-01A-11D-A42E-08	199	115	112	0	2	0	25
TCGA-XF-AAN1-01A-31D-A42E-08	0	2	48	17	28	0	5
TCGA-XF-AAN2-01A-11D-A42E-08	237	170	137	0	0	0	2
TCGA-XF-AAN3-01A-11D-A42E-08	89	60	0	14	13	2	1
TCGA-XF-AAN4-01A-11D-A42E-08	15	0	10	7	2	0	1
TCGA-XF-AAN5-01A-11D-A42E-08	188	23	102	0	18	3	14
TCGA-XF-AAN7-01A-11D-A42E-08	0	22	17	38	41	34	0
TCGA-XF-AAN8-01A-11D-A42E-08	0	0	0	0	1	1	0
TCGA-YC-A89H-01A-11D-A364-08	52	1666	0	211	73	65	15
TCGA-YC-A8S6-01A-31D-A38G-08	39	16	29	0	8	1	16
TCGA-YC-A9TC-01A-22D-A391-08	37	12	37	0	22	11	4
TCGA-YF-AA3L-01A-11D-A38G-08	18	13	147	65	34	57	12
TCGA-YF-AA3M-01A-11D-A42E-08	32	24	0	61	42	31	0
TCGA-ZF-A9R0-01A-11D-A38G-08	115	56	32	0	22	0	0
TCGA-ZF-A9R1-01A-11D-A391-08	33	22	0	5	25	11	0
TCGA-ZF-A9R2-01A-11D-A391-08	51	20	38	23	8	19	0
TCGA-ZF-A9R3-01A-11D-A38G-08	26	12	28	1	26	0	3
TCGA-ZF-A9R4-01A-11D-A38G-08	47	67	167	0	2	0	1
TCGA-ZF-A9R5-01A-12D-A42E-08	0	0	3	42	30	18	5
TCGA-ZF-A9R7-01A-11D-A38G-08	527	241	0	0	37	0	16
TCGA-ZF-A9R9-01A-11D-A38G-08	63	63	44	5	32	0	18
TCGA-ZF-A9RC-01A-11D-A38G-08	82	707	155	221	13	0	0
TCGA-ZF-A9RD-01A-11D-A42E-08	61	47	41	5	15	26	9
TCGA-ZF-A9RE-01A-11D-A38G-08	1	0	6	11	34	5	8
TCGA-ZF-A9RF-01A-11D-A38G-08	27	31	162	0	22	23	14
TCGA-ZF-A9RG-01A-21D-A42E-08	82	142	41	10	2	0	11
TCGA-ZF-A9RL-01A-11D-A38G-08	132	17	76	29	30	67	22
TCGA-ZF-A9RM-01A-11D-A38G-08	0	4	9	34	18	21	4
TCGA-ZF-A9RN-01A-11D-A42E-08	87	26	0	23	29	50	13
TCGA-ZF-AA4N-01A-11D-A38G-08	41	39	44	11	16	17	13
TCGA-ZF-AA4R-01A-11D-A38G-08	8	6	35	0	7	8	1
TCGA-ZF-AA4T-01A-11D-A38G-08	0	11	14	19	30	33	0
TCGA-ZF-AA4U-01A-11D-A38G-08	0	3	11	23	31	7	0
TCGA-ZF-AA4V-01A-11D-A38G-08	112	306	195	166	10	10	6
TCGA-ZF-AA4W-01A-12D-A38G-08	101	17	106	25	143	117	28
TCGA-ZF-AA4X-01A-11D-A38G-08	283	304	124	0	0	0	19
TCGA-ZF-AA51-01A-21D-A391-08	444	146	98	19	12	25	1
TCGA-ZF-AA52-01A-12D-A391-08	35	49	0	24	14	0	18
TCGA-ZF-AA53-01A-11D-A391-08	117	44	31	0	5	0	0
TCGA-ZF-AA54-01A-11D-A391-08	60	25	108	0	1	0	0
TCGA-ZF-AA56-01A-31D-A391-08	54	15	0	0	21	13	4
TCGA-ZF-AA58-01A-12D-A42E-08	83	41	33	49	6	41	1
TCGA-ZF-AA5H-01A-11D-A391-08	7	17	19	0	24	4	0
TCGA-ZF-AA5N-01A-11D-A42E-08	7	3	5	19	15	7	3
TCGA-ZF-AA5P-01A-11D-A391-08	10	0	25	0	8	0	6
