Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-BT-A20X-01A-11D-A16O-08	3	0	0	0	1	12	1
TCGA-BT-A2LA-01A-11D-A18F-08	7	2	7	0	24	0	3
TCGA-BT-A2LB-01A-11D-A18F-08	52	0	33	58	3	0	13
TCGA-BT-A2LD-01A-12D-A20D-08	0	0	5	4	11	3	1
TCGA-BT-A3PH-01A-11D-A21Z-08	36	52	18	0	10	9	0
TCGA-BT-A3PJ-01A-21D-A21Z-08	33	7	56	0	2	18	9
TCGA-BT-A3PK-01A-21D-A21Z-08	2	4	19	32	6	13	7
TCGA-BT-A42B-01A-32D-A23M-08	0	1	0	1	2	9	0
TCGA-BT-A42C-01A-11D-A23M-08	5	21	19	35	4	0	13
TCGA-BT-A42E-01A-11D-A23U-08	6	9	20	0	0	5	3
TCGA-BT-A42F-01A-11D-A23U-08	11	9	13	0	0	5	1
TCGA-C4-A0EZ-01A-21D-A10S-08	8	5	0	18	20	0	0
TCGA-C4-A0F0-01A-12D-A10S-08	1	4	0	0	4	11	0
TCGA-C4-A0F1-01A-11D-A10S-08	8	9	16	0	11	0	3
TCGA-C4-A0F6-01A-11D-A10S-08	15	26	0	0	9	2	3
TCGA-C4-A0F7-01A-11D-A10S-08	3	4	0	0	15	0	0
TCGA-CF-A1HR-01A-11D-A13W-08	15	24	17	0	6	0	4
TCGA-CF-A1HS-01A-11D-A13W-08	6	30	16	0	2	15	3
TCGA-CF-A27C-01A-11D-A16O-08	8	11	0	9	5	2	0
TCGA-CF-A3MF-01A-12D-A21A-08	1	0	0	0	5	0	0
TCGA-CF-A3MG-01A-11D-A20D-08	10	16	0	0	11	0	0
TCGA-CF-A3MH-01A-11D-A20D-08	1	2	0	5	4	3	1
TCGA-CF-A3MI-01A-11D-A20D-08	0	5	2	0	12	0	2
TCGA-CF-A47S-01A-11D-A23U-08	0	0	0	0	3	4	0
TCGA-CF-A47T-01A-11D-A23U-08	0	0	0	7	2	0	1
TCGA-CF-A47V-01A-11D-A23U-08	9	6	4	0	14	0	0
TCGA-CF-A47W-01A-11D-A23U-08	0	0	0	0	3	4	0
TCGA-CF-A47X-01A-31D-A23U-08	30	40	8	0	14	3	0
TCGA-CF-A47Y-01A-11D-A23U-08	1	7	0	7	0	0	4
TCGA-CF-A5U8-01A-11D-A289-08	2	0	0	10	3	0	1
TCGA-CF-A5UA-01A-11D-A289-08	0	3	0	0	10	0	2
TCGA-CF-A7I0-01A-22D-A34U-08	3	1	0	9	4	0	2
TCGA-CF-A8HX-01A-11D-A364-08	9	2	0	0	4	0	1
TCGA-CF-A8HY-01A-11D-A364-08	0	1	2	14	4	1	0
TCGA-CF-A9FF-01A-11D-A38G-08	9	2	10	0	4	0	4
TCGA-CF-A9FH-01A-11D-A38G-08	0	0	1	0	1	0	2
TCGA-CF-A9FL-01A-11D-A38G-08	0	0	4	1	2	2	3
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	0	6	1	0	0
TCGA-CU-A0YN-01A-21D-A10S-08	6	0	0	22	0	11	0
TCGA-CU-A0YO-01A-11D-A10S-08	1	0	12	1	10	1	3
TCGA-CU-A0YR-01A-12D-A10S-08	4	0	0	23	3	12	1
TCGA-CU-A3KJ-01A-11D-A21A-08	17	21	12	0	1	8	0
TCGA-CU-A3QU-01A-11D-A22Z-08	7	7	0	5	5	0	3
TCGA-CU-A3YL-01A-11D-A22Z-08	14	11	32	0	1	0	6
TCGA-CU-A5W6-01A-11D-A289-08	17	14	22	0	8	1	5
TCGA-CU-A72E-01A-12D-A339-08	13	11	0	2	9	0	0
TCGA-DK-A1A3-01A-11D-A13W-08	65	32	38	1	4	10	1
TCGA-DK-A1A5-01A-11D-A13W-08	15	25	17	10	1	0	1
TCGA-DK-A1A6-01A-11D-A13W-08	14	25	4	0	5	14	0
TCGA-DK-A1A7-01A-11D-A13W-08	10	1	0	30	15	1	4
TCGA-DK-A1AA-01A-11D-A13W-08	2	1	0	13	1	0	3
TCGA-DK-A1AB-01A-11D-A13W-08	14	28	0	0	6	0	0
TCGA-DK-A1AC-01A-11D-A13W-08	287	79	58	0	9	0	32
TCGA-DK-A1AD-01A-11D-A13W-08	13	11	3	20	8	0	3
TCGA-DK-A1AE-01A-11D-A13W-08	13	3	2	0	1	13	4
TCGA-DK-A1AF-01A-11D-A13W-08	3	12	3	10	0	0	2
TCGA-DK-A1AG-01A-11D-A13W-08	6	13	21	0	6	0	4
TCGA-DK-A2HX-01A-12D-A18F-08	4	7	1	5	9	0	1
TCGA-DK-A2I1-01A-11D-A17V-08	27	12	0	0	5	1	0
TCGA-DK-A2I2-01A-11D-A17V-08	11	1	0	3	7	0	0
TCGA-DK-A2I4-01A-11D-A21A-08	129	76	26	20	8	0	8
TCGA-DK-A2I6-01A-12D-A18F-08	15	8	35	4	4	11	1
TCGA-DK-A3IK-01A-32D-A21A-08	0	8	28	8	10	8	2
TCGA-DK-A3IL-01A-11D-A20D-08	0	5	3	7	1	20	8
TCGA-DK-A3IM-01A-11D-A20D-08	1	0	3	10	12	0	0
TCGA-DK-A3IN-01A-11D-A20D-08	34	27	13	17	0	0	2
TCGA-DK-A3IQ-01A-31D-A20D-08	8	17	12	0	7	2	3
TCGA-DK-A3IS-01A-21D-A21A-08	39	29	0	0	11	0	5
TCGA-DK-A3IT-01A-31D-A20D-08	23	59	16	0	1	10	1
TCGA-DK-A3IU-01A-11D-A20D-08	33	7	41	11	10	1	3
TCGA-DK-A3IV-01A-22D-A21A-08	3	2	0	11	1	0	0
TCGA-DK-A3WW-01A-22D-A23M-08	124	123	85	0	0	6	17
TCGA-DK-A3WX-01A-22D-A22Z-08	5	1	0	0	7	0	0
TCGA-DK-A3WY-01A-11D-A22Z-08	0	2	6	0	0	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	138	68	0	43	0	0	15
TCGA-DK-A3X2-01A-11D-A22Z-08	3	7	0	6	17	0	0
TCGA-DK-A6AV-01A-12D-A30E-08	17	7	0	0	0	10	3
TCGA-DK-A6AW-01A-11D-A30E-08	10	0	15	0	23	13	975
TCGA-DK-A6B0-01A-11D-A31L-08	0	0	0	0	0	2	0
TCGA-DK-A6B1-01A-12D-A30E-08	20	8	0	0	16	2	4
TCGA-DK-A6B2-01A-11D-A30E-08	2	10	16	0	14	5	4
TCGA-DK-A6B5-01A-11D-A31L-08	21	10	0	9	3	7	0
TCGA-DK-A6B6-01A-11D-A30E-08	154	75	77	0	13	0	16
TCGA-DK-AA6L-01A-11D-A391-08	19	37	14	0	5	6	5
TCGA-DK-AA6M-01A-11D-A391-08	7	0	1	0	9	5	0
TCGA-DK-AA6P-01A-11D-A391-08	18	14	0	0	0	15	7
TCGA-DK-AA6Q-01A-11D-A391-08	6	14	0	0	3	8	2
TCGA-DK-AA6R-01A-11D-A42E-08	10	10	12	4	3	54	3
TCGA-DK-AA6S-01A-21D-A391-08	34	64	19	18	0	11	6
TCGA-DK-AA6T-01A-11D-A391-08	0	8	0	0	4	0	2
TCGA-DK-AA6U-01A-11D-A391-08	36	24	0	0	9	59	0
TCGA-DK-AA6W-01A-12D-A391-08	21	14	11	0	13	0	6
TCGA-DK-AA6X-01A-12D-A42E-08	4	10	1	0	4	0	5
TCGA-DK-AA71-01A-31D-A391-08	58	66	1	0	11	5	12
TCGA-DK-AA74-01A-11D-A391-08	11	19	7	13	0	0	8
TCGA-DK-AA75-01A-11D-A391-08	52	2	60	0	0	0	15
TCGA-DK-AA76-01A-11D-A391-08	20	20	0	0	6	18	1
TCGA-DK-AA77-01A-11D-A391-08	4	0	29	31	7	22	2
TCGA-E5-A2PC-01A-11D-A202-08	23	6	3	5	18	16	0
TCGA-E5-A4TZ-01A-11D-A31L-08	26	39	21	0	25	7	1
TCGA-E5-A4U1-01A-11D-A31L-08	45	65	44	0	1	7	8
TCGA-E7-A3X6-01A-12D-A22Z-08	16	5	0	0	2	5	3
TCGA-E7-A3Y1-01A-11D-A22Z-08	1	0	0	45	7	0	0
TCGA-E7-A4IJ-01A-31D-A26M-08	39	24	2	4	4	18	5
TCGA-E7-A4XJ-01A-11D-A26M-08	0	0	0	0	4	0	0
TCGA-E7-A519-01A-11D-A26M-08	1	5	0	5	3	0	4
TCGA-E7-A541-01A-11D-A26M-08	17	19	49	0	10	13	2
TCGA-E7-A5KE-01A-11D-A289-08	6	0	31	0	16	14	7
TCGA-E7-A5KF-01A-11D-A289-08	11	12	33	0	0	0	4
TCGA-E7-A677-01A-11D-A30E-08	0	1	3	31	7	17	0
TCGA-E7-A678-01A-11D-A30E-08	0	0	0	7	1	0	0
TCGA-E7-A6MD-01A-41D-A34U-08	38	27	31	19	16	0	0
TCGA-E7-A6ME-01A-22D-A32B-08	0	2	0	29	0	0	3
TCGA-E7-A6MF-01A-12D-A32B-08	5	7	0	0	0	3	0
TCGA-E7-A7DU-01A-11D-A32B-08	21	18	12	0	2	5	6
TCGA-E7-A7DV-01A-11D-A339-08	8	34	10	2	5	0	8
TCGA-E7-A7PW-01A-11D-A34U-08	9	3	0	0	4	9	0
TCGA-E7-A7XN-01A-11D-A34U-08	69	103	59	0	2	0	8
TCGA-E7-A85H-01A-11D-A34U-08	17	2	0	49	27	28	0
TCGA-E7-A8O7-01A-11D-A364-08	1	1	1	2	1	0	1
TCGA-E7-A8O8-01A-11D-A364-08	0	4	0	0	14	10	0
TCGA-E7-A97P-01A-11D-A38G-08	4	4	0	33	8	0	6
TCGA-E7-A97Q-01A-11D-A38G-08	0	1	9	10	0	0	0
TCGA-FD-A3B3-01A-12D-A202-08	4	15	9	0	5	2	7
TCGA-FD-A3B4-01A-12D-A202-08	1	1	0	0	0	15	5
TCGA-FD-A3B5-01A-11D-A20D-08	8	4	20	0	9	2	0
TCGA-FD-A3B6-01A-21D-A20D-08	15	15	6	14	1	0	2
TCGA-FD-A3B7-01A-31D-A20D-08	0	0	2	8	8	0	0
TCGA-FD-A3B8-01A-31D-A20D-08	1	3	0	0	1	0	0
TCGA-FD-A3N5-01A-11D-A21A-08	2	1	0	48	12	20	5
TCGA-FD-A3N6-01A-11D-A21A-08	6	1	7	0	9	0	5
TCGA-FD-A3NA-01A-11D-A21A-08	22	9	0	4	0	2	0
TCGA-FD-A3SJ-01A-12D-A22Z-08	10	21	0	0	15	24	2
TCGA-FD-A3SL-01A-21D-A22Z-08	5	15	9	11	7	8	9
TCGA-FD-A3SM-01A-11D-A22Z-08	14	21	0	0	4	6	0
TCGA-FD-A3SN-01A-12D-A22Z-08	54	6	14	0	6	12	3
TCGA-FD-A3SO-01A-11D-A22Z-08	45	21	38	0	5	0	0
TCGA-FD-A3SP-01A-31D-A22Z-08	5	5	4	13	2	0	1
TCGA-FD-A3SQ-01A-21D-A22Z-08	1	4	0	2	12	0	0
TCGA-FD-A3SR-01A-11D-A22Z-08	6	8	3	11	6	1	4
TCGA-FD-A3SS-01A-12D-A22Z-08	70	39	18	0	4	0	11
TCGA-FD-A43N-01A-11D-A23U-08	7	18	7	0	22	1	2
TCGA-FD-A43P-01A-31D-A23U-08	31	44	0	19	11	11	7
TCGA-FD-A43S-01A-21D-A23U-08	0	0	0	0	0	1	0
TCGA-FD-A43U-01A-11D-A23U-08	2	0	0	0	4	8	0
TCGA-FD-A43X-01A-11D-A23U-08	22	17	29	8	4	0	2
TCGA-FD-A43Y-01A-21D-A26M-08	0	2	0	6	11	0	1
TCGA-FD-A5BR-01A-11D-A26M-08	0	0	1	11	7	0	0
TCGA-FD-A5BS-01A-21D-A26M-08	2	1	1	4	1	0	0
TCGA-FD-A5BT-01A-11D-A26M-08	9	14	5	7	0	0	3
TCGA-FD-A5BU-01A-31D-A26M-08	4	1	0	0	5	11	1
TCGA-FD-A5BV-01A-11D-A26M-08	0	3	0	8	7	9	0
TCGA-FD-A5BX-01A-11D-A26M-08	37	45	24	0	0	0	5
TCGA-FD-A5BY-01A-31D-A289-08	4	0	0	5	7	2	0
TCGA-FD-A5BZ-01A-11D-A289-08	0	0	27	0	0	5	4
TCGA-FD-A5C0-01A-11D-A289-08	3	4	8	8	16	7	1
TCGA-FD-A5C1-01A-11D-A289-08	9	11	10	0	9	5	4
TCGA-FD-A62N-01A-11D-A30E-08	0	0	0	23	0	0	0
TCGA-FD-A62O-01A-11D-A30E-08	8	6	29	0	9	0	4
TCGA-FD-A62P-01A-32D-A30E-08	13	16	64	0	3	0	6
TCGA-FD-A62S-01A-11D-A30E-08	0	0	2	9	9	1	0
TCGA-FD-A6TA-01A-12D-A339-08	19	50	0	0	1	0	6
TCGA-FD-A6TB-01A-12D-A339-08	6	22	19	0	0	0	3
TCGA-FD-A6TC-01A-21D-A339-08	111	119	18	0	10	0	2
TCGA-FD-A6TD-01A-51D-A339-08	13	4	4	8	6	4	0
TCGA-FD-A6TE-01A-12D-A339-08	23	31	0	0	6	0	0
TCGA-FD-A6TF-01A-52D-A32B-08	6	16	11	7	12	2	0
TCGA-FD-A6TG-01A-11D-A32B-08	24	18	29	54	1	0	4
TCGA-FD-A6TH-01A-11D-A32B-08	5	7	23	4	13	0	1
TCGA-FD-A6TI-01A-11D-A32B-08	1	2	6	0	7	7	7
TCGA-FD-A6TK-01A-42D-A339-08	4	6	0	15	3	0	0
TCGA-FJ-A3Z7-01A-12D-A23M-08	38	28	7	0	17	5	0
TCGA-FJ-A3Z9-01A-11D-A26M-08	3	3	0	0	6	4	3
TCGA-FJ-A3ZE-01A-11D-A23M-08	3	4	0	0	7	87	3
TCGA-FJ-A3ZF-01A-11D-A23M-08	20	4	24	21	1	1	6
TCGA-FJ-A871-01A-11D-A34U-08	0	2	0	9	3	0	1
TCGA-FT-A3EE-01A-11D-A202-08	3	0	11	17	8	0	1
TCGA-FT-A61P-01A-11D-A30E-08	3	0	22	27	1	0	4
TCGA-G2-A2EC-01A-11D-A17V-08	31	15	0	1	2	1	5
TCGA-G2-A2EF-01A-12D-A18F-08	34	36	0	12	0	0	0
TCGA-G2-A2EJ-01A-11D-A17V-08	10	29	9	0	0	20	1
TCGA-G2-A2EK-01A-22D-A18F-08	4	2	0	0	5	2	0
TCGA-G2-A2EL-01A-12D-A18F-08	11	20	14	0	6	0	1
TCGA-G2-A2EO-01A-11D-A17V-08	99	118	7	0	9	1	13
TCGA-G2-A2ES-01A-11D-A17V-08	35	8	0	43	5	24	2
TCGA-G2-A3IB-01A-11D-A20D-08	4	0	1	0	0	16	2
TCGA-G2-A3IE-01A-11D-A20D-08	29	42	0	8	1	0	2
TCGA-G2-A3VY-01A-11D-A22Z-08	49	119	0	0	6	12	6
TCGA-G2-AA3B-01A-11D-A391-08	51	76	43	0	0	1	9
TCGA-G2-AA3C-01A-21D-A391-08	13	21	19	0	8	5	1
TCGA-G2-AA3D-01A-11D-A391-08	25	38	1	0	1	1	4
TCGA-G2-AA3F-01A-12D-A42E-08	4	6	0	21	2	0	0
TCGA-GC-A3BM-01A-11D-A22Z-08	5	7	0	3	16	0	2
TCGA-GC-A3I6-01A-11D-A20D-08	13	9	0	4	5	4	8
TCGA-GC-A3OO-01A-11D-A22Z-08	20	6	1	9	0	7	4
TCGA-GC-A3RB-01A-12D-A21Z-08	5	14	0	8	14	0	5
TCGA-GC-A3RC-01A-11D-A22Z-08	25	9	10	31	6	13	2
TCGA-GC-A3RD-01A-12D-A22Z-08	6	5	0	0	2	12	0
TCGA-GC-A3WC-01A-31D-A22Z-08	5	7	14	0	10	4	2
TCGA-GC-A3YS-01A-11D-A23M-08	9	4	37	12	0	0	0
TCGA-GC-A4ZW-01A-11D-A26M-08	41	77	65	0	0	0	0
TCGA-GC-A6I1-01A-12D-A31L-08	21	14	5	1	9	3	6
TCGA-GC-A6I3-01A-11D-A31L-08	13	21	6	0	6	13	3
TCGA-GD-A2C5-01A-12D-A17V-08	19	25	12	13	6	0	2
TCGA-GD-A3OP-01A-21D-A21Z-08	26	25	0	28	2	1	5
TCGA-GD-A3OQ-01A-32D-A21Z-08	2	9	3	5	3	0	2
TCGA-GD-A3OS-01A-12D-A21Z-08	4	1	1	0	9	6	0
TCGA-GD-A6C6-01A-21D-A31L-08	26	25	5	6	3	8	5
TCGA-GD-A76B-01A-11D-A32B-08	4	0	28	0	6	0	1
TCGA-GU-A42P-01A-11D-A23U-08	20	9	20	18	0	0	3
TCGA-GU-A42Q-01A-11D-A23U-08	12	16	0	0	7	6	3
TCGA-GU-A42R-01A-11D-A23M-08	8	7	25	3	0	0	0
TCGA-GU-A762-01A-11D-A339-08	0	3	8	0	5	0	3
TCGA-GU-A763-01A-11D-A32B-08	0	0	6	4	3	0	2
TCGA-GU-A764-01A-11D-A34U-08	7	4	10	0	2	7	1
TCGA-GU-A766-01A-11D-A32B-08	16	20	0	5	0	0	1
TCGA-GU-A767-01A-11D-A32B-08	16	11	9	0	0	61	6
TCGA-GU-AATO-01A-11D-A391-08	32	30	0	20	6	0	0
TCGA-GU-AATP-01A-11D-A391-08	33	32	21	11	8	0	3
TCGA-GU-AATQ-01A-11D-A391-08	3	17	13	15	0	0	0
TCGA-GV-A3JV-01A-11D-A21Z-08	2	0	14	0	11	0	0
TCGA-GV-A3JW-01A-11D-A20D-08	0	7	0	11	1	1	2
TCGA-GV-A3JX-01A-11D-A20D-08	13	22	23	8	0	0	1
TCGA-GV-A3JZ-01A-11D-A21A-08	14	32	64	0	0	0	11
TCGA-GV-A3QF-01A-31D-A22Z-08	4	0	6	11	3	14	0
TCGA-GV-A3QG-01A-11D-A21Z-08	2	3	0	4	7	4	0
TCGA-GV-A3QH-01A-11D-A21Z-08	6	16	4	0	11	5	0
TCGA-GV-A3QI-01A-11D-A21Z-08	5	0	36	52	6	24	2
TCGA-GV-A3QK-01B-11D-A23M-08	6	2	13	0	12	2	7
TCGA-GV-A40E-01A-12D-A23M-08	3	20	0	19	6	0	5
TCGA-GV-A40G-01A-11D-A23M-08	8	2	15	13	15	0	0
TCGA-GV-A6ZA-01A-12D-A339-08	8	34	21	5	4	0	6
TCGA-H4-A2HO-01A-11D-A17V-08	5	1	0	8	9	0	0
TCGA-H4-A2HQ-01A-11D-A17V-08	52	24	17	28	2	6	0
TCGA-HQ-A2OE-01A-11D-A202-08	7	17	0	6	4	15	0
TCGA-HQ-A2OF-01A-11D-A26M-08	2	1	0	2	22	1	1
TCGA-HQ-A5ND-01A-11D-A26M-08	1	1	11	0	5	3	6
TCGA-HQ-A5NE-01A-12D-A289-08	28	43	12	3	15	0	0
TCGA-K4-A3WS-01A-11D-A22Z-08	13	10	9	0	4	37	5
TCGA-K4-A3WU-01B-11D-A23M-08	7	15	8	0	17	3	7
TCGA-K4-A3WV-01A-11D-A22Z-08	2	0	0	14	2	0	1
TCGA-K4-A4AB-01B-12D-A289-08	0	6	4	0	12	8	0
TCGA-K4-A4AC-01A-21D-A26M-08	0	0	33	0	9	2	3
TCGA-K4-A54R-01A-11D-A26M-08	92	106	37	0	0	0	35
TCGA-K4-A5RH-01A-11D-A30E-08	14	11	9	5	0	3	3
TCGA-K4-A5RI-01A-11D-A289-08	1	3	11	9	6	2	5
TCGA-K4-A5RJ-01A-11D-A289-08	22	30	38	0	0	9	5
TCGA-K4-A6FZ-01A-11D-A31L-08	34	14	0	26	0	39	1
TCGA-K4-A6MB-01A-11D-A31L-08	25	33	4	0	10	12	3
TCGA-K4-A83P-01A-11D-A34U-08	14	7	18	4	3	4	1
TCGA-K4-AAQO-01A-11D-A38G-08	19	11	3	29	3	0	0
TCGA-KQ-A41N-01A-11D-A339-08	6	0	25	14	0	0	2
TCGA-KQ-A41O-01A-12D-A34U-08	10	31	6	0	10	1	3
TCGA-KQ-A41P-01A-12D-A339-08	30	31	0	4	8	2	14
TCGA-KQ-A41Q-01A-11D-A339-08	8	10	0	4	11	0	3
TCGA-KQ-A41R-01A-21D-A34U-08	107	13	0	71	21	5	5
TCGA-KQ-A41S-01A-12D-A339-08	12	18	23	1	0	0	7
TCGA-LC-A66R-01A-41D-A30E-08	4	8	17	0	5	0	6
TCGA-LT-A5Z6-01A-11D-A289-08	82	69	0	24	1	1	1
TCGA-LT-A8JT-01A-11D-A364-08	8	5	4	0	4	0	2
TCGA-MV-A51V-01A-11D-A26M-08	106	273	34	0	2	22	27
TCGA-PQ-A6FI-01A-11D-A31L-08	9	8	0	2	6	8	8
TCGA-PQ-A6FN-01A-11D-A31L-08	5	4	0	2	3	9	0
TCGA-R3-A69X-01A-22D-A30E-08	28	16	0	1	1	4	4
TCGA-S5-A6DX-01A-11D-A31L-08	69	80	15	19	13	0	4
TCGA-S5-AA26-01A-11D-A38G-08	25	26	9	0	8	0	0
TCGA-SY-A9G0-01A-12D-A38G-08	0	3	6	0	2	0	3
TCGA-SY-A9G5-01A-11D-A38G-08	99	119	0	8	9	0	14
TCGA-UY-A78K-01A-11D-A339-08	22	39	0	82	3	58	7
TCGA-UY-A78L-01A-12D-A339-08	20	16	11	8	1	0	2
TCGA-UY-A78M-01A-21D-A34U-08	8	9	6	0	6	5	1
TCGA-UY-A78N-01A-12D-A339-08	7	0	0	20	6	20	2
TCGA-UY-A78O-01A-12D-A339-08	12	6	0	0	18	0	2
TCGA-UY-A78P-01A-12D-A364-08	26	32	0	0	6	6	4
TCGA-UY-A8OB-01A-12D-A42E-08	2	11	0	50	0	0	7
TCGA-UY-A8OC-01A-11D-A364-08	4	7	7	0	4	0	5
TCGA-UY-A8OD-01A-11D-A364-08	5	4	0	4	5	4	1
TCGA-UY-A9PA-01A-11D-A38G-08	7	2	0	24	10	0	0
TCGA-UY-A9PB-01A-11D-A38G-08	27	29	23	66	9	0	10
TCGA-UY-A9PD-01A-11D-A38G-08	14	11	8	0	23	27	2
TCGA-UY-A9PE-01A-11D-A38G-08	8	15	20	0	4	5	3
TCGA-UY-A9PF-01A-11D-A38G-08	97	5	0	34	10	0	0
TCGA-UY-A9PH-01A-11D-A38G-08	33	39	2	5	12	0	6
TCGA-XF-A8HB-01A-11D-A364-08	0	4	0	0	4	7	4
TCGA-XF-A8HC-01A-11D-A364-08	21	7	0	7	3	0	0
TCGA-XF-A8HD-01A-11D-A364-08	26	52	0	9	11	6	3
TCGA-XF-A8HE-01A-11D-A364-08	39	23	45	2	0	0	2
TCGA-XF-A8HF-01A-11D-A364-08	4	5	0	8	2	15	1
TCGA-XF-A8HG-01A-11D-A364-08	22	12	0	21	23	10	0
TCGA-XF-A8HH-01A-11D-A38G-08	3	8	8	0	7	0	4
TCGA-XF-A8HI-01A-11D-A38G-08	5	3	3	0	3	1	0
TCGA-XF-A9SG-01A-12D-A42E-08	23	15	0	0	4	7	2
TCGA-XF-A9SH-01A-11D-A391-08	2	2	1	0	7	0	0
TCGA-XF-A9SI-01A-11D-A391-08	31	45	7	0	3	0	2
TCGA-XF-A9SJ-01A-11D-A391-08	41	16	7	0	7	10	1
TCGA-XF-A9SK-01A-11D-A42E-08	11	14	0	2	10	0	5
TCGA-XF-A9SL-01A-11D-A391-08	3	12	0	0	4	4	0
TCGA-XF-A9SM-01A-11D-A42E-08	25	31	0	0	0	8	0
TCGA-XF-A9SP-01A-11D-A391-08	2	12	57	1	2	0	5
TCGA-XF-A9ST-01A-11D-A42E-08	22	39	11	7	5	61	13
TCGA-XF-A9SU-01A-31D-A391-08	0	0	1	3	8	0	3
TCGA-XF-A9SV-01A-21D-A42E-08	1	0	5	4	0	8	4
TCGA-XF-A9SW-01A-11D-A42E-08	3	2	5	0	4	0	2
TCGA-XF-A9SX-01A-21D-A391-08	1	2	0	11	2	8	3
TCGA-XF-A9SY-01A-21D-A42E-08	11	23	8	0	0	56	10
TCGA-XF-A9SZ-01A-11D-A391-08	12	8	7	2	3	5	0
TCGA-XF-A9T0-01A-11D-A391-08	155	4	16	5	17	38	14
TCGA-XF-A9T2-01A-11D-A42E-08	7	5	0	0	0	6	0
TCGA-XF-A9T3-01A-11D-A42E-08	5	5	0	40	6	37	3
TCGA-XF-A9T4-01A-11D-A391-08	4	1	0	6	5	0	0
TCGA-XF-A9T5-01A-11D-A42E-08	101	81	0	3	14	1	0
TCGA-XF-A9T6-01A-11D-A42E-08	18	0	10	0	8	34	9
TCGA-XF-A9T8-01A-11D-A391-08	65	100	0	11	17	0	0
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	0	0	1	0
TCGA-XF-AAMF-01A-21D-A42E-08	6	5	0	0	4	0	0
TCGA-XF-AAMG-01A-11D-A42E-08	55	104	65	0	28	5	16
TCGA-XF-AAMH-01A-11D-A42E-08	0	0	5	7	4	0	2
