Samples	SBS96A
TCGA-A2-A0EY-01A-11W-A050-09	290
TCGA-A2-A0ST-01A-12D-A099-09	22
TCGA-A2-A0SU-01A-11D-A099-09	33
TCGA-A2-A0SV-01A-11D-A099-09	39
TCGA-A2-A0SW-01A-11D-A099-09	59
TCGA-A2-A0SX-01A-12D-A099-09	40
TCGA-A2-A0SY-01A-31D-A099-09	151
TCGA-A2-A0T0-01A-22D-A099-09	187
TCGA-A2-A0T1-01A-21D-A099-09	29
TCGA-A2-A0T2-01A-11W-A097-09	36
TCGA-A2-A0T3-01A-21D-A10Y-09	39
TCGA-A2-A0T4-01A-31D-A099-09	34
TCGA-A2-A0T5-01A-21D-A099-09	16
TCGA-A2-A0T6-01A-11D-A099-09	26
TCGA-A2-A0T7-01A-21D-A099-09	22
TCGA-A2-A0YC-01A-11D-A117-09	28
TCGA-A2-A0YD-01A-11D-A10G-09	90
TCGA-A2-A0YE-01A-11D-A10G-09	39
TCGA-A2-A0YF-01A-21D-A10G-09	34
TCGA-A2-A0YG-01A-21D-A10G-09	70
TCGA-A2-A0YH-01A-11D-A10G-09	101
TCGA-A2-A0YI-01A-31D-A10M-09	14
TCGA-A2-A0YJ-01A-11D-A10G-09	83
TCGA-A2-A0YK-01A-22D-A117-09	432
TCGA-A2-A0YL-01A-21D-A10G-09	46
TCGA-A2-A0YM-01A-11D-A10G-09	89
TCGA-A2-A0YT-01A-11D-A10G-09	67
TCGA-A2-A1FV-01A-11D-A13L-09	40
TCGA-A2-A1FW-01A-11D-A13L-09	82
TCGA-A2-A1FX-01A-11D-A13L-09	27
TCGA-A2-A1FZ-01A-51D-A17G-09	29
TCGA-A2-A1G0-01A-11D-A13L-09	22
TCGA-A2-A1G1-01A-21D-A13L-09	39
TCGA-A2-A1G4-01A-11D-A13L-09	31
TCGA-A2-A1G6-01A-11D-A13L-09	8
TCGA-A2-A259-01A-11D-A16D-09	21
TCGA-A2-A25A-01A-12D-A16D-09	465
TCGA-A2-A25B-01A-11D-A167-09	114
TCGA-A2-A25C-01A-11D-A167-09	41
TCGA-A2-A25D-01A-12D-A16D-09	53
TCGA-A2-A25E-01A-11D-A167-09	65
TCGA-A2-A25F-01A-11D-A167-09	6
TCGA-A2-A3KD-01A-12D-A20S-09	20
TCGA-A2-A3XT-01A-11D-A22X-09	116
TCGA-A2-A3XU-01A-12D-A22X-09	30
TCGA-A2-A3XV-01A-21D-A23C-09	45
TCGA-A2-A3XW-01A-11D-A23C-09	13
TCGA-A2-A3XX-01A-21D-A23C-09	54
TCGA-A2-A3XZ-01A-42D-A23C-09	55
TCGA-A2-A3Y0-01A-11D-A23C-09	224
TCGA-A2-A4S1-01A-21D-A25Q-09	87
TCGA-A2-A4S2-01A-12D-A25Q-09	39
TCGA-A2-A4S3-01A-21D-A25Q-09	97
TCGA-A7-A0CD-01A-11W-A019-09	40
TCGA-A7-A0CE-01A-11W-A019-09	163
TCGA-A7-A0CG-01A-11W-A019-09	72
TCGA-A7-A0CJ-01A-21W-A019-09	88
TCGA-A7-A0D9-01A-31W-A071-09	24
TCGA-A7-A0DA-01A-31D-A10Y-09	150
TCGA-A7-A0DB-01A-11D-A272-09	54
TCGA-A7-A13D-01A-13D-A272-09	129
TCGA-A7-A13E-01A-11D-A272-09	40
TCGA-A7-A13F-01A-11D-A12Q-09	37
TCGA-A7-A13G-01A-11D-A13L-09	29
TCGA-A7-A26E-01A-11D-A272-09	60
TCGA-A7-A26F-01A-21D-A167-09	47
TCGA-A7-A26G-01A-21D-A167-09	66
TCGA-A7-A26H-01A-11D-A167-09	136
TCGA-A7-A26I-01A-11D-A167-09	47
TCGA-A7-A26J-01A-11D-A272-09	39
TCGA-A7-A2KD-01A-31D-A21Q-09	54
TCGA-A7-A3RF-01A-11D-A228-09	37
TCGA-A7-A425-01A-11D-A243-09	38
TCGA-A7-A4SC-01A-12D-A25Q-09	34
TCGA-A7-A4SD-01A-11D-A25Q-09	61
TCGA-A7-A4SE-01A-11D-A25Q-09	130
TCGA-A7-A56D-01A-11D-A27P-09	183
TCGA-A7-A5ZW-01A-12D-A29N-09	34
TCGA-A7-A5ZX-01A-12D-A29N-09	37
TCGA-A7-A6VV-01A-22D-A33E-09	59
TCGA-A7-A6VW-01A-21D-A33E-09	79
TCGA-A7-A6VX-01A-12D-A33E-09	186
TCGA-A7-A6VY-01A-12D-A33E-09	129
TCGA-A8-A06O-01A-11W-A019-09	86
TCGA-A8-A06P-01A-11W-A019-09	81
TCGA-A8-A06Q-01A-11W-A050-09	280
TCGA-A8-A06R-01A-11D-A015-09	66
TCGA-A8-A06T-01A-11W-A019-09	38
TCGA-A8-A06U-01A-11W-A019-09	87
TCGA-A8-A06X-01A-21W-A019-09	282
TCGA-A8-A06Y-01A-21W-A019-09	40
TCGA-A8-A06Z-01A-11W-A019-09	89
TCGA-A8-A075-01A-11D-A099-09	83
TCGA-A8-A076-01A-21W-A019-09	91
TCGA-A8-A079-01A-21W-A019-09	103
TCGA-A8-A07B-01A-11W-A019-09	79
TCGA-A8-A07F-01A-11W-A019-09	37
TCGA-A8-A07G-01A-11W-A050-09	80
TCGA-A8-A07I-01A-11W-A019-09	63
TCGA-A8-A07J-01A-11W-A019-09	91
TCGA-A8-A07L-01A-11W-A019-09	118
TCGA-A8-A07O-01A-11W-A019-09	63
TCGA-A8-A07P-01A-11W-A019-09	74
TCGA-A8-A07U-01A-11W-A050-09	115
TCGA-A8-A07W-01A-11W-A019-09	156
TCGA-A8-A07Z-01A-11W-A019-09	26
TCGA-A8-A081-01A-11W-A019-09	129
TCGA-A8-A082-01A-11W-A019-09	28
TCGA-A8-A083-01A-21W-A019-09	34
TCGA-A8-A085-01A-11W-A019-09	94
TCGA-A8-A08B-01A-11W-A019-09	61
TCGA-A8-A08C-01A-11W-A019-09	9
TCGA-A8-A08F-01A-11W-A019-09	136
TCGA-A8-A08G-01A-11W-A019-09	52
TCGA-A8-A08H-01A-21W-A019-09	229
TCGA-A8-A08J-01A-11W-A019-09	41
TCGA-A8-A08L-01A-11W-A019-09	260
TCGA-A8-A08O-01A-21W-A071-09	32
TCGA-A8-A08P-01A-11W-A019-09	82
TCGA-A8-A08R-01A-11W-A050-09	275
TCGA-A8-A08S-01A-11W-A050-09	67
TCGA-A8-A08T-01A-21W-A019-09	70
TCGA-A8-A08X-01A-21W-A019-09	48
TCGA-A8-A08Z-01A-21W-A019-09	44
TCGA-A8-A090-01A-11W-A019-09	46
TCGA-A8-A091-01A-11W-A019-09	30
TCGA-A8-A092-01A-11W-A019-09	96
TCGA-A8-A093-01A-11W-A019-09	137
TCGA-A8-A094-01A-11W-A019-09	217
TCGA-A8-A095-01A-11W-A019-09	200
TCGA-A8-A096-01A-11W-A019-09	45
TCGA-A8-A097-01A-11W-A050-09	121
TCGA-A8-A099-01A-11W-A019-09	42
TCGA-A8-A09A-01A-11W-A019-09	245
TCGA-A8-A09B-01A-11W-A019-09	52
TCGA-A8-A09C-01A-11W-A019-09	58
TCGA-A8-A09D-01A-11W-A019-09	67
TCGA-A8-A09E-01A-11W-A019-09	92
TCGA-A8-A09G-01A-21W-A019-09	311
TCGA-A8-A09I-01A-22W-A050-09	162
TCGA-A8-A09K-01A-11W-A019-09	51
TCGA-A8-A09M-01A-11W-A019-09	169
TCGA-A8-A09N-01A-11W-A019-09	146
TCGA-A8-A09Q-01A-11W-A019-09	175
TCGA-A8-A09T-01A-11W-A019-09	29
TCGA-A8-A09V-01A-11D-A045-09	31
TCGA-A8-A09W-01A-11W-A019-09	93
TCGA-A8-A09X-01A-11W-A019-09	70
TCGA-A8-A09Z-01A-11W-A019-09	1322
TCGA-A8-A0A1-01A-11W-A019-09	67
TCGA-A8-A0A2-01A-11W-A050-09	52
TCGA-A8-A0A4-01A-11W-A019-09	73
TCGA-A8-A0A6-01A-12W-A071-09	43
TCGA-A8-A0A7-01A-11W-A019-09	278
TCGA-A8-A0A9-01A-11W-A019-09	68
TCGA-A8-A0AB-01A-11W-A050-09	40
TCGA-A8-A0AD-01A-11W-A071-09	29
TCGA-AC-A23C-01A-12D-A167-09	125
TCGA-AC-A23E-01A-11D-A159-09	20
TCGA-AC-A23H-01A-11D-A159-09	5702
TCGA-AC-A2B8-01A-11D-A17D-09	110
TCGA-AC-A2BK-01A-11D-A21Q-09	104
TCGA-AC-A2BM-01A-11D-A21Q-09	19
TCGA-AC-A2FB-01A-11D-A17D-09	13
TCGA-AC-A2FF-01A-11D-A17D-09	12
TCGA-AC-A2FG-01A-11D-A17D-09	37
TCGA-AC-A2FO-01A-11D-A17W-09	27
TCGA-AC-A2QH-01A-11D-A18P-09	33
TCGA-AC-A3HN-01A-11D-A20S-09	25
TCGA-AC-A3OD-01A-11D-A21Q-09	34
TCGA-AC-A3QP-01A-11D-A22X-09	33
TCGA-AC-A3QQ-01A-11D-A228-09	37
TCGA-AC-A3W5-01A-11D-A228-09	209
TCGA-AC-A3YI-01A-21D-A23C-09	19
TCGA-AC-A3YJ-01A-11D-A22X-09	32
TCGA-AC-A4ZE-01A-11D-A41F-09	69
TCGA-AC-A5EH-01A-11D-A28B-09	191
TCGA-AC-A5EI-01A-11D-A27P-09	40
TCGA-AC-A5XS-01A-11D-A29N-09	687
TCGA-AC-A5XU-01A-11D-A28B-09	105
TCGA-AC-A62V-01A-11D-A31U-09	92
TCGA-AC-A62X-01A-11D-A29N-09	72
TCGA-AC-A62Y-01A-11D-A29N-09	83
TCGA-AC-A6IV-01A-12D-A33E-09	23
TCGA-AC-A6IW-01A-12D-A33E-09	203
TCGA-AC-A6IX-01A-12D-A32I-09	57
TCGA-AC-A6NO-01A-12D-A33E-09	38
TCGA-AC-A7VB-01A-11D-A351-09	31
TCGA-AC-A7VC-01A-11D-A351-09	28
TCGA-AC-A8OP-01A-11D-A36J-09	222
TCGA-AC-A8OQ-01A-11D-A41F-09	128
TCGA-AC-A8OR-01A-21D-A41F-09	48
TCGA-AC-A8OS-01A-12D-A41F-09	72
TCGA-AN-A03X-01A-21W-A019-09	82
TCGA-AN-A03Y-01A-21W-A019-09	52
TCGA-AN-A041-01A-11W-A050-09	52
TCGA-AN-A046-01A-21W-A050-09	6660
TCGA-AN-A049-01A-21W-A019-09	36
TCGA-AN-A04A-01A-21W-A050-09	52
TCGA-AN-A04C-01A-21W-A050-09	102
TCGA-AN-A04D-01A-21W-A050-09	104
TCGA-AN-A0AJ-01A-11W-A019-09	95
TCGA-AN-A0AK-01A-21W-A019-09	1361
TCGA-AN-A0AL-01A-11W-A019-09	80
TCGA-AN-A0AM-01A-11W-A050-09	111
TCGA-AN-A0AR-01A-11W-A019-09	140
TCGA-AN-A0AS-01A-11W-A019-09	48
TCGA-AN-A0AT-01A-11D-A045-09	125
TCGA-AN-A0FD-01A-11W-A050-09	36
TCGA-AN-A0FF-01A-11W-A050-09	25
TCGA-AN-A0FJ-01A-11W-A019-09	125
TCGA-AN-A0FK-01A-11W-A050-09	60
TCGA-AN-A0FL-01A-11W-A050-09	193
TCGA-AN-A0FN-01A-11W-A050-09	86
TCGA-AN-A0FS-01A-11W-A050-09	97
TCGA-AN-A0FT-01A-11W-A050-09	123
TCGA-AN-A0FV-01A-11W-A019-09	109
TCGA-AN-A0FW-01A-11W-A050-09	122
TCGA-AN-A0FX-01A-11W-A050-09	176
TCGA-AN-A0FY-01A-11W-A050-09	61
TCGA-AN-A0FZ-01A-11W-A050-09	81
TCGA-AN-A0G0-01A-11W-A050-09	41
TCGA-AN-A0XN-01A-21D-A10G-09	159
TCGA-AN-A0XO-01A-11D-A10G-09	36
TCGA-AN-A0XP-01A-11D-A117-09	32
TCGA-AN-A0XR-01A-11D-A10G-09	28
TCGA-AN-A0XS-01A-22D-A10G-09	30
TCGA-AN-A0XT-01A-11D-A10G-09	19
TCGA-AN-A0XU-01A-11D-A10G-09	119
TCGA-AN-A0XV-01A-11D-A10G-09	35
TCGA-AN-A0XW-01A-11D-A10G-09	380
TCGA-AO-A03L-01A-41W-A071-09	38
TCGA-AO-A03O-01A-11W-A019-09	96
TCGA-AO-A03P-01A-11W-A019-09	63
TCGA-AO-A03R-01A-21W-A050-09	64
TCGA-AO-A03T-01A-21W-A050-09	122
TCGA-AO-A03V-01A-11D-A10Y-09	63
TCGA-AO-A0J2-01A-11W-A050-09	82
TCGA-AO-A0J3-01A-11W-A050-09	89
TCGA-AO-A0J4-01A-11W-A050-09	144
TCGA-AO-A0J5-01A-11W-A050-09	82
TCGA-AO-A0J6-01A-11W-A050-09	120
TCGA-AO-A0J7-01A-11W-A050-09	26
TCGA-AO-A0J8-01A-21D-A045-09	29
TCGA-AO-A0J9-01A-11W-A050-09	185
TCGA-AO-A0JA-01A-11W-A071-09	36
TCGA-AO-A0JB-01A-11W-A071-09	142
TCGA-AO-A0JC-01A-11W-A071-09	176
TCGA-AO-A0JD-01A-11W-A071-09	135
TCGA-AO-A0JE-01A-11W-A071-09	55
TCGA-AO-A0JF-01A-11W-A071-09	36
TCGA-AO-A0JG-01A-31D-A099-09	18
TCGA-AO-A0JI-01A-21W-A100-09	31
TCGA-AO-A0JJ-01A-11W-A071-09	38
TCGA-AO-A0JM-01A-21W-A071-09	58
TCGA-AO-A124-01A-11D-A10M-09	155
TCGA-AO-A128-01A-11D-A10M-09	1195
TCGA-AO-A12A-01A-21D-A10Y-09	15
TCGA-AO-A12D-01A-11D-A10Y-09	64
TCGA-AO-A12F-01A-11D-A10Y-09	34
TCGA-AO-A12H-01A-11D-A10Y-09	30
TCGA-AO-A1KO-01A-31D-A188-09	8
TCGA-AO-A1KP-01A-11D-A13L-09	21
TCGA-AO-A1KR-01A-12D-A142-09	81
TCGA-AO-A1KS-01A-11D-A13L-09	57
TCGA-AO-A1KT-01A-11D-A13L-09	49
TCGA-AQ-A04H-01B-11D-A10M-09	79
TCGA-AQ-A04J-01A-02W-A050-09	99
TCGA-AQ-A0Y5-01A-11D-A14K-09	61
TCGA-AQ-A1H2-01A-11D-A13L-09	32
TCGA-AQ-A1H3-01A-31D-A13L-09	25
TCGA-AQ-A54O-01A-11D-A25Q-09	27
TCGA-AQ-A7U7-01A-22D-A351-09	94
TCGA-AR-A0TP-01A-11D-A099-09	70
TCGA-AR-A0TQ-01A-11D-A099-09	40
TCGA-AR-A0TR-01A-11D-A099-09	41
TCGA-AR-A0TS-01A-11D-A10Y-09	92
TCGA-AR-A0TT-01A-31D-A099-09	67
TCGA-AR-A0TU-01A-31D-A10G-09	183
TCGA-AR-A0TV-01A-21D-A099-09	76
TCGA-AR-A0TW-01A-11D-A099-09	57
TCGA-AR-A0TX-01A-11D-A099-09	372
TCGA-AR-A0TY-01A-12W-A12T-09	219
TCGA-AR-A0TZ-01A-12D-A099-09	56
TCGA-AR-A0U0-01A-11D-A10G-09	227
TCGA-AR-A0U1-01A-11D-A10Y-09	97
TCGA-AR-A0U2-01A-11D-A10G-09	99
TCGA-AR-A0U3-01A-11D-A10G-09	36
TCGA-AR-A1AH-01A-11D-A12B-09	104
TCGA-AR-A1AI-01A-11D-A12Q-09	78
TCGA-AR-A1AJ-01A-21D-A12Q-09	47
TCGA-AR-A1AK-01A-21D-A12Q-09	74
TCGA-AR-A1AL-01A-21D-A12Q-09	30
TCGA-AR-A1AN-01A-11D-A12Q-09	27
TCGA-AR-A1AO-01A-11D-A12Q-09	106
TCGA-AR-A1AP-01A-11D-A12Q-09	36
TCGA-AR-A1AQ-01A-11D-A12Q-09	38
TCGA-AR-A1AR-01A-31D-A135-09	57
TCGA-AR-A1AS-01A-11D-A12Q-09	39
TCGA-AR-A1AT-01A-11D-A12Q-09	29
TCGA-AR-A1AU-01A-11D-A12Q-09	24
TCGA-AR-A1AV-01A-21D-A12Q-09	54
TCGA-AR-A1AW-01A-21D-A12Q-09	44
TCGA-AR-A1AX-01A-11D-A12Q-09	27
TCGA-AR-A1AY-01A-21D-A12Q-09	59
TCGA-AR-A24H-01A-11D-A167-09	152
TCGA-AR-A24K-01A-11D-A167-09	33
TCGA-AR-A24L-01A-11D-A167-09	42
TCGA-AR-A24M-01A-11D-A167-09	30
TCGA-AR-A24N-01A-11D-A167-09	40
TCGA-AR-A24O-01A-11D-A167-09	23
TCGA-AR-A24P-01A-11D-A167-09	25
TCGA-AR-A24Q-01A-12D-A167-09	201
TCGA-AR-A24R-01A-11D-A167-09	21
TCGA-AR-A24S-01A-11D-A167-09	53
TCGA-AR-A24T-01A-11D-A167-09	21
TCGA-AR-A24U-01A-11D-A167-09	40
TCGA-AR-A24V-01A-21D-A167-09	27
TCGA-AR-A24W-01A-11D-A17G-09	13
TCGA-AR-A24X-01A-11D-A167-09	46
TCGA-AR-A24Z-01A-11D-A167-09	47
TCGA-AR-A250-01A-31D-A167-09	130
TCGA-AR-A251-01A-12D-A167-09	171
TCGA-AR-A252-01A-11D-A167-09	14
TCGA-AR-A254-01A-21D-A167-09	38
TCGA-AR-A255-01A-11D-A167-09	81
TCGA-AR-A256-01A-11D-A167-09	225
TCGA-AR-A2LE-01A-11D-A17W-09	351
TCGA-AR-A2LH-01A-31D-A18P-09	53
TCGA-AR-A2LK-01A-11D-A17W-09	42
TCGA-AR-A2LL-01A-11D-A17W-09	35
TCGA-AR-A2LM-01A-11D-A17W-09	15
TCGA-AR-A2LN-01A-21D-A18P-09	49
TCGA-AR-A2LO-01A-31D-A18P-09	19
TCGA-AR-A2LQ-01A-22D-A18P-09	13
TCGA-AR-A2LR-01A-12D-A18P-09	67
TCGA-AR-A5QM-01A-11D-A27P-09	32
TCGA-AR-A5QN-01A-12D-A28B-09	47
TCGA-AR-A5QP-01A-11D-A28B-09	28
TCGA-AR-A5QQ-01A-11D-A28B-09	93
TCGA-B6-A0I1-01A-11D-A21Q-09	71
TCGA-B6-A0I2-01A-11W-A050-09	72
TCGA-B6-A0I5-01A-11W-A100-09	31
TCGA-B6-A0I6-01A-11D-A128-09	98
TCGA-B6-A0I8-01A-11W-A050-09	142
TCGA-B6-A0I9-01A-11W-A050-09	84
TCGA-B6-A0IA-01A-11W-A050-09	94
TCGA-B6-A0IB-01A-11W-A050-09	81
TCGA-B6-A0IC-01A-11W-A050-09	48
TCGA-B6-A0IE-01A-11W-A050-09	59
TCGA-B6-A0IH-01A-11D-A10Y-09	36
TCGA-B6-A0IJ-01A-11W-A050-09	144
TCGA-B6-A0IK-01A-12W-A071-09	228
TCGA-B6-A0IM-01A-11W-A050-09	53
TCGA-B6-A0IN-01A-11W-A050-09	59
TCGA-B6-A0RE-01A-11W-A071-09	188
TCGA-B6-A0RG-01A-11W-A071-09	79
TCGA-B6-A0RH-01A-21D-A10Y-09	36
TCGA-B6-A0RI-01A-11W-A071-09	30
TCGA-B6-A0RL-01A-11D-A099-09	62
TCGA-B6-A0RM-01A-11D-A099-09	33
TCGA-B6-A0RN-01A-12D-A099-09	32
TCGA-B6-A0RO-01A-22D-A099-09	39
TCGA-B6-A0RP-01A-21D-A099-09	25
TCGA-B6-A0RQ-01A-11D-A10Y-09	49
TCGA-B6-A0RS-01A-11D-A099-09	163
TCGA-B6-A0RT-01A-21D-A099-09	55
TCGA-B6-A0RU-01A-11D-A099-09	56
TCGA-B6-A0RV-01A-11D-A099-09	61
TCGA-B6-A0WS-01A-11D-A10Y-09	19
TCGA-B6-A0WT-01A-11D-A10G-09	22
TCGA-B6-A0WV-01A-11D-A10G-09	35
TCGA-B6-A0WW-01A-11D-A10G-09	39
TCGA-B6-A0WX-01A-11D-A10G-09	42
TCGA-B6-A0WY-01A-11D-A10G-09	34
TCGA-B6-A0WZ-01A-11D-A10G-09	85
TCGA-B6-A0X0-01A-21D-A10Y-09	23
TCGA-B6-A0X1-01A-11D-A10G-09	82
TCGA-B6-A0X4-01A-11D-A10G-09	28
TCGA-B6-A0X5-01A-21D-A10G-09	46
TCGA-B6-A1KC-01B-11D-A159-09	29
TCGA-B6-A1KF-01A-11D-A13L-09	58
TCGA-B6-A1KI-01A-11D-A14K-09	22
TCGA-B6-A1KN-01A-11D-A13L-09	65
TCGA-B6-A2IU-01A-32D-A19T-09	45
TCGA-B6-A401-01A-11D-A23C-09	26
TCGA-B6-A409-01A-11D-A243-09	62
TCGA-B6-A40B-01A-11D-A23C-09	62
TCGA-B6-A40C-01A-11D-A23C-09	47
TCGA-BH-A0AU-01A-11D-A12Q-09	22
TCGA-BH-A0AV-01A-31D-A10Y-09	74
TCGA-BH-A0AW-01A-11W-A071-09	184
TCGA-BH-A0AY-01A-21W-A019-09	93
TCGA-BH-A0AZ-01A-21D-A12Q-09	62
TCGA-BH-A0B0-01A-21D-A10Y-09	83
TCGA-BH-A0B1-01A-12W-A071-09	102
TCGA-BH-A0B3-01A-11W-A071-09	56
TCGA-BH-A0B4-01A-11W-A019-09	87
TCGA-BH-A0B5-01A-11D-A12Q-09	67
TCGA-BH-A0B6-01A-11D-A19Y-09	1235
TCGA-BH-A0B7-01A-12D-A10Y-09	44
TCGA-BH-A0B8-01A-21W-A071-09	94
TCGA-BH-A0B9-01A-11W-A071-09	47
TCGA-BH-A0BA-01A-11W-A071-09	59
TCGA-BH-A0BC-01A-22D-A099-09	39
TCGA-BH-A0BD-01A-11W-A050-09	32
TCGA-BH-A0BF-01A-21D-A12Q-09	35
TCGA-BH-A0BG-01A-11D-A10Y-09	43
TCGA-BH-A0BJ-01A-11W-A071-09	44
TCGA-BH-A0BL-01A-11D-A10Y-09	64
TCGA-BH-A0BM-01A-11W-A071-09	62
TCGA-BH-A0BO-01A-23D-A12B-09	29
TCGA-BH-A0BP-01A-11D-A10Y-09	168
TCGA-BH-A0BQ-01A-21D-A10Y-09	28
TCGA-BH-A0BR-01A-21W-A12T-09	62
TCGA-BH-A0BS-01A-11D-A12Q-09	21
TCGA-BH-A0BT-01A-11D-A12Q-09	40
TCGA-BH-A0BV-01A-11W-A019-09	35
TCGA-BH-A0BW-01A-11D-A10Y-09	92
TCGA-BH-A0BZ-01A-31D-A12Q-09	261
TCGA-BH-A0C0-01A-21W-A071-09	101
TCGA-BH-A0C1-01B-11D-A12B-09	43
TCGA-BH-A0C3-01A-21D-A12Q-09	16
TCGA-BH-A0C7-01B-11D-A10Y-09	58
TCGA-BH-A0DD-01A-31D-A12Q-09	28
TCGA-BH-A0DE-01A-11D-A10Y-09	35
TCGA-BH-A0DG-01A-21D-A12Q-09	32
TCGA-BH-A0DH-01A-11D-A099-09	46
TCGA-BH-A0DI-01A-21D-A12Q-09	44
TCGA-BH-A0DK-01A-21W-A071-09	110
TCGA-BH-A0DL-01A-11D-A10Y-09	64
TCGA-BH-A0DO-01B-11D-A12B-09	26
TCGA-BH-A0DP-01A-21W-A071-09	53
TCGA-BH-A0DQ-01A-11D-A099-09	34
TCGA-BH-A0DS-01A-11W-A071-09	70
TCGA-BH-A0DT-01A-21D-A12B-09	15
TCGA-BH-A0DV-01A-21D-A12Q-09	14
TCGA-BH-A0DX-01A-11D-A10Y-09	68
TCGA-BH-A0DZ-01A-11W-A019-09	369
TCGA-BH-A0E0-01A-11W-A071-09	44
TCGA-BH-A0E1-01A-11W-A071-09	40
TCGA-BH-A0E2-01A-11W-A071-09	67
TCGA-BH-A0E7-01A-11W-A050-09	48
TCGA-BH-A0E9-01B-11D-A10Y-09	31
TCGA-BH-A0EA-01A-11D-A10Y-09	26
TCGA-BH-A0EB-01A-11W-A050-09	63
TCGA-BH-A0EE-01A-11W-A050-09	168
TCGA-BH-A0EI-01A-11D-A10Y-09	20
TCGA-BH-A0GY-01A-11W-A071-09	70
TCGA-BH-A0GZ-01A-11W-A071-09	41
TCGA-BH-A0H0-01A-11W-A071-09	29
TCGA-BH-A0H3-01A-11D-A12Q-09	15
TCGA-BH-A0H5-01A-21D-A10Y-09	144
TCGA-BH-A0H6-01A-21W-A071-09	29
TCGA-BH-A0H7-01A-13W-A071-09	86
TCGA-BH-A0H9-01A-11W-A071-09	54
TCGA-BH-A0HA-01A-11D-A12Q-09	323
TCGA-BH-A0HB-01A-11W-A071-09	49
TCGA-BH-A0HF-01A-11W-A071-09	1499
TCGA-BH-A0HI-01A-11D-A099-09	31
TCGA-BH-A0HK-01A-11W-A071-09	147
TCGA-BH-A0HL-01A-11W-A050-09	44
TCGA-BH-A0HN-01A-11D-A099-09	29
TCGA-BH-A0HO-01A-11W-A050-09	25
TCGA-BH-A0HP-01A-12D-A099-09	308
TCGA-BH-A0HQ-01A-11W-A050-09	55
TCGA-BH-A0HU-01A-11W-A050-09	43
TCGA-BH-A0HW-01A-11W-A050-09	37
TCGA-BH-A0HX-01A-21W-A071-09	88
TCGA-BH-A0HY-01A-11W-A071-09	76
