Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-BT-A20V-01A-11D-A14W-08	18	11	0	8	8	12	24
TCGA-BT-A20W-01A-21D-A14W-08	19	3	0	0	21	7	15
TCGA-BT-A20X-01A-11D-A16O-08	10	0	0	24	14	9	4
TCGA-BT-A2LA-01A-11D-A18F-08	31	32	0	6	0	0	78
TCGA-BT-A2LB-01A-11D-A18F-08	33	203	16	202	15	15	21
TCGA-BT-A2LD-01A-12D-A20D-08	8	14	0	15	8	5	41
TCGA-BT-A3PH-01A-11D-A21Z-08	208	82	87	0	0	0	9
TCGA-BT-A3PJ-01A-21D-A21Z-08	128	167	0	92	18	12	19
TCGA-BT-A3PK-01A-21D-A21Z-08	50	33	53	101	65	0	8
TCGA-BT-A42B-01A-32D-A23M-08	3	10	0	0	6	1	39
TCGA-BT-A42C-01A-11D-A23M-08	25	55	152	20	37	13	8
TCGA-BT-A42E-01A-11D-A23U-08	21	13	104	0	0	0	3
TCGA-BT-A42F-01A-11D-A23U-08	37	34	72	0	0	0	0
TCGA-C4-A0EZ-01A-21D-A10S-08	30	32	0	31	27	16	37
TCGA-C4-A0F0-01A-12D-A10S-08	1	5	16	25	14	0	20
TCGA-C4-A0F1-01A-11D-A10S-08	29	37	37	0	5	16	20
TCGA-C4-A0F6-01A-11D-A10S-08	34	17	89	0	0	13	20
TCGA-C4-A0F7-01A-11D-A10S-08	0	4	0	0	18	10	31
TCGA-CF-A1HR-01A-11D-A13W-08	92	63	47	10	0	6	9
TCGA-CF-A1HS-01A-11D-A13W-08	139	0	3	28	19	5	11
TCGA-CF-A27C-01A-11D-A16O-08	35	24	76	0	0	0	3
TCGA-CF-A3MF-01A-12D-A21A-08	0	2	0	2	3	0	12
TCGA-CF-A3MG-01A-11D-A20D-08	36	21	49	0	0	4	13
TCGA-CF-A3MH-01A-11D-A20D-08	8	3	4	2	0	1	16
TCGA-CF-A3MI-01A-11D-A20D-08	18	11	0	10	0	4	15
TCGA-CF-A47S-01A-11D-A23U-08	0	5	0	0	1	2	11
TCGA-CF-A47T-01A-11D-A23U-08	2	5	0	4	0	5	6
TCGA-CF-A47V-01A-11D-A23U-08	1	3	63	0	14	4	0
TCGA-CF-A47W-01A-11D-A23U-08	0	4	0	5	7	2	8
TCGA-CF-A47X-01A-31D-A23U-08	129	85	14	19	0	10	19
TCGA-CF-A47Y-01A-11D-A23U-08	18	3	0	13	14	0	7
TCGA-CF-A5U8-01A-11D-A289-08	0	0	6	16	14	5	11
TCGA-CF-A5UA-01A-11D-A289-08	17	2	0	0	11	9	32
TCGA-CF-A7I0-01A-22D-A34U-08	5	12	13	2	5	3	2
TCGA-CF-A8HX-01A-11D-A364-08	14	19	0	0	9	5	7
TCGA-CF-A8HY-01A-11D-A364-08	0	0	38	0	16	6	8
TCGA-CF-A9FF-01A-11D-A38G-08	50	50	5	10	0	3	7
TCGA-CF-A9FH-01A-11D-A38G-08	0	1	3	5	3	8	15
TCGA-CF-A9FL-01A-11D-A38G-08	0	2	0	5	21	4	15
TCGA-CF-A9FM-01A-11D-A38G-08	0	0	1	8	7	0	6
TCGA-CU-A0YN-01A-21D-A10S-08	4	10	6	46	43	4	31
TCGA-CU-A0YO-01A-11D-A10S-08	13	13	18	7	0	7	15
TCGA-CU-A0YR-01A-12D-A10S-08	2	9	10	63	17	0	13
TCGA-CU-A3KJ-01A-11D-A21A-08	97	30	0	28	10	2	32
TCGA-CU-A3QU-01A-11D-A22Z-08	25	18	0	14	4	12	11
TCGA-CU-A3YL-01A-11D-A22Z-08	108	56	0	5	2	4	22
TCGA-CU-A5W6-01A-11D-A289-08	41	48	56	0	6	4	6
TCGA-CU-A72E-01A-12D-A339-08	31	16	0	8	9	2	10
TCGA-DK-A1A3-01A-11D-A13W-08	113	225	85	56	14	19	4
TCGA-DK-A1A5-01A-11D-A13W-08	113	77	0	1	0	11	17
TCGA-DK-A1A6-01A-11D-A13W-08	73	16	67	9	27	0	0
TCGA-DK-A1A7-01A-11D-A13W-08	12	21	2	91	30	0	26
TCGA-DK-A1AA-01A-11D-A13W-08	8	5	0	19	28	5	7
TCGA-DK-A1AB-01A-11D-A13W-08	47	62	70	0	0	0	0
TCGA-DK-A1AC-01A-11D-A13W-08	213	740	188	0	0	23	13
TCGA-DK-A1AD-01A-11D-A13W-08	27	37	69	36	4	16	8
TCGA-DK-A1AE-01A-11D-A13W-08	25	23	31	0	0	0	11
TCGA-DK-A1AF-01A-11D-A13W-08	38	25	1	2	5	3	0
TCGA-DK-A1AG-01A-11D-A13W-08	12	31	54	0	0	4	7
TCGA-DK-A2HX-01A-12D-A18F-08	11	34	6	3	15	9	11
TCGA-DK-A2I1-01A-11D-A17V-08	77	30	38	0	0	14	5
TCGA-DK-A2I2-01A-11D-A17V-08	14	15	10	29	5	0	7
TCGA-DK-A2I4-01A-11D-A21A-08	285	366	40	0	0	28	12
TCGA-DK-A2I6-01A-12D-A18F-08	10	74	31	91	26	11	5
TCGA-DK-A3IK-01A-32D-A21A-08	23	12	88	0	25	4	15
TCGA-DK-A3IL-01A-11D-A20D-08	9	5	1	18	83	16	21
TCGA-DK-A3IM-01A-11D-A20D-08	0	2	3	15	23	2	19
TCGA-DK-A3IN-01A-11D-A20D-08	133	90	95	0	0	0	12
TCGA-DK-A3IQ-01A-31D-A20D-08	15	53	74	0	0	6	8
TCGA-DK-A3IS-01A-21D-A21A-08	71	88	124	0	0	7	4
TCGA-DK-A3IT-01A-31D-A20D-08	196	61	80	0	6	1	0
TCGA-DK-A3IU-01A-11D-A20D-08	126	140	56	21	19	0	5
TCGA-DK-A3IV-01A-22D-A21A-08	16	17	0	6	3	8	12
TCGA-DK-A3WW-01A-22D-A23M-08	389	394	197	0	0	38	0
TCGA-DK-A3WX-01A-22D-A22Z-08	0	6	10	6	1	0	12
TCGA-DK-A3WY-01A-11D-A22Z-08	0	2	7	0	0	0	0
TCGA-DK-A3X1-01A-12D-A22Z-08	270	247	133	0	0	82	0
TCGA-DK-A3X2-01A-11D-A22Z-08	4	17	20	2	18	7	29
TCGA-DK-A6AV-01A-12D-A30E-08	23	25	4	8	22	3	16
TCGA-DK-A6AW-01A-11D-A30E-08	0	11	0	22	0	3552	16
TCGA-DK-A6B0-01A-11D-A31L-08	0	1	5	8	2	0	6
TCGA-DK-A6B1-01A-12D-A30E-08	14	30	16	22	6	5	25
TCGA-DK-A6B2-01A-11D-A30E-08	17	30	42	20	28	5	32
TCGA-DK-A6B5-01A-11D-A31L-08	38	22	0	13	19	4	4
TCGA-DK-A6B6-01A-11D-A30E-08	149	498	158	0	0	0	0
TCGA-DK-AA6L-01A-11D-A391-08	160	93	60	1	15	3	5
TCGA-DK-AA6M-01A-11D-A391-08	6	9	0	0	12	13	14
TCGA-DK-AA6P-01A-11D-A391-08	38	48	19	17	10	4	7
TCGA-DK-AA6Q-01A-11D-A391-08	34	25	0	14	18	3	11
TCGA-DK-AA6R-01A-11D-A42E-08	31	38	46	0	141	13	11
TCGA-DK-AA6S-01A-21D-A391-08	252	152	17	0	44	0	8
TCGA-DK-AA6T-01A-11D-A391-08	13	1	0	15	7	12	16
TCGA-DK-AA6U-01A-11D-A391-08	95	72	0	9	142	24	20
TCGA-DK-AA6W-01A-12D-A391-08	60	50	82	0	0	0	32
TCGA-DK-AA6X-01A-12D-A42E-08	22	14	50	0	0	8	1
TCGA-DK-AA71-01A-31D-A391-08	164	207	228	0	0	0	0
TCGA-DK-AA74-01A-11D-A391-08	57	31	69	0	0	6	4
TCGA-DK-AA75-01A-11D-A391-08	77	195	26	46	17	26	25
TCGA-DK-AA76-01A-11D-A391-08	47	39	46	6	39	21	10
TCGA-DK-AA77-01A-11D-A391-08	39	63	0	25	175	0	39
TCGA-E5-A2PC-01A-11D-A202-08	0	21	67	40	57	9	0
TCGA-E5-A4TZ-01A-11D-A31L-08	109	66	172	0	0	5	53
TCGA-E5-A4U1-01A-11D-A31L-08	155	125	211	0	0	7	0
TCGA-E7-A3X6-01A-12D-A22Z-08	30	17	17	0	0	0	8
TCGA-E7-A3Y1-01A-11D-A22Z-08	9	10	0	45	31	4	23
TCGA-E7-A4IJ-01A-31D-A26M-08	118	58	0	20	79	18	9
TCGA-E7-A4XJ-01A-11D-A26M-08	0	3	0	1	7	2	28
TCGA-E7-A519-01A-11D-A26M-08	0	10	13	28	0	0	8
TCGA-E7-A541-01A-11D-A26M-08	129	96	0	114	33	0	16
TCGA-E7-A5KE-01A-11D-A289-08	22	48	6	24	26	1	47
TCGA-E7-A5KF-01A-11D-A289-08	42	65	64	0	0	2	0
TCGA-E7-A677-01A-11D-A30E-08	16	24	0	63	51	9	29
TCGA-E7-A678-01A-11D-A30E-08	3	2	2	24	5	2	16
TCGA-E7-A6MD-01A-41D-A34U-08	143	112	108	0	0	16	13
TCGA-E7-A6ME-01A-22D-A32B-08	5	0	16	43	35	0	11
TCGA-E7-A6MF-01A-12D-A32B-08	6	13	18	0	0	1	0
TCGA-E7-A7DU-01A-11D-A32B-08	35	77	125	0	0	1	0
TCGA-E7-A7DV-01A-11D-A339-08	102	27	109	0	0	12	0
TCGA-E7-A7PW-01A-11D-A34U-08	23	14	0	3	13	11	6
TCGA-E7-A7XN-01A-11D-A34U-08	492	237	77	0	0	0	0
TCGA-E7-A85H-01A-11D-A34U-08	23	38	0	175	71	20	22
TCGA-E7-A8O7-01A-11D-A364-08	5	3	0	2	6	1	11
TCGA-E7-A8O8-01A-11D-A364-08	0	15	29	17	15	5	28
TCGA-E7-A97P-01A-11D-A38G-08	15	10	25	73	25	4	10
TCGA-E7-A97Q-01A-11D-A38G-08	9	7	0	12	5	3	5
TCGA-FD-A3B3-01A-12D-A202-08	34	36	5	25	13	0	22
TCGA-FD-A3B4-01A-12D-A202-08	0	0	2	0	36	12	12
TCGA-FD-A3B5-01A-11D-A20D-08	21	13	69	0	0	16	2
TCGA-FD-A3B6-01A-21D-A20D-08	63	27	109	0	13	13	11
TCGA-FD-A3B7-01A-31D-A20D-08	9	2	0	28	0	1	11
TCGA-FD-A3B8-01A-31D-A20D-08	4	3	19	0	0	0	0
TCGA-FD-A3N5-01A-11D-A21A-08	8	15	0	120	110	7	23
TCGA-FD-A3N6-01A-11D-A21A-08	0	18	28	0	0	21	32
TCGA-FD-A3NA-01A-11D-A21A-08	76	41	9	5	8	5	11
TCGA-FD-A3SJ-01A-12D-A22Z-08	51	32	53	38	20	0	9
TCGA-FD-A3SL-01A-21D-A22Z-08	21	10	35	59	45	5	12
TCGA-FD-A3SM-01A-11D-A22Z-08	46	33	57	0	0	5	14
TCGA-FD-A3SN-01A-12D-A22Z-08	54	184	46	34	13	12	22
TCGA-FD-A3SO-01A-11D-A22Z-08	160	132	0	0	0	15	8
TCGA-FD-A3SP-01A-31D-A22Z-08	5	26	36	0	0	7	28
TCGA-FD-A3SQ-01A-21D-A22Z-08	0	13	15	10	3	13	13
TCGA-FD-A3SR-01A-11D-A22Z-08	39	14	9	11	5	17	22
TCGA-FD-A3SS-01A-12D-A22Z-08	102	175	101	0	0	30	0
TCGA-FD-A43N-01A-11D-A23U-08	24	6	55	2	6	2	48
TCGA-FD-A43P-01A-31D-A23U-08	97	53	146	8	3	16	11
TCGA-FD-A43U-01A-11D-A23U-08	0	10	0	14	19	8	18
TCGA-FD-A43X-01A-11D-A23U-08	121	68	45	16	5	0	21
TCGA-FD-A43Y-01A-21D-A26M-08	2	4	0	21	21	0	3
TCGA-FD-A5BR-01A-11D-A26M-08	3	6	4	0	37	5	24
TCGA-FD-A5BS-01A-21D-A26M-08	0	10	5	1	2	6	0
TCGA-FD-A5BT-01A-11D-A26M-08	47	14	0	22	2	9	16
TCGA-FD-A5BU-01A-31D-A26M-08	0	1	12	3	13	0	21
TCGA-FD-A5BV-01A-11D-A26M-08	12	5	0	19	61	0	17
TCGA-FD-A5BX-01A-11D-A26M-08	50	68	143	0	0	3	0
TCGA-FD-A5BY-01A-31D-A289-08	8	6	8	0	3	4	10
TCGA-FD-A5BZ-01A-11D-A289-08	33	21	0	6	16	11	26
TCGA-FD-A5C0-01A-11D-A289-08	0	16	9	41	15	0	17
TCGA-FD-A5C1-01A-11D-A289-08	11	13	55	0	0	1	26
TCGA-FD-A62N-01A-11D-A30E-08	0	6	15	5	33	13	9
TCGA-FD-A62O-01A-11D-A30E-08	50	40	13	4	0	18	22
TCGA-FD-A62P-01A-32D-A30E-08	124	73	92	0	0	4	16
TCGA-FD-A62S-01A-11D-A30E-08	0	3	0	14	30	2	8
TCGA-FD-A6TA-01A-12D-A339-08	70	62	77	0	0	4	0
TCGA-FD-A6TB-01A-12D-A339-08	29	31	92	0	0	5	0
TCGA-FD-A6TC-01A-21D-A339-08	348	249	175	0	0	30	0
TCGA-FD-A6TD-01A-51D-A339-08	8	30	53	2	0	2	17
TCGA-FD-A6TE-01A-12D-A339-08	66	48	57	0	0	11	10
TCGA-FD-A6TF-01A-52D-A32B-08	35	16	41	3	6	0	10
TCGA-FD-A6TG-01A-11D-A32B-08	75	46	104	24	43	6	8
TCGA-FD-A6TH-01A-11D-A32B-08	36	41	0	20	13	9	17
TCGA-FD-A6TI-01A-11D-A32B-08	0	4	11	23	23	8	32
TCGA-FD-A6TK-01A-42D-A339-08	18	29	0	13	11	0	16
TCGA-FJ-A3Z7-01A-12D-A23M-08	97	82	58	3	28	0	18
TCGA-FJ-A3Z9-01A-11D-A26M-08	4	6	0	0	0	7	40
TCGA-FJ-A3ZE-01A-11D-A23M-08	13	3	46	0	281	34	10
TCGA-FJ-A3ZF-01A-11D-A23M-08	24	53	109	0	6	0	26
TCGA-FJ-A871-01A-11D-A34U-08	0	3	0	24	0	0	16
TCGA-FT-A3EE-01A-11D-A202-08	3	22	0	29	21	8	11
TCGA-FT-A61P-01A-11D-A30E-08	14	21	21	40	2	2	25
TCGA-G2-A2EC-01A-11D-A17V-08	37	19	53	3	0	5	15
TCGA-G2-A2EF-01A-12D-A18F-08	80	69	16	12	0	0	22
TCGA-G2-A2EJ-01A-11D-A17V-08	113	51	15	9	25	10	31
TCGA-G2-A2EK-01A-22D-A18F-08	10	6	19	0	0	0	16
TCGA-G2-A2EL-01A-12D-A18F-08	96	34	62	0	0	9	11
TCGA-G2-A2EO-01A-11D-A17V-08	344	267	117	0	0	0	0
TCGA-G2-A2ES-01A-11D-A17V-08	15	92	67	70	59	25	13
TCGA-G2-A3IB-01A-11D-A20D-08	1	11	23	0	42	9	3
TCGA-G2-A3IE-01A-11D-A20D-08	69	85	137	0	0	2	4
TCGA-G2-A3VY-01A-11D-A22Z-08	273	80	292	0	0	0	0
TCGA-G2-AA3B-01A-11D-A391-08	376	105	150	0	0	3	0
TCGA-G2-AA3C-01A-21D-A391-08	82	50	29	0	12	0	19
TCGA-G2-AA3D-01A-11D-A391-08	84	24	61	0	0	0	0
TCGA-G2-AA3F-01A-12D-A42E-08	4	15	68	6	9	5	15
TCGA-GC-A3BM-01A-11D-A22Z-08	12	24	0	12	7	3	45
TCGA-GC-A3I6-01A-11D-A20D-08	44	55	66	0	3	0	2
TCGA-GC-A3OO-01A-11D-A22Z-08	32	56	2	8	3	0	4
TCGA-GC-A3RB-01A-12D-A21Z-08	22	36	61	0	0	2	22
TCGA-GC-A3RC-01A-11D-A22Z-08	71	70	0	110	45	13	11
TCGA-GC-A3RD-01A-12D-A22Z-08	17	17	0	0	14	4	18
TCGA-GC-A3WC-01A-31D-A22Z-08	22	29	31	28	10	0	15
TCGA-GC-A3YS-01A-11D-A23M-08	89	42	27	15	7	10	28
TCGA-GC-A4ZW-01A-11D-A26M-08	374	121	0	47	0	2	26
TCGA-GC-A6I1-01A-12D-A31L-08	83	73	40	6	0	0	9
TCGA-GC-A6I3-01A-11D-A31L-08	78	27	10	36	26	14	21
TCGA-GD-A2C5-01A-12D-A17V-08	53	39	82	0	3	23	7
TCGA-GD-A3OP-01A-21D-A21Z-08	61	117	83	0	23	0	22
TCGA-GD-A3OQ-01A-32D-A21Z-08	23	14	19	0	0	3	22
TCGA-GD-A3OS-01A-12D-A21Z-08	4	12	20	3	16	3	28
TCGA-GD-A6C6-01A-21D-A31L-08	110	58	4	14	27	6	25
TCGA-GD-A76B-01A-11D-A32B-08	31	39	68	0	0	7	10
TCGA-GU-A42P-01A-11D-A23U-08	76	80	27	10	15	15	17
TCGA-GU-A42Q-01A-11D-A23U-08	69	26	7	18	7	10	21
TCGA-GU-A42R-01A-11D-A23M-08	30	36	59	13	0	2	9
TCGA-GU-A762-01A-11D-A339-08	0	1	58	0	3	4	18
TCGA-GU-A763-01A-11D-A32B-08	4	1	29	0	19	0	6
TCGA-GU-A764-01A-11D-A34U-08	26	18	14	6	23	6	6
TCGA-GU-A766-01A-11D-A32B-08	81	57	0	8	14	14	7
TCGA-GU-A767-01A-11D-A32B-08	107	21	0	35	140	19	13
TCGA-GU-AATO-01A-11D-A391-08	75	77	114	0	0	0	6
TCGA-GU-AATP-01A-11D-A391-08	54	79	88	0	12	14	7
TCGA-GU-AATQ-01A-11D-A391-08	61	27	0	27	15	1	12
TCGA-GV-A3JV-01A-11D-A21Z-08	0	14	21	0	0	6	61
TCGA-GV-A3JW-01A-11D-A20D-08	14	13	23	0	4	4	9
TCGA-GV-A3JX-01A-11D-A20D-08	79	39	101	0	0	8	3
TCGA-GV-A3JZ-01A-11D-A21A-08	138	87	75	0	19	40	13
TCGA-GV-A3QF-01A-31D-A22Z-08	4	5	13	25	34	3	25
TCGA-GV-A3QG-01A-11D-A21Z-08	10	10	5	20	17	0	17
TCGA-GV-A3QH-01A-11D-A21Z-08	28	12	69	0	0	1	22
TCGA-GV-A3QI-01A-11D-A21Z-08	49	33	53	102	141	2	17
TCGA-GV-A3QK-01B-11D-A23M-08	9	26	43	6	10	10	22
TCGA-GV-A40E-01A-12D-A23M-08	41	1	81	0	3	4	8
TCGA-GV-A40G-01A-11D-A23M-08	0	24	31	9	20	5	35
TCGA-GV-A6ZA-01A-12D-A339-08	129	74	0	18	0	12	24
TCGA-H4-A2HO-01A-11D-A17V-08	0	7	29	8	0	0	24
TCGA-H4-A2HQ-01A-11D-A17V-08	152	86	24	46	41	18	7
TCGA-HQ-A2OE-01A-11D-A202-08	10	19	46	0	12	9	20
TCGA-HQ-A2OF-01A-11D-A26M-08	4	8	0	0	0	5	70
TCGA-HQ-A5ND-01A-11D-A26M-08	1	7	18	7	11	4	24
TCGA-HQ-A5NE-01A-12D-A289-08	107	110	81	0	0	13	1
TCGA-K4-A3WS-01A-11D-A22Z-08	73	40	42	16	70	0	0
TCGA-K4-A3WU-01B-11D-A23M-08	63	21	14	11	4	8	28
TCGA-K4-A3WV-01A-11D-A22Z-08	0	3	3	9	0	5	31
TCGA-K4-A4AB-01B-12D-A289-08	0	12	16	9	16	4	23
TCGA-K4-A4AC-01A-21D-A26M-08	37	20	0	19	11	12	18
TCGA-K4-A54R-01A-11D-A26M-08	463	277	0	5	22	21	10
TCGA-K4-A5RH-01A-11D-A30E-08	21	61	17	16	3	13	18
TCGA-K4-A5RI-01A-11D-A289-08	6	17	36	19	11	0	26
TCGA-K4-A5RJ-01A-11D-A289-08	85	91	139	0	0	4	0
TCGA-K4-A6FZ-01A-11D-A31L-08	39	65	112	120	0	3	0
TCGA-K4-A6MB-01A-11D-A31L-08	47	79	143	0	0	0	21
TCGA-K4-A83P-01A-11D-A34U-08	76	56	0	66	0	1	17
TCGA-K4-AAQO-01A-11D-A38G-08	72	35	14	26	33	5	22
TCGA-KQ-A41N-01A-11D-A339-08	20	21	0	73	44	8	15
TCGA-KQ-A41O-01A-12D-A34U-08	114	35	35	2	1	13	27
TCGA-KQ-A41P-01A-12D-A339-08	122	83	27	11	0	12	12
TCGA-KQ-A41Q-01A-11D-A339-08	18	25	49	0	0	15	28
TCGA-KQ-A41R-01A-21D-A34U-08	64	272	23	157	56	20	54
TCGA-KQ-A41S-01A-12D-A339-08	74	61	52	0	0	0	9
TCGA-LC-A66R-01A-41D-A30E-08	39	21	0	17	7	14	11
TCGA-LT-A5Z6-01A-11D-A289-08	144	155	137	0	0	0	0
TCGA-LT-A8JT-01A-11D-A364-08	13	11	0	10	8	3	17
TCGA-MV-A51V-01A-11D-A26M-08	919	160	303	0	0	17	0
TCGA-PQ-A6FI-01A-11D-A31L-08	52	23	0	31	11	0	20
TCGA-PQ-A6FN-01A-11D-A31L-08	14	14	0	2	22	0	12
TCGA-R3-A69X-01A-22D-A30E-08	116	20	14	7	0	1	26
TCGA-S5-A6DX-01A-11D-A31L-08	284	166	39	0	0	37	21
TCGA-S5-AA26-01A-11D-A38G-08	115	39	0	0	3	8	23
TCGA-SY-A9G0-01A-12D-A38G-08	6	6	19	2	0	0	11
TCGA-SY-A9G5-01A-11D-A38G-08	327	231	301	0	0	5	0
TCGA-UY-A78K-01A-11D-A339-08	141	78	0	247	204	39	0
TCGA-UY-A78L-01A-12D-A339-08	87	60	0	8	23	5	8
TCGA-UY-A78M-01A-21D-A34U-08	5	15	65	0	0	0	24
TCGA-UY-A78N-01A-12D-A339-08	0	18	0	107	33	5	24
TCGA-UY-A78O-01A-12D-A339-08	27	13	77	0	0	12	32
TCGA-UY-A78P-01A-12D-A364-08	161	61	0	10	0	4	9
TCGA-UY-A8OB-01A-12D-A42E-08	57	12	0	203	11	9	0
TCGA-UY-A8OC-01A-11D-A364-08	22	26	0	10	0	6	13
TCGA-UY-A8OD-01A-11D-A364-08	17	15	0	11	15	0	25
TCGA-UY-A9PA-01A-11D-A38G-08	11	23	21	47	33	0	9
TCGA-UY-A9PB-01A-11D-A38G-08	125	118	95	79	61	0	31
TCGA-UY-A9PD-01A-11D-A38G-08	0	43	82	56	39	4	36
TCGA-UY-A9PE-01A-11D-A38G-08	36	32	49	0	24	17	19
TCGA-UY-A9PF-01A-11D-A38G-08	7	265	26	25	39	6	10
TCGA-UY-A9PH-01A-11D-A38G-08	108	111	63	0	0	20	13
TCGA-XF-A8HB-01A-11D-A364-08	14	3	0	0	1	9	40
TCGA-XF-A8HC-01A-11D-A364-08	27	46	0	5	22	8	29
TCGA-XF-A8HD-01A-11D-A364-08	149	84	170	0	0	25	5
TCGA-XF-A8HE-01A-11D-A364-08	152	146	16	0	10	14	0
TCGA-XF-A8HF-01A-11D-A364-08	3	15	46	7	51	0	13
TCGA-XF-A8HG-01A-11D-A364-08	43	67	0	54	21	8	40
TCGA-XF-A8HH-01A-11D-A38G-08	30	31	16	0	0	4	22
TCGA-XF-A8HI-01A-11D-A38G-08	16	23	32	0	0	0	7
TCGA-XF-A9SG-01A-12D-A42E-08	24	46	81	0	0	10	6
TCGA-XF-A9SH-01A-11D-A391-08	0	1	30	0	0	2	3
TCGA-XF-A9SI-01A-11D-A391-08	81	69	155	0	0	0	0
TCGA-XF-A9SJ-01A-11D-A391-08	62	104	0	45	4	0	12
TCGA-XF-A9SK-01A-11D-A42E-08	25	20	58	0	0	14	4
TCGA-XF-A9SL-01A-11D-A391-08	30	2	18	9	0	1	0
TCGA-XF-A9SM-01A-11D-A42E-08	88	67	51	0	5	0	0
TCGA-XF-A9SP-01A-11D-A391-08	74	55	87	5	0	15	25
TCGA-XF-A9ST-01A-11D-A42E-08	81	57	158	96	33	15	14
TCGA-XF-A9SU-01A-31D-A391-08	3	1	9	5	0	5	18
TCGA-XF-A9SV-01A-21D-A42E-08	12	7	0	2	16	0	25
TCGA-XF-A9SW-01A-11D-A42E-08	2	18	11	6	5	2	14
TCGA-XF-A9SX-01A-21D-A391-08	8	12	7	33	21	4	10
TCGA-XF-A9SY-01A-21D-A42E-08	62	30	77	0	168	28	0
TCGA-XF-A9SZ-01A-11D-A391-08	43	40	8	33	36	7	11
TCGA-XF-A9T0-01A-11D-A391-08	54	378	0	126	70	0	21
TCGA-XF-A9T2-01A-11D-A42E-08	8	14	40	0	0	0	15
TCGA-XF-A9T3-01A-11D-A42E-08	6	40	51	222	21	8	20
TCGA-XF-A9T4-01A-11D-A391-08	0	1	18	0	0	2	9
TCGA-XF-A9T5-01A-11D-A42E-08	309	159	116	0	0	0	3
TCGA-XF-A9T6-01A-11D-A42E-08	0	62	11	90	41	8	26
TCGA-XF-A9T8-01A-11D-A391-08	335	171	127	0	0	0	6
TCGA-XF-AAME-01A-12D-A42E-08	0	0	0	10	7	0	1
TCGA-XF-AAMF-01A-21D-A42E-08	24	15	0	1	6	3	16
TCGA-XF-AAMG-01A-11D-A42E-08	363	137	270	0	9	37	6
TCGA-XF-AAMH-01A-11D-A42E-08	1	2	0	13	8	0	19
TCGA-XF-AAMJ-01A-11D-A42E-08	2	1	0	0	3	2	23
