Samples	SBS96A	SBS96B
TCGA-AO-A0J6-01A-11W-A050-09	7.97E-02	8.09E-02
TCGA-AO-A0J7-01A-11W-A050-09	5.03E-02	5.03E-02
TCGA-AO-A0J9-01A-11W-A050-09	6.37E-02	6.37E-02
TCGA-AO-A0JB-01A-11W-A071-09	4.92E-02	4.92E-02
TCGA-AO-A0JC-01A-11W-A071-09	8.96E-02	8.98E-02
TCGA-AO-A0JD-01A-11W-A071-09	4.96E-02	4.96E-02
TCGA-AO-A0JE-01A-11W-A071-09	8.30E-02	8.30E-02
TCGA-AO-A0JI-01A-21W-A100-09	4.98E-02	4.98E-02
TCGA-AO-A124-01A-11D-A10M-09	2.04E-01	2.04E-01
TCGA-AO-A128-01A-11D-A10M-09	5.00E-01	5.00E-01
TCGA-AO-A12D-01A-11D-A10Y-09	3.86E-02	3.86E-02
TCGA-AO-A1KR-01A-12D-A142-09	8.57E-02	8.57E-02
TCGA-AO-A1KS-01A-11D-A13L-09	4.61E-02	4.61E-02
TCGA-AQ-A04H-01B-11D-A10M-09	4.96E-02	4.96E-02
TCGA-AQ-A04J-01A-02W-A050-09	1.64E-01	1.64E-01
TCGA-AQ-A1H2-01A-11D-A13L-09	4.90E-02	4.90E-02
TCGA-AQ-A1H3-01A-31D-A13L-09	5.02E-02	5.02E-02
TCGA-AQ-A7U7-01A-22D-A351-09	4.79E-02	4.79E-02
TCGA-AR-A0TP-01A-11D-A099-09	1.13E-01	1.13E-01
TCGA-AR-A0TR-01A-11D-A099-09	4.09E-02	4.09E-02
TCGA-AR-A0TS-01A-11D-A10Y-09	3.38E-02	3.38E-02
TCGA-AR-A0TT-01A-31D-A099-09	4.02E-02	4.02E-02
TCGA-AR-A0TU-01A-31D-A10G-09	4.90E-02	4.90E-02
TCGA-AR-A0TV-01A-21D-A099-09	5.02E-02	5.02E-02
TCGA-AR-A0TX-01A-11D-A099-09	1.93E-01	1.92E-01
TCGA-AR-A0TY-01A-12W-A12T-09	1.75E-01	1.75E-01
TCGA-AR-A0TZ-01A-12D-A099-09	9.45E-02	9.45E-02
TCGA-AR-A0U0-01A-11D-A10G-09	4.65E-02	4.65E-02
TCGA-AR-A0U1-01A-11D-A10Y-09	5.02E-02	5.02E-02
TCGA-AR-A0U3-01A-11D-A10G-09	5.03E-02	5.03E-02
TCGA-AR-A1AI-01A-11D-A12Q-09	1.55E-01	1.55E-01
TCGA-AR-A1AK-01A-21D-A12Q-09	6.21E-02	6.21E-02
TCGA-AR-A1AO-01A-11D-A12Q-09	1.37E-01	1.37E-01
TCGA-AR-A1AQ-01A-11D-A12Q-09	4.90E-02	4.90E-02
TCGA-AR-A1AS-01A-11D-A12Q-09	1.97E-02	1.97E-02
TCGA-AR-A1AW-01A-21D-A12Q-09	4.79E-02	4.79E-02
TCGA-AR-A1AY-01A-21D-A12Q-09	5.01E-02	5.01E-02
TCGA-AR-A24H-01A-11D-A167-09	8.73E-02	8.73E-02
TCGA-AR-A24K-01A-11D-A167-09	4.96E-02	4.96E-02
TCGA-AR-A24M-01A-11D-A167-09	8.73E-02	8.73E-02
TCGA-AR-A24O-01A-11D-A167-09	4.76E-02	4.76E-02
TCGA-AR-A24P-01A-11D-A167-09	5.03E-02	5.03E-02
TCGA-AR-A24Q-01A-12D-A167-09	1.19E-01	1.19E-01
TCGA-AR-A24S-01A-11D-A167-09	9.68E-02	9.68E-02
TCGA-AR-A24V-01A-21D-A167-09	4.73E-02	4.73E-02
TCGA-AR-A24X-01A-11D-A167-09	4.51E-02	4.51E-02
TCGA-AR-A24Z-01A-11D-A167-09	7.58E-02	7.58E-02
TCGA-AR-A250-01A-31D-A167-09	4.96E-02	4.96E-02
TCGA-AR-A251-01A-12D-A167-09	1.35E-01	1.35E-01
TCGA-AR-A255-01A-11D-A167-09	4.35E-02	4.35E-02
TCGA-AR-A256-01A-11D-A167-09	1.23E-01	1.23E-01
TCGA-AR-A2LE-01A-11D-A17W-09	1.66E-01	1.68E-01
TCGA-AR-A2LK-01A-11D-A17W-09	8.04E-02	8.04E-02
TCGA-AR-A2LN-01A-21D-A18P-09	4.09E-02	4.09E-02
TCGA-AR-A2LR-01A-12D-A18P-09	3.38E-02	3.38E-02
TCGA-AR-A5QQ-01A-11D-A28B-09	4.61E-02	4.61E-02
TCGA-B6-A0I1-01A-11D-A21Q-09	5.02E-02	5.02E-02
TCGA-B6-A0I6-01A-11D-A128-09	7.70E-02	7.70E-02
TCGA-B6-A0I8-01A-11W-A050-09	4.92E-02	4.92E-02
TCGA-B6-A0I9-01A-11W-A050-09	4.88E-02	4.88E-02
TCGA-B6-A0IA-01A-11W-A050-09	1.00E-01	1.00E-01
TCGA-B6-A0IB-01A-11W-A050-09	1.04E-01	1.04E-01
TCGA-B6-A0IC-01A-11W-A050-09	5.02E-02	5.02E-02
TCGA-B6-A0IE-01A-11W-A050-09	8.70E-02	8.70E-02
TCGA-B6-A0IJ-01A-11W-A050-09	1.38E-01	1.38E-01
TCGA-B6-A0IK-01A-12W-A071-09	1.76E-01	1.76E-01
TCGA-B6-A0IM-01A-11W-A050-09	4.61E-02	4.61E-02
TCGA-B6-A0IN-01A-11W-A050-09	8.67E-02	8.67E-02
TCGA-B6-A0RE-01A-11W-A071-09	1.10E-01	1.10E-01
TCGA-B6-A0RG-01A-11W-A071-09	4.02E-02	4.02E-02
TCGA-B6-A0RH-01A-21D-A10Y-09	4.61E-02	4.61E-02
TCGA-B6-A0RI-01A-11W-A071-09	4.90E-02	4.90E-02
TCGA-B6-A0RO-01A-22D-A099-09	4.65E-02	4.65E-02
TCGA-B6-A0RQ-01A-11D-A10Y-09	4.09E-02	4.09E-02
TCGA-B6-A0RS-01A-11D-A099-09	1.56E-01	1.55E-01
TCGA-B6-A0RT-01A-21D-A099-09	1.29E-01	1.29E-01
TCGA-B6-A0RU-01A-11D-A099-09	9.31E-02	9.31E-02
TCGA-B6-A0WT-01A-11D-A10G-09	4.90E-02	4.90E-02
TCGA-B6-A0WW-01A-11D-A10G-09	3.02E-02	3.02E-02
TCGA-B6-A0WX-01A-11D-A10G-09	4.90E-02	4.90E-02
TCGA-B6-A0WZ-01A-11D-A10G-09	7.55E-02	7.55E-02
TCGA-B6-A0X1-01A-11D-A10G-09	4.96E-02	4.96E-02
TCGA-B6-A1KF-01A-11D-A13L-09	8.20E-02	8.20E-02
TCGA-B6-A1KN-01A-11D-A13L-09	8.66E-02	8.66E-02
TCGA-B6-A2IU-01A-32D-A19T-09	7.93E-02	7.93E-02
TCGA-B6-A40B-01A-11D-A23C-09	8.44E-02	8.44E-02
TCGA-B6-A40C-01A-11D-A23C-09	4.73E-02	4.73E-02
TCGA-BH-A0AU-01A-11D-A12Q-09	4.65E-02	4.65E-02
TCGA-BH-A0AV-01A-31D-A10Y-09	4.94E-02	4.94E-02
TCGA-BH-A0AW-01A-11W-A071-09	8.53E-02	8.53E-02
TCGA-BH-A0AY-01A-21W-A019-09	9.41E-02	9.41E-02
TCGA-BH-A0AZ-01A-21D-A12Q-09	1.17E-01	1.17E-01
TCGA-BH-A0B0-01A-21D-A10Y-09	8.65E-02	8.65E-02
TCGA-BH-A0B1-01A-12W-A071-09	8.27E-02	8.27E-02
TCGA-BH-A0B3-01A-11W-A071-09	5.26E-02	5.26E-02
TCGA-BH-A0B4-01A-11W-A019-09	1.13E-01	1.13E-01
TCGA-BH-A0B5-01A-11D-A12Q-09	1.20E-01	1.20E-01
TCGA-BH-A0B6-01A-11D-A19Y-09	3.97E-01	3.97E-01
TCGA-BH-A0B7-01A-12D-A10Y-09	3.27E-02	3.27E-02
TCGA-BH-A0B9-01A-11W-A071-09	3.02E-02	3.02E-02
TCGA-BH-A0BG-01A-11D-A10Y-09	4.94E-02	4.94E-02
TCGA-BH-A0BJ-01A-11W-A071-09	5.03E-02	5.03E-02
TCGA-BH-A0BP-01A-11D-A10Y-09	8.06E-02	8.06E-02
TCGA-BH-A0BR-01A-21W-A12T-09	8.27E-02	8.27E-02
TCGA-BH-A0BT-01A-11D-A12Q-09	3.02E-02	3.02E-02
TCGA-BH-A0BV-01A-11W-A019-09	4.96E-02	4.96E-02
TCGA-BH-A0BW-01A-11D-A10Y-09	9.00E-02	9.00E-02
TCGA-BH-A0BZ-01A-31D-A12Q-09	2.63E-01	2.63E-01
TCGA-BH-A0C1-01B-11D-A12B-09	4.90E-02	4.90E-02
TCGA-BH-A0DI-01A-21D-A12Q-09	8.93E-02	8.93E-02
TCGA-BH-A0DK-01A-21W-A071-09	7.72E-02	7.72E-02
TCGA-BH-A0DL-01A-11D-A10Y-09	8.66E-02	8.66E-02
TCGA-BH-A0DO-01B-11D-A12B-09	4.02E-02	4.02E-02
TCGA-BH-A0DP-01A-21W-A071-09	7.53E-02	7.53E-02
TCGA-BH-A0DQ-01A-11D-A099-09	4.90E-02	4.90E-02
TCGA-BH-A0DS-01A-11W-A071-09	8.99E-02	8.99E-02
TCGA-BH-A0DV-01A-21D-A12Q-09	4.94E-02	4.94E-02
TCGA-BH-A0DZ-01A-11W-A019-09	1.14E-01	1.14E-01
TCGA-BH-A0E0-01A-11W-A071-09	8.28E-02	8.28E-02
TCGA-BH-A0EB-01A-11W-A050-09	4.73E-02	4.73E-02
TCGA-BH-A0EE-01A-11W-A050-09	8.87E-02	8.87E-02
TCGA-BH-A0EI-01A-11D-A10Y-09	9.31E-02	9.31E-02
TCGA-BH-A0GY-01A-11W-A071-09	1.47E-01	1.47E-01
TCGA-BH-A0GZ-01A-11W-A071-09	4.90E-02	4.90E-02
TCGA-BH-A0H5-01A-21D-A10Y-09	8.49E-02	8.49E-02
TCGA-BH-A0H7-01A-13W-A071-09	5.01E-02	5.01E-02
TCGA-BH-A0H9-01A-11W-A071-09	8.83E-02	8.83E-02
TCGA-BH-A0HA-01A-11D-A12Q-09	8.29E-02	8.29E-02
TCGA-BH-A0HB-01A-11W-A071-09	8.77E-02	8.77E-02
TCGA-BH-A0HF-01A-11W-A071-09	3.80E-01	3.80E-01
TCGA-BH-A0HK-01A-11W-A071-09	1.27E-01	1.27E-01
TCGA-BH-A0HO-01A-11W-A050-09	4.92E-02	4.92E-02
TCGA-BH-A0HP-01A-12D-A099-09	4.72E-02	4.72E-02
TCGA-BH-A0HQ-01A-11W-A050-09	1.14E-01	1.14E-01
TCGA-BH-A0HU-01A-11W-A050-09	4.73E-02	4.73E-02
TCGA-BH-A0HW-01A-11W-A050-09	4.02E-02	4.02E-02
TCGA-BH-A0HX-01A-21W-A071-09	1.11E-01	1.11E-01
TCGA-BH-A0HY-01A-11W-A071-09	8.25E-02	8.25E-02
TCGA-BH-A0W5-01A-11D-A10G-09	8.86E-02	8.86E-02
TCGA-BH-A0W7-01A-11D-A10Y-09	5.96E-02	5.96E-02
TCGA-BH-A0WA-01A-11D-A10G-09	2.56E-02	2.56E-02
TCGA-BH-A18F-01A-11D-A12B-09	4.79E-02	4.79E-02
TCGA-BH-A18G-01A-11D-A12B-09	5.34E-01	5.34E-01
TCGA-BH-A18I-01A-11D-A12B-09	4.35E-02	4.35E-02
TCGA-BH-A18J-01A-11D-A12B-09	6.74E-02	6.74E-02
TCGA-BH-A18K-01A-11D-A12B-09	6.29E-02	6.29E-02
TCGA-BH-A18L-01A-32D-A12B-09	1.34E-01	1.34E-01
TCGA-BH-A18P-01A-11D-A12B-09	1.37E-01	1.37E-01
TCGA-BH-A18Q-01A-12D-A12B-09	1.46E-01	1.46E-01
TCGA-BH-A18T-01A-11D-A12B-09	3.49E-02	3.49E-02
TCGA-BH-A18U-01A-21D-A12B-09	4.73E-02	4.73E-02
TCGA-BH-A18V-01A-11D-A12B-09	7.15E-02	7.15E-02
TCGA-BH-A1EN-01A-11D-A17G-09	3.02E-02	3.02E-02
TCGA-BH-A1F0-01A-11D-A135-09	7.57E-02	7.57E-02
TCGA-BH-A1F5-01A-12D-A13L-09	8.51E-02	8.51E-02
TCGA-BH-A1F6-01A-11D-A13L-09	2.56E-02	2.56E-02
TCGA-BH-A1F8-01A-11D-A13L-09	7.94E-02	7.94E-02
TCGA-BH-A1FC-01A-11D-A13L-09	6.42E-02	6.42E-02
TCGA-BH-A1FE-01A-11D-A13L-09	4.79E-02	4.79E-02
TCGA-BH-A1FG-01A-11D-A13L-09	4.94E-02	4.94E-02
TCGA-BH-A1FL-01A-11D-A13L-09	3.27E-02	3.27E-02
TCGA-BH-A1FN-01A-11D-A13L-09	8.09E-02	8.09E-02
TCGA-BH-A1FR-01A-11D-A13L-09	4.94E-02	4.94E-02
