	Hugo_Symbol
194	ACOT4
195	ADCY3
196	ADSS
197	AK8
198	AKAP9
199	ALKBH2
200	ALOX15B
201	ANKRD17
202	AP3M2
203	ARG2
204	ARMC6
205	ARMC7
206	ARSJ
207	ATG4D
208	ATP2A1
209	ATP5SL
210	ATXN7L3
211	B3GAT3
212	B3GNT4
213	BATF3
214	BAX
215	BEST1
216	BTN1A1
217	C11orf30
218	C14orf80
219	C16orf93
220	C19orf54
221	C19orf57
222	C22orf23
223	C7orf31
224	CA14
225	CACNA1F
226	CAMSAP2
227	CASP1
228	CCAR2
229	CCDC137
230	CCDC74B
231	CCNA1
232	CCNA2
233	CCNE1
234	CCT8
235	CD1E
236	CD200R1
237	CDC20
238	CDH24
239	CFP
240	CHAC2
241	CHD1L
242	CHORDC1
243	CIB2
244	CLIC6
245	CNPPD1
246	CNRIP1
247	CNTLN
248	COMP
249	COQ3
250	CORIN
251	CPXM1
252	CRACR2B
253	CREB3L4
254	CST1
255	CTU2
256	CYP27A1
257	CYP27B1
258	CYP2A7
259	CYP2D6
260	CYP4F12
261	CYP4Z1
262	DCAF12
263	DCTN4
264	DDIT4L
265	DDX56
266	DGUOK
267	DMKN
268	DNAJC28
269	DNASE2
270	DOK2
271	DPM1
272	DPP4
273	DSN1
274	DTX1
275	DUS1L
276	DUSP10
277	DYNC1LI1
278	EDN3
279	EEF1A2
280	EHD3
281	EIF3K
282	EIF4A3
283	EOMES
284	ETAA1
285	FAM161A
286	FAM166A
287	FAM179B
288	FAM32A
289	FASLG
290	FGA
291	FGF18
292	FHOD1
293	FOSB
294	FOXO4
295	FOXRED1
296	FSCN2
297	FUCA1
298	GAL
299	GAS2L1
300	GCSAM
301	GLB1L
302	GPATCH3
303	GPR39
304	GPRASP1
305	GRIK1
306	GYS1
307	GZF1
308	GZMA
309	HCFC1
310	HDAC6
311	HECTD3
312	HNRNPA1
313	HOXC13
314	HSPA14
315	HSPA9
316	IDI1
317	IFFO1
318	IFIH1
319	IGDCC3
320	IKBIP
321	ILF2
322	ITM2A
323	IZUMO1
324	KAT2A
325	KAT5
326	KCNK13
327	KCNK2
328	KIAA1407
329	KLF10
330	KLHL38
331	KLK12
332	KLK14
333	KRT14
334	KRT17
335	KRT20
336	KRT5
337	KRT6A
338	KRT83
339	LAMA4
340	LDHA
341	LGR5
342	LRRC45
343	LRWD1
344	LSM14B
345	LURAP1L
346	LY86
347	LYPLAL1
348	MAGI3
349	MAGIX
350	MAN1B1
351	MAP2K1
352	MAP3K6
353	MBD4
354	MCAT
355	MCM4
356	MEOX2
357	METTL17
358	METTL7A
359	MIIP
360	MPG
361	MRC1
362	MRGBP
363	MRPL15
364	MRPL47
365	MRPS21
366	MS4A8
367	MSLN
368	MSTO1
369	MTRF1
370	MXRA5
371	MYCT1
372	MYO1G
373	NANS
374	NAPA
375	NCSTN
376	NDUFV1
377	NFE2L1
378	NOP56
379	NRD1
380	NTHL1
381	NUDT1
382	NUP214
383	NVL
384	OLFML2B
385	OSCP1
386	PANK4
387	PARP1
388	PARP14
389	PATZ1
390	PCSK2
391	PDLIM3
392	PDRG1
393	PFDN1
394	PGRMC1
395	PHF2
396	PIGO
397	PIP5K1A
398	PLXNB3
399	POF1B
400	POLR2J
401	PORCN
402	PPID
403	PPM1D
404	PPP1R21
405	PRG4
406	PRMT3
407	PRRT3
408	PRSS12
409	PRSS36
410	PSMD4
411	PSMD6
412	PTRF
413	PTX3
414	PVRL4
415	PYGO2
416	RAB39B
417	RABL2B
418	RASAL3
419	RASL11B
420	RBMX2
421	RBP1
422	REC8
423	RELN
424	RFX5
425	RGL2
426	RGS1
427	RGS16
428	RIC8A
429	RIN1
430	RIPK4
431	RIPPLY3
432	ROBO3
433	RPL23
434	RPL27
435	RPL9
436	RPP40
437	RRNAD1
438	RSPH4A
439	RTFDC1
440	SART3
441	SETDB1
442	SGPP1
443	SH2D2A
444	SIN3B
445	SLC25A38
446	SLC26A4
447	SLC2A4
448	SLC35B1
449	SLC37A4
450	SLC4A1AP
451	SLC4A3
452	SLC5A2
453	SLC6A8
454	SLX4
455	SMYD3
456	SMYD4
457	SNAPC1
458	SPRTN
459	SRM
460	SSC5D
461	SSR4
462	STK19
463	SUGP1
464	TAZ
465	TBC1D10C
466	TBP
467	TDRD5
468	TEK
469	TGS1
470	THAP1
471	THAP10
472	THBS3
473	TMCO6
474	TMED2
475	TMEM132A
476	TMEM5
477	TNFAIP8L3
478	TRAPPC2L
479	TRIM28
480	TRIM46
481	TRIP10
482	TRO
483	TUBA3D
484	TUBD1
485	TUBG1
486	TYW3
487	UBA7
488	UFL1
489	UGT2B28
490	ULBP2
491	UNC50
492	UPK1A
493	UST
494	UTP20
495	VPS9D1
496	WARS2
497	WBSCR17
498	WDR48
499	WDR76
500	XAB2
501	XBP1
502	XPO5
503	XRCC6
504	YIF1A
505	ZFP69
506	ZFR
507	ZFYVE1
508	ZNF251
509	ZNF319
510	ZNF324B
511	ZNF622
512	ZNF646
513	ZNF853
514	ZSCAN9
